"","features","mediator","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper","pvalue_adj","Number","cluster","nickname","sig"
"114","LongRunLowGrayLevelEmphasis_glrlm_MYO_ES","heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ES","ie",":=","a*b","ie",0.00460555386322636,0.00473731338120848,0.972186868931919,0.330957591905181,-0.00467940974742193,0.0138905174738747,0.398064200402084,59,"#FC8D62","Local Dimness",FALSE
"115","LowGrayLevelEmphasis_gldm_MYO_ED","heart_texture_LowGrayLevelEmphasis_gldm_MYO_ED","ie",":=","a*b","ie",-0.00515357046918116,0.00571715258698083,-0.901422585941983,0.367363677111311,-0.0163589836337836,0.00605184269542126,0.424256281973682,46,"#FC8D62","Local Dimness",FALSE
"116","LowGrayLevelEmphasis_gldm_MYO_ES","heart_texture_LowGrayLevelEmphasis_gldm_MYO_ES","ie",":=","a*b","ie",-0.00779184569470914,0.00557778236254934,-1.39694329901173,0.162430622572134,-0.0187240982389086,0.00314040684949029,0.219660064721901,44,"#FC8D62","Local Dimness",FALSE
"117","LowGrayLevelRunEmphasis_glrlm_MYO_ED","heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ED","ie",":=","a*b","ie",-0.00665087615784557,0.00575960492721709,-1.15474520247331,0.248194782923128,-0.0179394943803705,0.00463774206467936,0.317543325210472,49,"#FC8D62","Local Dimness",FALSE
"118","LowGrayLevelRunEmphasis_glrlm_MYO_ES","heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ES","ie",":=","a*b","ie",-0.00752310251499473,0.00559257230097819,-1.34519539670124,0.178562142403477,-0.0184843428058483,0.00343813777585882,0.236572178514251,47,"#FC8D62","Local Dimness",FALSE
"119","LowGrayLevelZoneEmphasis_glszm_MYO_ED","heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ED","ie",":=","a*b","ie",-0.0171968429971685,0.00454988721738649,-3.77961962034008,0.000157068122205839,-0.0261144580769652,-0.00827922791737184,0.000362785662794017,50,"#FC8D62","Local Dimness",TRUE
"120","LowGrayLevelZoneEmphasis_glszm_MYO_ES","heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ES","ie",":=","a*b","ie",-0.0176214446193475,0.00454602131518613,-3.87623449113238,0.000106085452123095,-0.0265314826700637,-0.00871140656863123,0.000256373175964146,54,"#FC8D62","Local Dimness",TRUE
"121","MajorAxis_LV_ED","heart_shape_MajorAxis_LV_ED","ie",":=","a*b","ie",0.0117725886955976,0.00159341233939627,7.3882876418907,1.48769885299771e-13,0.00864955789785918,0.014895619493336,1.76495182105637e-12,35,"#66C2A5","Size",TRUE
"122","MajorAxis_LV_ES","heart_shape_MajorAxis_LV_ES","ie",":=","a*b","ie",0.0104475298254166,0.00144692765586773,7.2204921808279,5.18030063290098e-13,0.00761160373168088,0.0132834559191523,5.40823386074862e-12,26,"#66C2A5","Size",TRUE
"123","MajorAxis_RV_ED","heart_shape_MajorAxis_RV_ED","ie",":=","a*b","ie",-0.0104965010923935,0.00141108602433305,-7.43859758468994,1.01696429055664e-13,-0.0132621788791741,-0.00773082330561296,1.47459822130713e-12,17,"#66C2A5","Size",TRUE
"124","MajorAxis_RV_ES","heart_shape_MajorAxis_RV_ES","ie",":=","a*b","ie",-0.000938307290959816,0.000658487959018189,-1.42494221513001,0.154173905372808,-0.00222891997488875,0.000352305392969121,0.20958015261616,8,"#66C2A5","Size",FALSE
"125","Max2DdiameterColumn_LV_ED","heart_shape_Max2DdiameterColumn_LV_ED","ie",":=","a*b","ie",0.0093421030429126,0.0013294006199104,7.02730456342214,2.10564898850407e-12,0.00673652570686299,0.0119476803789622,1.83191461999854e-11,37,"#66C2A5","Size",TRUE
"126","Max2DdiameterColumn_LV_ES","heart_shape_Max2DdiameterColumn_LV_ES","ie",":=","a*b","ie",0.0070740866958597,0.00116059906697639,6.09520281132848,1.09298792239088e-09,0.00479935432409519,0.00934881906762421,5.82183362742895e-09,28,"#66C2A5","Size",TRUE
"127","Max2DdiameterColumn_RV_ED","heart_shape_Max2DdiameterColumn_RV_ED","ie",":=","a*b","ie",0.00885779416933098,0.00129446898258273,6.84280140236181,7.76601005725297e-12,0.00632068158436462,0.0113949067542973,6.1422079543728e-11,19,"#66C2A5","Size",TRUE
"128","Max2DdiameterColumn_RV_ES","heart_shape_Max2DdiameterColumn_RV_ES","ie",":=","a*b","ie",0.00816134448270256,0.00124729736196658,6.54322275630792,6.02069505362124e-11,0.00571668657523625,0.0106060023901689,4.3650039138754e-10,10,"#66C2A5","Size",TRUE
"129","Max2DdiameterRow_LV_ED","heart_shape_Max2DdiameterRow_LV_ED","ie",":=","a*b","ie",0.00708119968816063,0.00115761737032027,6.1170468496007,9.53253476154714e-10,0.00481231133445494,0.00935008804186632,5.25104788817732e-09,36,"#66C2A5","Size",TRUE
"130","Max2DdiameterRow_LV_ES","heart_shape_Max2DdiameterRow_LV_ES","ie",":=","a*b","ie",0.0078827310212398,0.00121981547119465,6.46223236824477,1.03169472964737e-10,0.00549193662991353,0.0102735254125661,6.73180811094909e-10,27,"#66C2A5","Size",TRUE
"131","Max2DdiameterRow_RV_ED","heart_shape_Max2DdiameterRow_RV_ED","ie",":=","a*b","ie",0.000972183989944254,0.000655007259943551,1.48423391525162,0.137746875217085,-0.000311606649157371,0.00225597462904588,0.192256333859139,18,"#66C2A5","Size",FALSE
"132","Max2DdiameterRow_RV_ES","heart_shape_Max2DdiameterRow_RV_ES","ie",":=","a*b","ie",-0.00147117457103076,0.000581567430892186,-2.52967152712425,0.0114169353961362,-0.00261102579016094,-0.000331323351900593,0.0193494814181269,9,"#66C2A5","Size",TRUE
"133","Max2DdiameterSlice_LV_ED","heart_shape_Max2DdiameterSlice_LV_ED","ie",":=","a*b","ie",0.00567768486991259,0.0013917134636165,4.07963637511891,4.51062018960169e-05,0.00294997660442476,0.00840539313540041,0.000111063383913777,38,"#66C2A5","Size",TRUE
"134","Max2DdiameterSlice_LV_ES","heart_shape_Max2DdiameterSlice_LV_ES","ie",":=","a*b","ie",0.0083875535068958,0.00169658838311638,4.94377633983861,7.66236072591298e-07,0.00506230137939865,0.0117128056343929,2.56394378136319e-06,29,"#66C2A5","Size",TRUE
"135","Max2DdiameterSlice_RV_ED","heart_shape_Max2DdiameterSlice_RV_ED","ie",":=","a*b","ie",-0.0147897653984541,0.00202298666302273,-7.31085660068333,2.65343302885412e-13,-0.0187547463991835,-0.0108247843977246,3.01106965448229e-12,20,"#66C2A5","Size",TRUE
"136","Max2DdiameterSlice_RV_ES","heart_shape_Max2DdiameterSlice_RV_ES","ie",":=","a*b","ie",-0.000782322730398213,0.000487523803556703,-1.60468622186408,0.108562875613115,-0.00173785182697533,0.000173206366178906,0.155686321621006,11,"#66C2A5","Size",FALSE
"137","Max3Ddiameter_LV_ED","heart_shape_Max3Ddiameter_LV_ED","ie",":=","a*b","ie",0.00736150393154414,0.00120061806123745,6.13142861099125,8.70934213637042e-10,0.00500833577233044,0.00971467209075785,4.9416049947667e-09,39,"#66C2A5","Size",TRUE
"138","Max3Ddiameter_LV_ES","heart_shape_Max3Ddiameter_LV_ES","ie",":=","a*b","ie",0.00794700266897508,0.00123810239496724,6.41869582134632,1.37446720671619e-10,0.00552036656566651,0.0103736387722836,8.74965709641282e-10,30,"#66C2A5","Size",TRUE
"139","Max3Ddiameter_RV_ED","heart_shape_Max3Ddiameter_RV_ED","ie",":=","a*b","ie",0.000730905066732642,0.000835832929757968,0.874463114230603,0.381866099232472,-0.000907297372685572,0.00236910750615086,0.43906190264174,21,"#66C2A5","Size",FALSE
"140","Max3Ddiameter_RV_ES","heart_shape_Max3Ddiameter_RV_ES","ie",":=","a*b","ie",0.00539853957170643,0.00101169763790024,5.33611957710113,9.49567919850125e-08,0.00341564863817772,0.00738143050523514,3.81288041662896e-07,12,"#66C2A5","Size",TRUE
"141","Maximum_MYO_ED","heart_intensity_Maximum_MYO_ED","ie",":=","a*b","ie",-0.0174120098141476,0.00425115505781915,-4.09583032783566,4.20657946131886e-05,-0.0257441206201684,-0.0090798990081268,0.000104563546609926,205,"#FFD92F","Global Intensity",TRUE
"142","Maximum_MYO_ES","heart_intensity_Maximum_MYO_ES","ie",":=","a*b","ie",-0.0256301840956548,0.00523503996056936,-4.8958908219809,9.78613900137759e-07,-0.0358906738759987,-0.0153696943153109,3.11485643824336e-06,123,"#E78AC3","Shape",TRUE
"143","MaximumProbability_glcm_MYO_ED","heart_texture_MaximumProbability_glcm_MYO_ED","ie",":=","a*b","ie",0.00383859983467045,0.00154138431940927,2.49035869012965,0.0127614231496616,0.0008175420822935,0.0068596575870474,0.0214885899487849,90,"#8DA0CB","Local Uniformity",TRUE
"144","MaximumProbability_glcm_MYO_ES","heart_texture_MaximumProbability_glcm_MYO_ES","ie",":=","a*b","ie",0.0011008229790855,0.00108655172585817,1.01313444439662,0.310995947860209,-0.00102877927093634,0.00323042522910734,0.377534615774486,86,"#8DA0CB","Local Uniformity",FALSE
"145","Mean_MYO_ED","heart_intensity_Mean_MYO_ED","ie",":=","a*b","ie",-0.0160857747095133,0.0066028163868154,-2.43619900466014,0.0148425163438093,-0.0290270570242024,-0.00314449239482426,0.0246745016925747,200,"#FFD92F","Global Intensity",TRUE
"146","Mean_MYO_ES","heart_intensity_Mean_MYO_ES","ie",":=","a*b","ie",-0.0359929161394344,0.0073076461847828,-4.92537750587664,8.41976428134217e-07,-0.0503156394733702,-0.0216701928054986,2.74694809678788e-06,195,"#FFD92F","Global Intensity",TRUE
"147","MeanAbsoluteDeviation_MYO_ED","heart_intensity_MeanAbsoluteDeviation_MYO_ED","ie",":=","a*b","ie",0.00117284339902519,0.00267781466218123,0.437985277916825,0.661396955589043,-0.0040755768961233,0.00642126369417369,0.698885042140649,174,"#A6D854","Global Variance",FALSE
"148","MeanAbsoluteDeviation_MYO_ES","heart_intensity_MeanAbsoluteDeviation_MYO_ES","ie",":=","a*b","ie",-0.00524994014674988,0.00258797853184438,-2.02858720895509,0.0425003524704077,-0.0103222848619277,-0.000177595431572058,0.0652505411457436,226,"#FFD92F","Global Intensity",FALSE
"149","Median_MYO_ED","heart_intensity_Median_MYO_ED","ie",":=","a*b","ie",-0.0122961299272722,0.00633245592079432,-1.94176320863041,0.0521657727249232,-0.0247075154657165,0.000115255611172087,0.0778015238925997,199,"#FFD92F","Global Intensity",FALSE
"150","Median_MYO_ES","heart_intensity_Median_MYO_ES","ie",":=","a*b","ie",-0.0368810616434574,0.00719528944133348,-5.12572314764621,2.96397878685184e-07,-0.0509835698068123,-0.0227785534801024,1.11901211865233e-06,194,"#FFD92F","Global Intensity",TRUE
"151","Minimum_MYO_ED","heart_intensity_Minimum_MYO_ED","ie",":=","a*b","ie",-0.0141000622128874,0.0037966809970526,-3.71378638970021,0.000204181158212524,-0.0215414202278981,-0.00665870419787665,0.000463402454725816,116,"#E78AC3","Shape",TRUE
"152","Minimum_MYO_ES","heart_intensity_Minimum_MYO_ES","ie",":=","a*b","ie",-0.0146065011988457,0.00355381116520665,-4.11009491496051,3.95496518645899e-05,-0.0215718430905071,-0.00764115930718436,0.000100218049870466,117,"#E78AC3","Shape",TRUE
"153","MinorAxis_LV_ED","heart_shape_MinorAxis_LV_ED","ie",":=","a*b","ie",0.00691807513607819,0.00119929270622848,5.76846261146213,7.99979549270802e-09,0.00456750462494881,0.00926864564720758,3.7284761135657e-08,34,"#66C2A5","Size",TRUE
"154","MinorAxis_LV_ES","heart_shape_MinorAxis_LV_ES","ie",":=","a*b","ie",0.00735221730650563,0.00133336394694721,5.51403637644384,3.5069606552085e-08,0.00473887199220493,0.00996556262080633,1.50051923116298e-07,25,"#66C2A5","Size",TRUE
"155","MinorAxis_RV_ED","heart_shape_MinorAxis_RV_ED","ie",":=","a*b","ie",-0.00724923259706143,0.00119864430428076,-6.04785971215313,1.46782674903534e-09,-0.00959853226372579,-0.00489993293039707,7.36736118265814e-09,16,"#66C2A5","Size",TRUE
"156","MinorAxis_RV_ES","heart_shape_MinorAxis_RV_ES","ie",":=","a*b","ie",-0.000706692241513066,0.000966367260628304,-0.731287441436701,0.464603599722228,-0.00260073726818317,0.00118735278515704,0.522679049687506,7,"#66C2A5","Size",FALSE
"157","Percentile10_MYO_ED","heart_intensity_Percentile10_MYO_ED","ie",":=","a*b","ie",-0.0199742449523321,0.00602551072970396,-3.31494637522843,0.000916607064653796,-0.0317840289710116,-0.00816446093365272,0.00182621712881405,201,"#FFD92F","Global Intensity",TRUE
"158","Percentile10_MYO_ES","heart_intensity_Percentile10_MYO_ES","ie",":=","a*b","ie",-0.0293985674883272,0.00687810950122986,-4.27422207847527,1.91805787352894e-05,-0.0428794143924605,-0.0159177205841939,4.95656539595103e-05,197,"#FFD92F","Global Intensity",TRUE
"159","Percentile90_MYO_ED","heart_intensity_Percentile90_MYO_ED","ie",":=","a*b","ie",-0.0138556603609499,0.00654174939575155,-2.11803594462793,0.0341720236367533,-0.0266772535725095,-0.00103406714939016,0.0534065758634288,202,"#FFD92F","Global Intensity",FALSE
"160","Percentile90_MYO_ES","heart_intensity_Percentile90_MYO_ES","ie",":=","a*b","ie",-0.0300105933036159,0.00692419741664042,-4.33416199709928,1.46316404117108e-05,-0.0435817708620764,-0.0164394157451554,3.89679402801686e-05,196,"#FFD92F","Global Intensity",TRUE
"161","Range_MYO_ED","heart_intensity_Range_MYO_ED","ie",":=","a*b","ie",-0.0146357826828845,0.00390310960428935,-3.74977496578636,0.00017699332956167,-0.022285736935004,-0.00698582843076501,0.000405221570312244,206,"#FFD92F","Global Intensity",TRUE
"162","Range_MYO_ES","heart_intensity_Range_MYO_ES","ie",":=","a*b","ie",-0.0199279299490088,0.00473645533322131,-4.20735097177738,2.58381687816556e-05,-0.0292112118165053,-0.0106446480815124,6.61153142354128e-05,120,"#E78AC3","Shape",TRUE
"163","RobustMeanAbsoluteDeviation_MYO_ED","heart_intensity_RobustMeanAbsoluteDeviation_MYO_ED","ie",":=","a*b","ie",0.00174397687774383,0.00158155569878828,1.10269709696597,0.270158727902253,-0.00135581533142529,0.00484376908691294,0.337375253504728,173,"#A6D854","Global Variance",FALSE
"164","RobustMeanAbsoluteDeviation_MYO_ES","heart_intensity_RobustMeanAbsoluteDeviation_MYO_ES","ie",":=","a*b","ie",-0.00473047975073668,0.00216403042069241,-2.18595806487004,0.0288186734953224,-0.00897190143674286,-0.000489058064730498,0.0458638645260924,225,"#FFD92F","Global Intensity",TRUE
"165","RootMeanSquared_MYO_ED","heart_intensity_RootMeanSquared_MYO_ED","ie",":=","a*b","ie",-0.0158293645039659,0.0066195854505621,-2.39129241886617,0.0167891749525901,-0.028803513579653,-0.00285521542827887,0.0274542652014823,198,"#FFD92F","Global Intensity",TRUE
"166","RootMeanSquared_MYO_ES","heart_intensity_RootMeanSquared_MYO_ES","ie",":=","a*b","ie",-0.0361273217915661,0.00730223680829385,-4.94743223754848,7.51988692426764e-07,-0.0504394429424048,-0.0218152006407275,2.54894868471929e-06,193,"#FFD92F","Global Intensity",TRUE
"167","RunEntropy_glrlm_MYO_ED","heart_texture_RunEntropy_glrlm_MYO_ED","ie",":=","a*b","ie",-0.0110284284297903,0.00181983050485231,-6.06014043636732,1.36002742401331e-09,-0.0145952306772681,-0.00746162618231239,6.96014034642106e-09,190,"#FFD92F","Global Intensity",TRUE
"168","RunEntropy_glrlm_MYO_ES","heart_texture_RunEntropy_glrlm_MYO_ES","ie",":=","a*b","ie",-0.010811553684575,0.00153016133847679,-7.06562988667423,1.59894320006515e-12,-0.0138106147985251,-0.00781249257062493,1.43904888005864e-11,97,"#8DA0CB","Local Uniformity",TRUE
"169","RunLengthNonUniformity_glrlm_MYO_ED","heart_texture_RunLengthNonUniformity_glrlm_MYO_ED","ie",":=","a*b","ie",0.00197538734489861,0.00062769709276095,3.14703918128693,0.00164932858848088,0.000745123649886648,0.00320565103991057,0.0031887019377297,3,"#66C2A5","Size",TRUE
"170","RunLengthNonUniformity_glrlm_MYO_ES","heart_texture_RunLengthNonUniformity_glrlm_MYO_ES","ie",":=","a*b","ie",0.00150614570782047,0.000687822589360594,2.18972992617267,0.0285438293780942,0.000158038204920623,0.00285425321072032,0.0457051501084821,2,"#66C2A5","Size",TRUE
"171","RunLengthNonUniformityNormalized_glrlm_MYO_ED","heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ED","ie",":=","a*b","ie",0.0140622425068191,0.00245845051861136,5.71996157757206,1.06548143641305e-08,0.009243768032567,0.0188807169810712,4.71340093057299e-08,155,"#A6D854","Global Variance",TRUE
"172","RunLengthNonUniformityNormalized_glrlm_MYO_ES","heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ES","ie",":=","a*b","ie",0.00691083220711515,0.00132748209787743,5.2059701732816,1.92985644353882e-07,0.00430901510515373,0.00951264930907658,7.51779898154676e-07,180,"#A6D854","Global Variance",TRUE
"173","RunPercentage_glrlm_MYO_ED","heart_texture_RunPercentage_glrlm_MYO_ED","ie",":=","a*b","ie",0.0139003935323807,0.00233071820576512,5.96399577520678,2.46143105897545e-09,0.00933226979096924,0.0184685172737921,1.21213869130678e-08,154,"#A6D854","Global Variance",TRUE
"174","RunPercentage_glrlm_MYO_ES","heart_texture_RunPercentage_glrlm_MYO_ES","ie",":=","a*b","ie",0.00759512691654801,0.00149525880862421,5.07947311377906,3.78483081542313e-07,0.00466447350407828,0.0105257803290177,1.39132513074005e-06,179,"#A6D854","Global Variance",TRUE
"175","RunVariance_glrlm_MYO_ED","heart_texture_RunVariance_glrlm_MYO_ED","ie",":=","a*b","ie",0.0113966540739629,0.00229328437442292,4.96957734551814,6.7099001399562e-07,0.00690189929378549,0.0158914088541403,2.33504524870476e-06,77,"#8DA0CB","Local Uniformity",TRUE
"176","RunVariance_glrlm_MYO_ES","heart_texture_RunVariance_glrlm_MYO_ES","ie",":=","a*b","ie",0.00521718484673319,0.00146793368794715,3.55410117607508,0.000379273274578873,0.00234008768666372,0.00809428200680265,0.000824919372209049,74,"#8DA0CB","Local Uniformity",TRUE
"177","ShortRunEmphasis_glrlm_MYO_ED","heart_texture_ShortRunEmphasis_glrlm_MYO_ED","ie",":=","a*b","ie",0.0138742531920203,0.00262953405267335,5.27631622717144,1.31806562775338e-07,0.00872046115265885,0.0190280452313817,5.21235043702475e-07,156,"#A6D854","Global Variance",TRUE
"178","ShortRunEmphasis_glrlm_MYO_ES","heart_texture_ShortRunEmphasis_glrlm_MYO_ES","ie",":=","a*b","ie",0.00633008663523029,0.00132411734628462,4.78060849591018,1.74765410099198e-06,0.00373486432520769,0.0089253089452529,5.24296230297594e-06,181,"#A6D854","Global Variance",TRUE
"179","ShortRunHighGrayLevelEmphasis_glrlm_MYO_ED","heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ED","ie",":=","a*b","ie",-0.00636176023890648,0.00599069832958987,-1.06193967529358,0.288263071973899,-0.0181033132071469,0.00537979272933393,0.351573185912091,210,"#FFD92F","Global Intensity",FALSE
"180","ShortRunHighGrayLevelEmphasis_glrlm_MYO_ES","heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ES","ie",":=","a*b","ie",-0.00761700135225582,0.005778236277383,-1.3182225486469,0.18742915934103,-0.0189421363500893,0.00370813364557765,0.244595052940044,230,"#FFD92F","Global Intensity",FALSE
"181","ShortRunLowGrayLevelEmphasis_glrlm_MYO_ED","heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ED","ie",":=","a*b","ie",-0.0107472839079392,0.00550423373891113,-1.95254860489723,0.0508731062293548,-0.0215353837986953,4.08159828168553e-05,0.0763096593440322,48,"#FC8D62","Local Dimness",FALSE
"182","ShortRunLowGrayLevelEmphasis_glrlm_MYO_ES","heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ES","ie",":=","a*b","ie",-0.0113300309938779,0.00533232014006244,-2.12478446459992,0.0336046017144955,-0.0217811864224379,-0.000878875565317985,0.0528361508884538,53,"#FC8D62","Local Dimness",FALSE
"183","SizeZoneNonUniformity_glszm_MYO_ED","heart_texture_SizeZoneNonUniformity_glszm_MYO_ED","ie",":=","a*b","ie",0.00513567700696884,0.0014697869321579,3.49416428640359,0.000475548282652394,0.00225494755499174,0.00801640645894594,0.00100095243364738,4,"#66C2A5","Size",TRUE
"184","SizeZoneNonUniformity_glszm_MYO_ES","heart_texture_SizeZoneNonUniformity_glszm_MYO_ES","ie",":=","a*b","ie",0.00266170560441825,0.00176991779015205,1.50385832563985,0.132617849444904,-0.000807269519876493,0.00613068072871299,0.187098695703352,43,"#66C2A5","Size",FALSE
"185","SizeZoneNonUniformityNormalized_glszm_MYO_ED","heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ED","ie",":=","a*b","ie",-0.0113826727443705,0.0024099845442904,-4.72313101398834,2.32241129949351e-06,-0.0161061556544779,-0.00665918983426317,6.73499276853118e-06,138,"#E78AC3","Shape",TRUE
