"","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper","pvalue_adj"
"34","brain_latent_atrophy","~","cov_sex","",0.574383245982388,0.00703663451528422,81.6275514572733,0,0.560591695760059,0.588174796204716,0
"35","brain_latent_gMD","~","cardio_latent_gvrf","a6",0.0452529080368883,0.0101864715132602,4.44245173394737,8.89395884740019e-06,0.0252877907413551,0.0652180253324216,8.89395884740019e-06
"36","brain_latent_gMD","~","cov_age","",0.31981773187603,0.00803100769733584,39.8228645680572,0,0.304077246029687,0.335558217722372,0
"37","brain_latent_gMD","~","cov_sex","",0.00812897862975818,0.0099997044135542,0.81292189184509,0.41626284214083,-0.0114700818768543,0.0277280391363706,0.41626284214083
"38","brain_latent_gFA","~","cardio_latent_gvrf","a7",-0.0481563002278762,0.0104471580038301,-4.6095120041471,4.03615229682686e-06,-0.0686323536561825,-0.0276802467995699,4.03615229682686e-06
"39","brain_latent_gFA","~","cov_age","",-0.240674694708709,0.00852015980691707,-28.2476737717193,0,-0.257373901072792,-0.223975488344625,0
"40","brain_latent_gFA","~","cov_sex","",0.0826617516416299,0.0102206030534251,8.08775678005897,6.66133814775094e-16,0.0626297377566367,0.102693765526623,6.66133814775094e-16
"41","brain_latent_pc1","~","cardio_latent_gvrf","a8",-0.0450058340230244,0.0100708074960554,-4.46893995746148,7.86081904990965e-06,-0.064744254010529,-0.0252674140355199,7.86081904990965e-06
"42","brain_latent_pc1","~","cov_age","",-0.353107590668071,0.00780121767881843,-45.2631377825561,0,-0.368397696354112,-0.33781748498203,0
"43","brain_latent_pc1","~","cov_sex","",0.0296055677891343,0.00988186353198937,2.99594987254132,0.00273591404601348,0.0102374711662954,0.0489736644119732,0.00273591404601348
"44","brain_latent_pc2","~","cardio_latent_gvrf","a9",-0.0208025028859656,0.0105649401691847,-1.96901284369232,0.0489516162140367,-0.0415094051163882,-9.56006555430482e-05,0.0489516162140367
"45","brain_latent_pc2","~","cov_age","",0.00694421177142998,0.00897982955871757,0.773312202199716,0.439337636004762,-0.0106559307509646,0.0245443542938246,0.439337636004762
"46","brain_latent_pc2","~","cov_sex","",-0.201878792715874,0.0101371722845037,-19.9147047174565,0,-0.221747285298579,-0.182010300133169,0
"47","brain_latent_pc3","~","cardio_latent_gvrf","a10",-0.0463002606884565,0.00951755896454392,-4.86472013054402,1.14618876900785e-06,-0.0649543334796989,-0.0276461878972141,1.14618876900785e-06
"48","brain_latent_pc3","~","cov_age","",-0.162584246912678,0.00795332591469964,-20.4422965507026,0,-0.178172479262798,-0.146996014562558,0
"49","brain_latent_pc3","~","cov_sex","",0.476318624304955,0.00822140611414657,57.9363940537317,0,0.46020496441895,0.492432284190959,0
"50","heart_latent_cc1","~","cardio_latent_gvrf","a11",-0.232841017136329,0.00555876670976461,-41.887171974193,0,-0.243735999685928,-0.22194603458673,0
"51","heart_latent_cc1","~","cov_age","",0.0740314860681165,0.00481327521604675,15.3806883556765,0,0.0645976399969856,0.0834653321392474,0
"52","heart_latent_cc1","~","cov_sex","",-0.709756839838342,0.00427587777403388,-165.990909316558,0,-0.718137406277744,-0.70137627339894,0
"53","heart_latent_cc2","~","cardio_latent_gvrf","a12",0.557745286753351,0.00707182579449618,78.8686405690918,0,0.543884762891197,0.571605810615505,0
"54","heart_latent_cc2","~","cov_age","",0.341169917310798,0.0065434728668867,52.1389672198827,0,0.328344946157885,0.353994888463711,0
"55","heart_latent_cc2","~","cov_sex","",-0.383711227493636,0.00758314307989431,-50.6005522315667,0,-0.398573914819843,-0.368848540167429,0
"56","heart_latent_cc3","~","cardio_latent_gvrf","a13",-0.520834894868231,0.00805276503977853,-64.6777712121792,0,-0.536618024322161,-0.505051765414302,0
"57","heart_latent_cc3","~","cov_age","",0.332441813884545,0.00734051099694213,45.2886473466263,0,0.318054676702418,0.346828951066672,0
"58","heart_latent_cc3","~","cov_sex","",0.342338164383942,0.00861608523765815,39.7324486633085,0,0.325450947630405,0.359225381137479,0
"59","brain_latent_cc1","~","cardio_latent_gvrf","a14",-0.12486889906143,0.0068194309844686,-18.3107504637589,0,-0.138234738186045,-0.111503059936815,0
"60","brain_latent_cc1","~","cov_age","",0.0213826021874778,0.00583145829176852,3.66676757641579,0.000245635869878136,0.00995315395826406,0.0328120504166916,0.000245635869878136
"61","brain_latent_cc1","~","cov_sex","",-0.701117356860628,0.00511158137527276,-137.16251496108,0,-0.711135872260209,-0.691098841461048,0
"62","brain_latent_cc2","~","cardio_latent_gvrf","a15",0.348140540812307,0.00767190623231765,45.3786230266706,0,0.333103880904196,0.363177200720418,0
"63","brain_latent_cc2","~","cov_age","",0.535380555972503,0.00555937068242463,96.3023670404013,0,0.524484389658243,0.546276722286764,0
"64","brain_latent_cc2","~","cov_sex","",-0.254718648241188,0.00772132606081142,-32.9889770533042,0,-0.269852169233269,-0.239585127249107,0
"65","brain_latent_cc3","~","cardio_latent_gvrf","a16",-0.302823530022813,0.00932662327446152,-32.4687211128185,0,-0.32110337573813,-0.284543684307495,0
"66","brain_latent_cc3","~","cov_age","",0.390157353102167,0.00740580595531651,52.6826324448967,0,0.375642240153254,0.40467246605108,0
"67","brain_latent_cc3","~","cov_sex","",0.213469222696816,0.00936013029248301,22.8062234206558,0,0.195123704432947,0.231814740960685,0
"211","indirect1",":=","a1*b1","indirect1",0.0424192288198764,0.00753124367025537,5.63243345682879,1.77684413849022e-08,0.0276582624673806,0.0571801951723721,2.84295062158435e-07
"212","indirect2",":=","a2*b2","indirect2",-0.0355202966152247,0.00782521510056698,-4.53921025284673,5.64653119927705e-06,-0.0508574363836149,-0.0201831568468344,4.51722495942164e-05
"213","indirect3",":=","a3*b3","indirect3",0.000335552380626773,0.00331081359614288,0.101350429700329,0.919272285139707,-0.0061535230273388,0.00682462778859235,0.919272285139707
"214","indirect4",":=","a4*b4","indirect4",-0.00138966320933317,0.00203028193181031,-0.684468096553502,0.493679628479019,-0.00536894267414379,0.00258961625547745,0.566183911155625
"215","indirect5",":=","a5*b5","indirect5",-0.00304762012839422,0.0013632753498266,-2.23551326500686,0.0253836717525309,-0.00571959071506559,-0.000375649541722852,0.0676897913400823
"216","indirect6",":=","a6*b6","indirect6",0.00406809911135274,0.00300472597772489,1.35390020305047,0.175768218750025,-0.00182105558839994,0.00995725381110543,0.28122915000004
"217","indirect7",":=","a7*b7","indirect7",0.00243963968717621,0.00152200769877713,1.60290890061618,0.108954768336858,-0.000543440586619655,0.00542271996097208,0.193697365932192
"218","indirect8",":=","a8*b8","indirect8",-0.00764960556517975,0.00371550434874784,-2.05883369986036,0.0395101721429807,-0.0149318602731275,-0.000367350857232042,0.0903089648982416
"219","indirect9",":=","a9*b9","indirect9",0.000630733677826947,0.000588450196431655,1.07185566705848,0.283784865269304,-0.000522607513874616,0.00178407486952851,0.378379820359072
"220","indirect10",":=","a10*b10","indirect10",-0.0023833551459067,0.000860288883762072,-2.77041257988155,0.00559853265635102,-0.00406949037438052,-0.000697219917432873,0.0179153045003233
"221","indirect11",":=","a11*b11","indirect11",-0.00385239310525806,0.00614623391461832,-0.626789210884971,0.530797416708399,-0.0158987902184686,0.00819400400795247,0.566183911155625
"222","indirect12",":=","a12*b12","indirect12",-0.025371697642139,0.00785055049889871,-3.23183675408472,0.00122997301046723,-0.0407584938787934,-0.00998490140548458,0.00491989204186893
"223","indirect13",":=","a13*b13","indirect13",0.00445145592284921,0.00695220885340451,0.640293756518739,0.521981639021564,-0.00917462304282414,0.0180775348885226,0.566183911155625
"224","indirect14",":=","a14*b14","indirect14",-0.00486877585684436,0.00245111417241065,-1.98635212983815,0.0469942380448924,-0.00967287135676493,-6.46803569237971e-05,0.0939884760897849
"225","indirect15",":=","a15*b15","indirect15",-0.0224014508897536,0.00530534836617477,-4.22242788665457,2.41684737103398e-05,-0.0327997426128945,-0.0120031591666126,0.000128898526455146
"226","indirect16",":=","a16*b16","indirect16",-0.00412636997539851,0.00348488499477466,-1.1840763702635,0.236382832998834,-0.0109566190554209,0.00270387910462387,0.343829575271031
"227","total",":=","c+(a1*b1)+(a2*b2)+(a3*b3)+(a4*b4)+(a5*b5)+(a6*b6)+(a7*b7)+(a8*b8)+(a9*b9)+(a10*b10)+(a11*b11)+(a12*b12)+(a13*b13)+(a14*b14)+(a15*b15)+(a16*b16)","total",-0.0427906880154658,0.0105813120134833,-4.04398698015327,5.25498387045076e-05,-0.063529678471074,-0.0220516975598575,5.25498387045076e-05
