"","features","mediator","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper","pvalue_adj","Number","cluster","nickname","sig"
"205","Strength_ngtdm_MYO_ED","heart_texture_Strength_ngtdm_MYO_ED","de",":=","c","de",-0.0344155376699501,0.0110350723389112,-3.11874146475652,0.00181625252434547,-0.0560438820210102,-0.0127871933188899,0.00283248905582449,203,"#FFD92F","Global Intensity",TRUE
"206","Strength_ngtdm_MYO_ES","heart_texture_Strength_ngtdm_MYO_ES","de",":=","c","de",-0.0320425866924086,0.011282237937019,-2.84009137826027,0.00451006126023046,-0.0541553667139774,-0.00992980667083987,0.0064570275966141,118,"#E78AC3","Shape",TRUE
"207","SumAverage_glcm_MYO_ED","heart_texture_SumAverage_glcm_MYO_ED","de",":=","c","de",-0.0344802124988238,0.0125075008408344,-2.75676275681333,0.00583766893962401,-0.0589944636834638,-0.00996596131418389,0.00804983942831224,214,"#FFD92F","Global Intensity",TRUE
"208","SumAverage_glcm_MYO_ES","heart_texture_SumAverage_glcm_MYO_ES","de",":=","c","de",-0.0195748383811511,0.0125421205057059,-1.56072797835467,0.118587946944994,-0.0441569428620961,0.0050072660997938,0.126816507909331,234,"#FFD92F","Global Intensity",FALSE
"209","SumEntropy_glcm_MYO_ED","heart_texture_SumEntropy_glcm_MYO_ED","de",":=","c","de",-0.0411308754691461,0.0111464859448641,-3.69003071215441,0.000224226979537612,-0.0629775864752616,-0.0192841644630305,0.000611952798321399,164,"#A6D854","Global Variance",TRUE
"210","SumEntropy_glcm_MYO_ES","heart_texture_SumEntropy_glcm_MYO_ES","de",":=","c","de",-0.0348579142456818,0.0109325394464831,-3.18845538278805,0.00143035081785192,-0.0562852978203522,-0.0134305306710114,0.00229909149863315,221,"#FFD92F","Global Intensity",TRUE
"211","SumofSquares_glcm_MYO_ED","heart_texture_SumofSquares_glcm_MYO_ED","de",":=","c","de",-0.0379186227007645,0.0109980326094993,-3.44776416356623,0.000565247356814291,-0.0594743705161802,-0.0163628748853488,0.00113049471362858,163,"#A6D854","Global Variance",TRUE
"212","SumofSquares_glcm_MYO_ES","heart_texture_SumofSquares_glcm_MYO_ES","de",":=","c","de",-0.0352597344315473,0.0109199160359499,-3.22893823683874,0.00124250725994401,-0.0566623765762106,-0.013857092286884,0.00203460563815832,220,"#FFD92F","Global Intensity",TRUE
"213","SurfaceArea_LV_ED","heart_shape_SurfaceArea_LV_ED","de",":=","c","de",-0.0523686936457557,0.0108860847162173,-4.81060868171828,1.50471357418525e-06,-0.0737050276221936,-0.0310323596693178,2.31902915550903e-05,41,"#66C2A5","Size",TRUE
"214","SurfaceArea_LV_ES","heart_shape_SurfaceArea_LV_ES","de",":=","c","de",-0.046967677232124,0.0108057575950724,-4.34654181522099,1.38300695675664e-05,-0.068146572944136,-0.0257887815201119,8.83775177244486e-05,31,"#66C2A5","Size",TRUE
"215","SurfaceArea_RV_ED","heart_shape_SurfaceArea_RV_ED","de",":=","c","de",-0.0361600342092841,0.0107107296295097,-3.37605704373843,0.000735326717848706,-0.0571526785312692,-0.0151673898872991,0.00133788611164139,22,"#66C2A5","Size",TRUE
"216","SurfaceArea_RV_ES","heart_shape_SurfaceArea_RV_ES","de",":=","c","de",-0.0378526682610986,0.0107072902103539,-3.53522390048748,0.000407429774256451,-0.0588385714454106,-0.0168667650767867,0.000943291633264198,13,"#66C2A5","Size",TRUE
"217","SurfaceAreatoVolumeRatio_LV_ED","heart_shape_SurfaceAreatoVolumeRatio_LV_ED","de",":=","c","de",-0.0301918351095821,0.0107438609376236,-2.81014760753782,0.00495187834347655,-0.0512494156022312,-0.00913425461693304,0.00701293041076138,128,"#E78AC3","Shape",TRUE
"218","SurfaceAreatoVolumeRatio_LV_ES","heart_shape_SurfaceAreatoVolumeRatio_LV_ES","de",":=","c","de",-0.02752986066355,0.0107769046853058,-2.55452390713696,0.0106333127306215,-0.0486522057115703,-0.00640751561552965,0.0140703431081961,132,"#E78AC3","Shape",TRUE
"219","SurfaceAreatoVolumeRatio_RV_ED","heart_shape_SurfaceAreatoVolumeRatio_RV_ED","de",":=","c","de",-0.0586752899250703,0.0109187288022199,-5.3738206148266,7.70855494991451e-08,-0.0800756051343815,-0.0372749747157591,2.76105191726606e-06,127,"#E78AC3","Shape",TRUE
"220","SurfaceAreatoVolumeRatio_RV_ES","heart_shape_SurfaceAreatoVolumeRatio_RV_ES","de",":=","c","de",-0.0492250724610578,0.0107856416916675,-4.56394472097909,5.02013023639947e-06,-0.0703645417268798,-0.0280856031952359,4.60683459757123e-05,126,"#E78AC3","Shape",TRUE
"221","TotalEnergy_MYO_ED","heart_intensity_TotalEnergy_MYO_ED","de",":=","c","de",-0.00993520551766098,0.0116204991476559,-0.854972354579548,0.392566452572805,-0.0327109653294449,0.0128405542941229,0.405261944936737,188,"#FFD92F","Global Intensity",FALSE
"222","TotalEnergy_MYO_ES","heart_intensity_TotalEnergy_MYO_ES","de",":=","c","de",0.000122825776663205,0.0117323087956133,0.0104690201053291,0.991647083071983,-0.0228720769182414,0.0231177284715678,0.991647083071983,185,"#FFD92F","Global Intensity",FALSE
"223","Uniformity_MYO_ED","heart_intensity_Uniformity_MYO_ED","de",":=","c","de",-0.0409921792549987,0.0109339419200066,-3.74907600158297,0.000177487296205925,-0.0624223116272643,-0.0195620468827331,0.000494698634105876,94,"#8DA0CB","Local Uniformity",TRUE
"224","Uniformity_MYO_ES","heart_intensity_Uniformity_MYO_ES","de",":=","c","de",-0.036055802437482,0.0109040316159623,-3.30664874308511,0.000944192073140337,-0.0574273116910541,-0.0146842931839098,0.00161685178537757,95,"#8DA0CB","Local Uniformity",TRUE
"225","Variance_MYO_ED","heart_intensity_Variance_MYO_ED","de",":=","c","de",-0.0363815886809777,0.0110344382609951,-3.29709477006913,0.000976905321004917,-0.058008690262159,-0.0147544870997965,0.00165128512324702,172,"#A6D854","Global Variance",TRUE
"226","Variance_MYO_ES","heart_intensity_Variance_MYO_ES","de",":=","c","de",-0.0336118191441159,0.0110127864616841,-3.05207217637958,0.00227267446460377,-0.0551964839784471,-0.0120271543097847,0.00346186459143133,224,"#FFD92F","Global Intensity",TRUE
"227","Volume_LV_ED","heart_shape_Volume_LV_ED","de",":=","c","de",-0.047271724890028,0.0107688321363999,-4.38967979919047,1.13517686963771e-05,-0.0683782480329294,-0.0261652017471265,7.435408496127e-05,40,"#66C2A5","Size",TRUE
"228","Volume_LV_ES","heart_shape_Volume_LV_ES","de",":=","c","de",-0.0415077501380548,0.0107435341830302,-3.86350984982369,0.000111769384304683,-0.062564690203469,-0.0204508100726406,0.000352814201058156,32,"#66C2A5","Size",TRUE
"229","Volume_RV_ED","heart_shape_Volume_RV_ED","de",":=","c","de",-0.0464790366845928,0.0107303657289108,-4.33154263879044,1.48068265488632e-05,-0.0675101670542009,-0.0254479063149848,9.02183385070271e-05,23,"#66C2A5","Size",TRUE
"230","Volume_RV_ES","heart_shape_Volume_RV_ES","de",":=","c","de",-0.0423972875160517,0.0107203411432293,-3.95484499509876,7.65842876855327e-05,-0.0634087700587641,-0.0213858049733394,0.000275951256072899,14,"#66C2A5","Size",TRUE
"231","ZoneEntropy_glszm_MYO_ED","heart_texture_ZoneEntropy_glszm_MYO_ED","de",":=","c","de",-0.0397733033575517,0.0112110445807673,-3.5476893407224,0.0003886263087447,-0.0617465469649286,-0.0178000597501749,0.00094277863788066,158,"#A6D854","Global Variance",TRUE
"232","ZoneEntropy_glszm_MYO_ES","heart_texture_ZoneEntropy_glszm_MYO_ES","de",":=","c","de",-0.0243888689738288,0.0112939526436507,-2.15946265610913,0.0308142915010619,-0.0465246093984852,-0.00225312854917243,0.0366350857146478,219,"#FFD92F","Global Intensity",TRUE
"233","ZonePercentage_glszm_MYO_ED","heart_texture_ZonePercentage_glszm_MYO_ED","de",":=","c","de",-0.0457733740051967,0.011380587046589,-4.02205736995931,5.76920008290571e-05,-0.0680789147394341,-0.0234678332709592,0.000215932917388757,160,"#A6D854","Global Variance",TRUE
"234","ZonePercentage_glszm_MYO_ES","heart_texture_ZonePercentage_glszm_MYO_ES","de",":=","c","de",-0.0432562028634188,0.0112191041298037,-3.85558439987273,0.00011545348843911,-0.0652452428966385,-0.021267162830199,0.000359229357165425,157,"#A6D854","Global Variance",TRUE
"235","ZoneVariance_glszm_MYO_ED","heart_texture_ZoneVariance_glszm_MYO_ED","de",":=","c","de",-0.0540360973988071,0.0110997783609754,-4.8682140887414,1.1261129726492e-06,-0.0757912632226958,-0.0322809315749184,1.96694399222726e-05,83,"#8DA0CB","Local Uniformity",TRUE
"236","ZoneVariance_glszm_MYO_ES","heart_texture_ZoneVariance_glszm_MYO_ES","de",":=","c","de",-0.053448052031185,0.011228691326796,-4.75995380722928,1.93637271728164e-06,-0.0754558826252225,-0.0314402214371476,2.7100397123795e-05,80,"#8DA0CB","Local Uniformity",TRUE
