"","mediator","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"34","heart_shape_Sphericity_LV_ED","heart_shape_Sphericity_LV_ED","~","cardio_latent_gvrf","a",-0.12239286351284,0.0107859614528702,-11.3474226704445,0,-0.143532959499103,-0.101252767526577
"35","heart_shape_Sphericity_LV_ED","heart_shape_Sphericity_LV_ED","~","cov_age","",-0.071026231791121,0.00921816827307134,-7.70502660475477,1.31006316905768e-14,-0.0890935096097706,-0.0529589539724714
"36","heart_shape_Sphericity_LV_ED","heart_shape_Sphericity_LV_ED","~","cov_sex","",0.00397779782281797,0.0106622494323052,0.373073041300814,0.70909408249328,-0.0169198270586828,0.0248754227043188
"37","heart_shape_Sphericity_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0302876913729956,0.010814065743417,-2.80076819316851,0.00509811254001624,-0.0514828707565414,-0.00909251198944989
"38","heart_shape_Sphericity_LV_ED","cog_latent_g","~","heart_shape_Sphericity_LV_ED","b",0.0546295290523744,0.00904531882701658,6.03953604036674,1.54557988629733e-09,0.0369010299227399,0.072358028182009
"39","heart_shape_Sphericity_LV_ED","cog_latent_g","~","cov_age","",-0.173507218965482,0.0089856489546259,-19.3093698453643,0,-0.191118767294269,-0.155895670636696
"40","heart_shape_Sphericity_LV_ED","cog_latent_g","~","cov_sex","",0.101417051025002,0.0104985517342677,9.66009918243989,0,0.0808402677360067,0.121993834313997
"41","heart_shape_Sphericity_LV_ED","de",":=","c","de",-0.0302876913729956,0.010814065743417,-2.80076819316851,0.00509811254001624,-0.0514828707565414,-0.00909251198944989
"42","heart_shape_Sphericity_LV_ED","ie",":=","a*b","ie",-0.00668626449307798,0.00125550528044485,-5.3255566481639,1.00644343081768e-07,-0.00914700962514975,-0.0042255193610062
"43","heart_shape_Sphericity_LV_ED","te",":=","c+a*b","te",-0.0369739558660736,0.0107709611977229,-3.43274431941043,0.000597505271213938,-0.058084651892489,-0.0158632598396582
"44","heart_shape_Sphericity_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",18.083714161657,6.19902803725028,2.91718541245354,0.00353205743564722,5.93384246949246,30.2335858538216
"45","heart_shape_Max3Ddiameter_LV_ED","heart_shape_Max3Ddiameter_LV_ED","~","cardio_latent_gvrf","a",-0.243547011959142,0.0100777264483601,-24.1668607703451,0,-0.263298992843974,-0.223795031074309
"46","heart_shape_Max3Ddiameter_LV_ED","heart_shape_Max3Ddiameter_LV_ED","~","cov_age","",-0.108440345348517,0.00877138531017955,-12.3629667964384,0,-0.125631944650993,-0.0912487460460413
"47","heart_shape_Max3Ddiameter_LV_ED","heart_shape_Max3Ddiameter_LV_ED","~","cov_sex","",0.345327199173718,0.00953908981929247,36.2012734669198,0,0.326630926682612,0.364023471664824
"48","heart_shape_Max3Ddiameter_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.031135426039197,0.0110153656851362,-2.8265449308878,0.00470531425046694,-0.0527251460586023,-0.00954570601979174
"49","heart_shape_Max3Ddiameter_LV_ED","cog_latent_g","~","heart_shape_Max3Ddiameter_LV_ED","b",0.0239728672909501,0.00948532211113667,2.52736459659116,0.011492212889342,0.00538197757136079,0.0425637570105394
"50","heart_shape_Max3Ddiameter_LV_ED","cog_latent_g","~","cov_age","",-0.174787659015313,0.0090294985517417,-19.3574048452113,0,-0.192485150975183,-0.157090167055443
"51","heart_shape_Max3Ddiameter_LV_ED","cog_latent_g","~","cov_sex","",0.0933558618500521,0.0110188454668829,8.47238144237824,0,0.0717593215837493,0.114952402116355
"52","heart_shape_Max3Ddiameter_LV_ED","de",":=","c","de",-0.031135426039197,0.0110153656851362,-2.8265449308878,0.00470531425046694,-0.0527251460586023,-0.00954570601979174
"53","heart_shape_Max3Ddiameter_LV_ED","ie",":=","a*b","ie",-0.00583852019680393,0.0023232073010242,-2.5131292391471,0.0119665487698783,-0.0103919228354319,-0.001285117558176
"54","heart_shape_Max3Ddiameter_LV_ED","te",":=","c+a*b","te",-0.0369739462360009,0.0107709613287114,-3.43274338358659,0.000597507333408576,-0.0580846425191489,-0.015863249952853
"55","heart_shape_Max3Ddiameter_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",15.7909035717671,7.78187300368653,2.02919060286469,0.042438880344698,0.538712752277014,31.0430943912573
"56","heart_shape_Max2DdiameterSlice_LV_ED","heart_shape_Max2DdiameterSlice_LV_ED","~","cardio_latent_gvrf","a",-0.119355268111786,0.0107534451405539,-11.0992585679978,0,-0.140431633296999,-0.0982789029265735
"57","heart_shape_Max2DdiameterSlice_LV_ED","heart_shape_Max2DdiameterSlice_LV_ED","~","cov_age","",-0.0761740655618129,0.00918179540158732,-8.29620594123064,0,-0.0941700538623395,-0.0581780772612863
"58","heart_shape_Max2DdiameterSlice_LV_ED","heart_shape_Max2DdiameterSlice_LV_ED","~","cov_sex","",0.171023904842608,0.0104586153022438,16.3524424505714,0,0.15052539552205,0.191522414163165
"59","heart_shape_Max2DdiameterSlice_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0366076867831393,0.010825716148364,-3.3815487383411,0.000720784450393142,-0.0578257005407864,-0.0153896730254921
"60","heart_shape_Max2DdiameterSlice_LV_ED","cog_latent_g","~","heart_shape_Max2DdiameterSlice_LV_ED","b",0.00306875646071676,0.00910279725981234,0.337122356252502,0.73602466503374,-0.0147723983270853,0.0209099112485188
"61","heart_shape_Max2DdiameterSlice_LV_ED","cog_latent_g","~","cov_age","",-0.177153581615978,0.00899425323180889,-19.6963079702338,0,-0.194781994018157,-0.1595251692138
"62","heart_shape_Max2DdiameterSlice_LV_ED","cog_latent_g","~","cov_sex","",0.101109531420765,0.0106293250707831,9.51231905576821,0,0.0802764371020614,0.121942625739469
"63","heart_shape_Max2DdiameterSlice_LV_ED","de",":=","c","de",-0.0366076867831393,0.010825716148364,-3.3815487383411,0.000720784450393142,-0.0578257005407864,-0.0153896730254921
"64","heart_shape_Max2DdiameterSlice_LV_ED","ie",":=","a*b","ie",-0.000366272250138625,0.00108697270306734,-0.336965453782821,0.736142942556344,-0.00249669960032875,0.0017641551000515
"65","heart_shape_Max2DdiameterSlice_LV_ED","te",":=","c+a*b","te",-0.0369739590332779,0.0107709612062973,-3.43274461072806,0.000597504629263668,-0.0580846550764986,-0.0158632629900572
"66","heart_shape_Max2DdiameterSlice_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",0.990622210104594,2.95397534874446,0.33535222645837,0.737359401204503,-4.7990630846537,6.78030750486289
"67","heart_shape_Max2DdiameterColumn_LV_ED","heart_shape_Max2DdiameterColumn_LV_ED","~","cardio_latent_gvrf","a",-0.280246487653584,0.00977041020781479,-28.6831854234156,0,-0.299396139775083,-0.261096835532084
"68","heart_shape_Max2DdiameterColumn_LV_ED","heart_shape_Max2DdiameterColumn_LV_ED","~","cov_age","",-0.142898460905298,0.00853674122214724,-16.7392283761127,0,-0.159630166246045,-0.126166755564551
"69","heart_shape_Max2DdiameterColumn_LV_ED","heart_shape_Max2DdiameterColumn_LV_ED","~","cov_sex","",0.389482244832841,0.00916843055956075,42.4807978096854,0,0.371512451141345,0.407452038524336
"70","heart_shape_Max2DdiameterColumn_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0262617200374534,0.0111046433231535,-2.36493143212417,0.0180334093634105,-0.0480264210119974,-0.00449701906290946
"71","heart_shape_Max2DdiameterColumn_LV_ED","cog_latent_g","~","heart_shape_Max2DdiameterColumn_LV_ED","b",0.0382242327380351,0.00968115786825362,3.94831209842985,7.87041557415158e-05,0.0192495119876115,0.0571989534884588
"72","heart_shape_Max2DdiameterColumn_LV_ED","cog_latent_g","~","cov_age","",-0.171925158722021,0.00908001123931235,-18.9344654087721,0,-0.189721653730292,-0.15412866371375
"73","heart_shape_Max2DdiameterColumn_LV_ED","cog_latent_g","~","cov_sex","",0.0867466533624166,0.011179097896882,7.75971855355263,8.43769498715119e-15,0.0648360241048803,0.108657282619953
"74","heart_shape_Max2DdiameterColumn_LV_ED","de",":=","c","de",-0.0262617200374534,0.0111046433231535,-2.36493143212417,0.0180334093634105,-0.0480264210119974,-0.00449701906290946
"75","heart_shape_Max2DdiameterColumn_LV_ED","ie",":=","a*b","ie",-0.0107122069680875,0.00273997120876116,-3.90960566805768,9.24469095782143e-05,-0.016082451855936,-0.00534196208023893
"76","heart_shape_Max2DdiameterColumn_LV_ED","te",":=","c+a*b","te",-0.0369739270055409,0.0107709612562333,-3.43274162128692,0.000597511216854807,-0.0580846231466345,-0.0158632308644474
"77","heart_shape_Max2DdiameterColumn_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",28.9723268141957,11.2120090729989,2.58404418205188,0.00976492843645316,6.99719283678151,50.9474607916099
"78","heart_shape_Max2DdiameterRow_LV_ED","heart_shape_Max2DdiameterRow_LV_ED","~","cardio_latent_gvrf","a",-0.253973548728202,0.0100004308584184,-25.3962606535504,0,-0.273574033040584,-0.234373064415819
"79","heart_shape_Max2DdiameterRow_LV_ED","heart_shape_Max2DdiameterRow_LV_ED","~","cov_age","",-0.120492548057764,0.00871064799825357,-13.8327881096701,0,-0.137565104416347,-0.103419991699181
"80","heart_shape_Max2DdiameterRow_LV_ED","heart_shape_Max2DdiameterRow_LV_ED","~","cov_sex","",0.354110014516285,0.00945865440267315,37.4376734196155,0,0.335571392544835,0.372648636487736
"81","heart_shape_Max2DdiameterRow_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0289651171455421,0.0110378044788685,-2.62417378392548,0.00868594538747125,-0.0505988163925193,-0.00733141789856489
"82","heart_shape_Max2DdiameterRow_LV_ED","cog_latent_g","~","heart_shape_Max2DdiameterRow_LV_ED","b",0.0315340947118555,0.00952972371229833,3.30902507395466,0.000936214522671674,0.0128561794531334,0.0502120099705776
"83","heart_shape_Max2DdiameterRow_LV_ED","cog_latent_g","~","cov_age","",-0.17358769259477,0.00904502410999478,-19.1915124253737,0,-0.191315614089656,-0.155859771099884
"84","heart_shape_Max2DdiameterRow_LV_ED","cog_latent_g","~","cov_sex","",0.0904678000054245,0.0110498406109376,8.18724931795626,2.22044604925031e-16,0.0688105103730787,0.11212508963777
"85","heart_shape_Max2DdiameterRow_LV_ED","de",":=","c","de",-0.0289651171455421,0.0110378044788685,-2.62417378392548,0.00868594538747125,-0.0505988163925193,-0.00733141789856489
"86","heart_shape_Max2DdiameterRow_LV_ED","ie",":=","a*b","ie",-0.00800882593990115,0.00244160986126512,-3.28014154388751,0.00103755018330109,-0.0127942933322786,-0.00322335854752367
"87","heart_shape_Max2DdiameterRow_LV_ED","te",":=","c+a*b","te",-0.0369739430854433,0.0107709612814651,-3.43274310613934,0.000597507944796405,-0.0580846392759903,-0.0158632468948962
"88","heart_shape_Max2DdiameterRow_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",21.6607298858916,9.1213575471321,2.37472654415373,0.0175619555445881,3.78319760340005,39.5382621683831
"89","heart_shape_MajorAxis_LV_ED","heart_shape_MajorAxis_LV_ED","~","cardio_latent_gvrf","a",-0.241389543689222,0.00999726505230722,-24.145558052751,0,-0.260983823135646,-0.221795264242799
"90","heart_shape_MajorAxis_LV_ED","heart_shape_MajorAxis_LV_ED","~","cov_age","",-0.104310249836392,0.0087007941309197,-11.9885895777844,0,-0.121363492969892,-0.0872570067028918
"91","heart_shape_MajorAxis_LV_ED","heart_shape_MajorAxis_LV_ED","~","cov_sex","",0.382220570979059,0.00930860772612901,41.0609816445672,0,0.363976035089635,0.400465106868484
"92","heart_shape_MajorAxis_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0307831410716663,0.011015039064371,-2.79464656382716,0.00519564834994868,-0.0523722209261352,-0.0091940612171974
"93","heart_shape_MajorAxis_LV_ED","cog_latent_g","~","heart_shape_MajorAxis_LV_ED","b",0.0256465383258234,0.00956794746294883,2.68046395793222,0.00735201812813635,0.0068937058924723,0.0443993707591745
"94","heart_shape_MajorAxis_LV_ED","cog_latent_g","~","cov_age","",-0.174712086551711,0.00902595223166379,-19.3566376230983,0,-0.192402627851951,-0.157021545251471
"95","heart_shape_MajorAxis_LV_ED","cog_latent_g","~","cov_sex","",0.0918317122331856,0.0111394928985143,8.24379646989436,2.22044604925031e-16,0.0699987073460578,0.113664717120313
"96","heart_shape_MajorAxis_LV_ED","de",":=","c","de",-0.0307831410716663,0.011015039064371,-2.79464656382716,0.00519564834994868,-0.0523722209261352,-0.0091940612171974
"97","heart_shape_MajorAxis_LV_ED","ie",":=","a*b","ie",-0.00619080618367866,0.00232431872119817,-2.66349280209185,0.00773340663513156,-0.0107463871658193,-0.00163522520153806
"98","heart_shape_MajorAxis_LV_ED","te",":=","c+a*b","te",-0.036973947255345,0.0107709613405815,-3.43274347444169,0.000597507133198727,-0.058084643561758,-0.0158632509489319
"99","heart_shape_MajorAxis_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",16.7436983152609,7.95020592426911,2.10607102190252,0.0351981835499002,1.16158103401651,32.3258155965054
"100","heart_shape_MinorAxis_LV_ED","heart_shape_MinorAxis_LV_ED","~","cardio_latent_gvrf","a",-0.227389768896587,0.0102520821283668,-22.1798622025682,0,-0.247483480634733,-0.207296057158442
"101","heart_shape_MinorAxis_LV_ED","heart_shape_MinorAxis_LV_ED","~","cov_age","",-0.134724098280433,0.00884831523689114,-15.2259604990936,0,-0.152066477468596,-0.117381719092269
"102","heart_shape_MinorAxis_LV_ED","heart_shape_MinorAxis_LV_ED","~","cov_sex","",0.261009288226732,0.00995328492121809,26.2234317908775,0,0.241501208253279,0.280517368200185
"103","heart_shape_MinorAxis_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0321705421445239,0.0109788875995077,-2.93021873600076,0.00338723478904512,-0.0536887664298724,-0.0106523178591754
"104","heart_shape_MinorAxis_LV_ED","cog_latent_g","~","heart_shape_MinorAxis_LV_ED","b",0.0211241403356864,0.0093605273264108,2.25672545990914,0.0240252349427053,0.00277784389961827,0.0394704367717546
"105","heart_shape_MinorAxis_LV_ED","cog_latent_g","~","cov_age","",-0.174541390694796,0.00905997205539829,-19.2651135817574,0,-0.192298609624316,-0.156784171765276
"106","heart_shape_MinorAxis_LV_ED","cog_latent_g","~","cov_sex","",0.0961207610812173,0.010798222001432,8.90153592586542,0,0.0749566348613426,0.117284887301092
"107","heart_shape_MinorAxis_LV_ED","de",":=","c","de",-0.0321705421445239,0.0109788875995077,-2.93021873600076,0.00338723478904512,-0.0536887664298724,-0.0106523178591754
"108","heart_shape_MinorAxis_LV_ED","ie",":=","a*b","ie",-0.00480341338907082,0.00213985473866797,-2.24473806668805,0.0247849527567636,-0.00899745160900741,-0.000609375169134221
"109","heart_shape_MinorAxis_LV_ED","te",":=","c+a*b","te",-0.0369739555335947,0.0107709612492916,-3.43274427210723,0.00059750537545189,-0.0580846516610828,-0.0158632594061066
"110","heart_shape_MinorAxis_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",12.9913430136151,6.9111267415693,1.87977206892681,0.0601391486510257,-0.554216492452376,26.5369025196826
"111","heart_shape_LeastAxis_LV_ED","heart_shape_LeastAxis_LV_ED","~","cardio_latent_gvrf","a",-0.243764292837013,0.0102306174067539,-23.8269386045156,0,-0.263815934493859,-0.223712651180167
"112","heart_shape_LeastAxis_LV_ED","heart_shape_LeastAxis_LV_ED","~","cov_age","",-0.0710630586344714,0.00894925489315306,-7.9406676290828,1.99840144432528e-15,-0.0886032759135202,-0.0535228413554225
"113","heart_shape_LeastAxis_LV_ED","heart_shape_LeastAxis_LV_ED","~","cov_sex","",0.293474020330685,0.009871332620017,29.7299292433507,0,0.274126563916036,0.312821476745334
"114","heart_shape_LeastAxis_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0295322715663638,0.0110069706933505,-2.68305171233032,0.0072953708702006,-0.0511055377042188,-0.0079590054285089
"115","heart_shape_LeastAxis_LV_ED","cog_latent_g","~","heart_shape_LeastAxis_LV_ED","b",0.0305282083289508,0.00933695942035201,3.2696091901618,0.00107696163265558,0.0122281041399488,0.0488283125179527
"116","heart_shape_LeastAxis_LV_ED","cog_latent_g","~","cov_age","",-0.175217898219672,0.00899263979129509,-19.4845898741861,0,-0.192843148336552,-0.157592648102792
"117","heart_shape_LeastAxis_LV_ED","cog_latent_g","~","cov_sex","",0.0926751265982221,0.0108706276638653,8.52527834306025,0,0.0713690878877014,0.113981165308743
"118","heart_shape_LeastAxis_LV_ED","de",":=","c","de",-0.0295322715663638,0.0110069706933505,-2.68305171233032,0.0072953708702006,-0.0511055377042188,-0.0079590054285089
"119","heart_shape_LeastAxis_LV_ED","ie",":=","a*b","ie",-0.0074416871148877,0.00229819561656618,-3.23805643925411,0.00120346998936838,-0.0119460677527852,-0.00293730647699016
"120","heart_shape_LeastAxis_LV_ED","te",":=","c+a*b","te",-0.0369739586812515,0.010770961230779,-3.43274457024272,0.000597504718477637,-0.0580846547724556,-0.0158632625900475
"121","heart_shape_LeastAxis_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",20.1268335344929,8.53247955230536,2.35884931350992,0.0183316978244437,3.40348091314999,36.8501861558359
"122","heart_shape_Elongation_LV_ED","heart_shape_Elongation_LV_ED","~","cardio_latent_gvrf","a",0.0240449917833432,0.0109369186393343,2.19851610643478,0.0279123480639718,0.00260902514840321,0.0454809584182833
"123","heart_shape_Elongation_LV_ED","heart_shape_Elongation_LV_ED","~","cov_age","",-0.0112184320667761,0.00931018261759482,-1.20496369701439,0.228217316753606,-0.0294660546867528,0.00702919055320056
"124","heart_shape_Elongation_LV_ED","heart_shape_Elongation_LV_ED","~","cov_sex","",-0.111850175722969,0.0106586201975767,-10.4938700929037,0,-0.132740687435111,-0.0909596640108277
"125","heart_shape_Elongation_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.036840546304631,0.0107730252067603,-3.41970297085285,0.000626895455822396,-0.0579552877144234,-0.0157258048948385
"126","heart_shape_Elongation_LV_ED","cog_latent_g","~","heart_shape_Elongation_LV_ED","b",-0.00554891560392142,0.00901345339118371,-0.615625927499548,0.538141435121159,-0.0232149596269719,0.0121171284191291
"127","heart_shape_Elongation_LV_ED","cog_latent_g","~","cov_age","",-0.177449566260549,0.00896726074945789,-19.7886033671182,0,-0.195025074369466,-0.159874058151632
"128","heart_shape_Elongation_LV_ED","cog_latent_g","~","cov_sex","",0.101013732794096,0.0105629155071068,9.56305413274711,0,0.0803107988284271,0.121716666759765
"129","heart_shape_Elongation_LV_ED","de",":=","c","de",-0.036840546304631,0.0107730252067603,-3.41970297085285,0.000626895455822396,-0.0579552877144234,-0.0157258048948385
"130","heart_shape_Elongation_LV_ED","ie",":=","a*b","ie",-0.000133423630102756,0.000225068160836335,-0.592814326144418,0.553305419054948,-0.000574549119408641,0.00030770185920313
"131","heart_shape_Elongation_LV_ED","te",":=","c+a*b","te",-0.0369739699347337,0.0107709612245711,-3.43274561701952,0.000597502411795459,-0.0580846660137705,-0.0158632738556969
"132","heart_shape_Elongation_LV_ED","pm",":=","100*(a*b)/(c+a*b)","pm",0.360858274992581,0.617598641679054,0.584292533434857,0.559023514755057,-0.849612819599223,1.57132936958438
"133","heart_shape_Flatness_LV_ED","heart_shape_Flatness_LV_ED","~","cardio_latent_gvrf","a",0.0208172294535629,0.0109408407556032,1.90270838581593,0.0570786071130533,-0.000626424388007335,0.0422608832951332
"134","heart_shape_Flatness_LV_ED","heart_shape_Flatness_LV_ED","~","cov_age","",0.0396351210461433,0.00930320526740699,4.26037262501362,2.04086365245271e-05,0.0214011737812423,0.0578690683110443
"135","heart_shape_Flatness_LV_ED","heart_shape_Flatness_LV_ED","~","cov_sex","",-0.101484954804705,0.0106744719019894,-9.50725766450247,0,-0.122406535286589,-0.0805633743228208
"136","heart_shape_Flatness_LV_ED","cog_latent_g","~","cardio_latent_gvrf","c",-0.0369798652411588,0.0107725917774218,-3.43277328290345,0.000597441450129743,-0.0580937571450577,-0.0158659733372598
"137","heart_shape_Flatness_LV_ED","cog_latent_g","~","heart_shape_Flatness_LV_ED","b",0.000283686270033035,0.0090111710314358,0.031481620872957,0.974885449298535,-0.0173778844101118,0.0179452569501778
"138","heart_shape_Flatness_LV_ED","cog_latent_g","~","cov_age","",-0.177398563718252,0.00897406034037116,-19.7679263332115,0,-0.194987398780468,-0.159809728656035
"139","heart_shape_Flatness_LV_ED","cog_latent_g","~","cov_sex","",0.101663154173261,0.0105538098700787,9.63283927081995,0,0.0809780669282233,0.122348241418298
"140","heart_shape_Flatness_LV_ED","de",":=","c","de",-0.0369798652411588,0.0107725917774218,-3.43277328290345,0.000597441450129743,-0.0580937571450577,-0.0158659733372598
"141","heart_shape_Flatness_LV_ED","ie",":=","a*b","ie",5.9055621761031e-06,0.000187613297860095,0.0314773112751684,0.974888886156763,-0.000361809744650469,0.000373620869002675
"142","heart_shape_Flatness_LV_ED","te",":=","c+a*b","te",-0.0369739596789827,0.0107709612390572,-3.432744660236,0.000597504520167602,-0.0580846557864118,-0.0158632635715536
