"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"253","heart_latent_pc1","~","brain_latent_atrophy",-0.0325441105784699,0.011071377649832,-2.93948157201229,0.00328761820102685,-0.0542436120313823,-0.0108446091255575,0.0667100509961536,0.00405609534146412,0.00400329469353611
"257","heart_latent_pc1","~","brain_latent_gMD",0.0644045208241518,0.00933403484216627,6.89996576113108,5.20161691497378e-12,0.0461101487030639,0.0826988929452397,0.0697191975794704,0.00706524192478097,9.4837560924522e-12
"261","heart_latent_pc1","~","brain_latent_gFA",-0.0481269252747441,0.00910874569872331,-5.28359522447636,1.26672971889619e-07,-0.0659797387885759,-0.0302741117609123,0.0682042393772625,0.00555028372257305,2.06918293448653e-07
"265","heart_latent_pc1","~","brain_latent_pc1",-0.0680403988261,0.00943582910043225,-7.21085535800803,5.55999690732278e-13,-0.0865342840272222,-0.0495465136249778,0.0700550388932176,0.00740108323852817,1.034617981208e-12
"269","heart_latent_pc1","~","brain_latent_pc2",0.0082611942656114,0.00905981399306974,0.911850317449206,0.361847518239544,-0.0094957148674373,0.0260181033986601,0.0661015018311664,0.00344754617647691,0.378628852418769
"273","heart_latent_pc1","~","brain_latent_pc3",-0.0421907648377936,0.0100637697167855,-4.19234203734045,2.76089315838224e-05,-0.061915391031398,-0.0224661386441892,0.0674040819585424,0.00475012630385296,3.89329074287495e-05
"277","heart_latent_pc1","~","heart_latent_cc1",0.540404079670834,0.00758677622424089,71.2297375984494,0,0.525534271512557,0.55527388782911,0.281521305861486,0.218867350206797,0
"281","heart_latent_pc1","~","heart_latent_cc2",-0.155762212357927,0.00971724122247784,-16.0294685283328,0,-0.174807655183071,-0.136716769532782,0.0851406418187259,0.0224866861640365,0
"285","heart_latent_pc1","~","heart_latent_cc3",0.00167543046359571,0.00957103456347404,0.175052179833271,0.861038632945093,-0.0170834525756014,0.0204343135027929,0.0660389669986562,0.00338501134396674,0.861038632945093
"289","heart_latent_pc1","~","brain_latent_cc1",-0.0202100268716159,0.0134755060702501,-1.49976014008362,0.133676545875054,-0.0466215334427569,0.00620147969952507,0.066212140634224,0.00355818497953453,0.14671232073705
"293","heart_latent_pc1","~","brain_latent_cc2",-0.10559743947379,0.0108527104991462,-9.73005218208835,0,-0.126868361186757,-0.0843265177608243,0.0732931859999659,0.0106392303452765,0
"297","heart_latent_pc1","~","brain_latent_cc3",-0.032894829661032,0.00942115330413051,-3.49159265316381,0.00048014990170353,-0.0513599508299583,-0.0144297084921057,0.0669861379345519,0.00433218227986243,0.000630756617385012
"301","heart_latent_pc2","~","cardio_latent_agg",-0.390791076210616,0.00761641962265352,-51.3090264943236,0,-0.405718984362161,-0.375863168059071,0.256442655583947,0.133658497898684,0
"305","heart_latent_pc2","~","cardio_latent_gvrf",-0.551471203298072,0.00760684163041549,-72.4967378173154,0,-0.566380338929787,-0.536562067666358,0.333427067483157,0.210642909797894,0
"309","heart_latent_pc2","~","cog_latent_g",0.0684108434553773,0.00868165200072961,7.87993384780086,3.33066907387547e-15,0.0513951182076371,0.0854265687031174,0.127300630316864,0.00451647263160071,6.42979430839061e-15
"313","heart_latent_pc2","~","heart_latent_pc1",-0.23726596010109,0.00826620652871665,-28.7031251005927,0,-0.253467427186145,-0.221064493016036,0.175377450484232,0.0525932927989687,0
"317","heart_latent_pc2","~","heart_latent_pc2",0,0.00379737474085506,233.95062329686,0,0.880955469786917,0.895840905242673,NA,NA,0
"320","heart_latent_pc2","~","heart_latent_pc3",-0.0304162969664315,0.00872880409250634,-3.48458925691136,0.000492893036791786,-0.0475244386158497,-0.0133081553170132,0.123688222254525,0.000904064569261953,0.000637757656924139
"324","heart_latent_pc2","~","brain_latent_grey",0.137964657456469,0.0103569238761104,13.3210071935261,0,0.117665459668669,0.158263855244268,0.135394378143106,0.0126102204578433,0
"328","heart_latent_pc2","~","brain_latent_atrophy",0.125053946911967,0.0106014080608551,11.7959752321693,0,0.104275568927278,0.145832324896656,0.132744157361863,0.00995999967660022,0
"332","heart_latent_pc2","~","brain_latent_gMD",0.0388675563722594,0.0090726693845089,4.28402653342838,1.83541009854959e-05,0.0210854511349828,0.056649661609536,0.124141042301307,0.00135688461604422,2.60927941402015e-05
"336","heart_latent_pc2","~","brain_latent_gFA",-0.0219004874520721,0.00884682171894418,-2.47552037871131,0.0133042168860553,-0.0392399393988494,-0.00456103550529478,0.123248708187532,0.000464550502269123,0.0158508986662243
"340","heart_latent_pc2","~","brain_latent_pc1",-0.0393002282637729,0.00917554303485984,-4.28315012141112,1.84265755973634e-05,-0.0572839621506955,-0.0213164943768502,0.124140468348766,0.00135631066350295,2.60927941402015e-05
"344","heart_latent_pc2","~","brain_latent_pc2",0.0101128179300566,0.00877980777758204,1.15182680375739,0.249392251180935,-0.00709528910518885,0.027320924965302,0.122897099353427,0.000112941668163669,0.265576999045185
"348","heart_latent_pc2","~","brain_latent_pc3",0.0784260734141176,0.00971063435612439,8.07630794631405,6.66133814775094e-16,0.0593935798090765,0.0974585670191587,0.127524994281543,0.00474083659628055,1.29986111964221e-15
"352","heart_latent_pc2","~","heart_latent_cc1",0.44811299536736,0.0081177367746293,55.2017154298309,0,0.43220252365311,0.46402346708161,0.270967762503447,0.148183604818184,0
"356","heart_latent_pc2","~","heart_latent_cc2",0.601375511943943,0.00629925648038619,95.4676974681739,0,0.589029196113005,0.61372182777488,0.407568727152627,0.284784569467364,0
"360","heart_latent_pc2","~","heart_latent_cc3",-0.455707358579667,0.00722947374342435,-63.0346515877675,0,-0.469876866743957,-0.441537850415378,0.299801667429405,0.177017509744142,0
"364","heart_latent_pc2","~","brain_latent_cc1",-0.0140445239161913,0.0130610703547679,-1.07529655186831,0.282241979495984,-0.0396437514110802,0.0115547035786976,0.122884643969403,0.0001004862841405,0.298813336127977
"368","heart_latent_pc2","~","brain_latent_cc2",0.302508559019164,0.00980934328187083,30.8388186983166,0,0.283282599474707,0.321734518563621,0.182352490357937,0.0595683326726746,0
"372","heart_latent_pc2","~","brain_latent_cc3",-0.247102570970767,0.00851616203415973,-29.0157197549316,0,-0.263793941844228,-0.230411200097307,0.176382591991203,0.0535984343059399,0
"376","heart_latent_pc3","~","cardio_latent_agg",0.102456666450596,0.00946703938052585,10.8224612080261,0,0.0839016102245433,0.121011722676649,0.048923361996181,0.00931950236287804,0
"380","heart_latent_pc3","~","cardio_latent_gvrf",0.111641210246243,0.0106491221392623,10.483606891373,0,0.0907693143863211,0.132513106106166,0.0483692697073599,0.00876541007405696,0
"384","heart_latent_pc3","~","cog_latent_g",-0.0218162421122208,0.00913109351321894,-2.38922557091741,0.0168839324008645,-0.0397128565375972,-0.00391962768684436,0.0401948635108402,0.0005910038775373,0.0195983909862125
"388","heart_latent_pc3","~","heart_latent_pc1",-0.340874825671255,0.00802753540433605,-42.4631980429676,0,-0.356608505948374,-0.325141145394137,0.148259622025104,0.108655762391801,0
"392","heart_latent_pc3","~","heart_latent_pc2",-0.0332964378042236,0.00955456882488711,-3.48487078951121,0.000492374743882529,-0.0520230485888115,-0.0145698270196357,0.0407096540186321,0.00110579438532921,0.000637757656924139
"396","heart_latent_pc3","~","heart_latent_pc3",0,0.00379737474085506,233.95062329686,0,0.880955469786917,0.895840905242673,NA,NA,0
"399","heart_latent_pc3","~","brain_latent_grey",0.00694739947267096,0.0110141824017759,0.630768514560899,0.528191893070814,-0.0146400013539646,0.0285348002993065,0.0397690793158814,0.000165219682578432,0.549507358965158
"403","heart_latent_pc3","~","brain_latent_atrophy",0.0171764880895235,0.0112331174728586,1.52909360478293,0.126241240536822,-0.00484001759138697,0.039192993770434,0.0399247497282268,0.000320890094923865,0.139649529164931
"407","heart_latent_pc3","~","brain_latent_gMD",-0.0411980323053658,0.00949088297476237,-4.34080078902219,1.41964387523341e-05,-0.0597998211173844,-0.0225962434933472,0.0412440094185038,0.00164014978520088,2.04622092788244e-05
"411","heart_latent_pc3","~","brain_latent_gFA",0.0226629718472759,0.00925595288113173,2.44847528269881,0.0143462272897659,0.00452163755765797,0.0408043061368938,0.04021781538665,0.000613955753347106,0.0169816616480774
"415","heart_latent_pc3","~","brain_latent_pc1",0.0432859384409333,0.00959704347107895,4.5103409785917,6.47235051420836e-06,0.0244760788795533,0.0620957980023133,0.0413635252271429,0.00175966559384,9.4897563277433e-06
"419","heart_latent_pc3","~","brain_latent_pc2",-0.0154752311232306,0.00918460453476511,-1.68490990163534,0.0920059559151851,-0.0334767252236135,0.00252626297715226,0.0399649106721409,0.00036105103883799,0.102830960392646
"423","heart_latent_pc3","~","brain_latent_pc3",0.0248662179720038,0.0102160899303246,2.43402496861279,0.0149319650256099,0.00484304964574522,0.0448893862982624,0.0402121672535422,0.000608307620239223,0.0175688795646673
"427","heart_latent_pc3","~","heart_latent_cc1",-0.107243728565569,0.0103190337724671,-10.3928072075617,0,-0.127468663114857,-0.087018794016281,0.0482235562535973,0.00861969662029438,0
"431","heart_latent_pc3","~","heart_latent_cc2",0.0745587932423214,0.0100413287386957,7.42519194247657,1.12576614696991e-13,0.0548781505575509,0.0942394359270919,0.0441143668954315,0.00451050726212854,2.13895567924283e-13
"435","heart_latent_pc3","~","heart_latent_cc3",0.456741248040398,0.00760005374958824,60.0971076112643,0,0.441845416410636,0.471637079670159,0.217543024039403,0.1779391644061,0
"439","heart_latent_pc3","~","brain_latent_cc1",0.0469164497085502,0.013650663711952,3.43693542662486,0.000588335848748622,0.0201616404680565,0.073671258949044,0.0406831417157606,0.00107928208245767,0.00075853300499376
"443","heart_latent_pc3","~","brain_latent_cc2",-0.0338044077183041,0.0110961672120292,-3.04649407965456,0.00231527038641777,-0.0555524958203156,-0.0120563196162926,0.0404807974944208,0.000876937861117866,0.00283942082233059
"447","heart_latent_pc3","~","brain_latent_cc3",0.148595131877514,0.00933156021528049,15.9239321666905,0,0.130305609935998,0.166884653819031,0.0591138691799135,0.0195100095466105,0
"451","brain_latent_grey","~","cardio_latent_agg",-0.0667915617976848,0.00790640205447356,-8.44778210588128,0,-0.0822878250717464,-0.0512952985236231,0.342225696516465,0.00393667127676489,0
"455","brain_latent_grey","~","cardio_latent_gvrf",-0.0689963313786741,0.00889505593630631,-7.7567057332441,8.65973959207622e-15,-0.0864303206543037,-0.0515623421030445,0.341618798879786,0.00332977364008591,1.65405608081456e-14
"459","brain_latent_grey","~","cog_latent_g",0.140388995677835,0.00738045029929423,19.0217385098114,0,0.12592357890153,0.154854412454139,0.357275992887152,0.0189869676474517,0
"463","brain_latent_grey","~","heart_latent_pc1",-0.0259656232207173,0.00768896413217496,-3.37699887453792,0.00073281349949994,-0.0410357159982005,-0.0108955304432341,0.338951478283568,0.000662453043867584,0.000915382952662555
"467","brain_latent_grey","~","heart_latent_pc2",0.104067699498835,0.00783391452924037,13.2842526058203,0,0.0887135091635588,0.119421889834111,0.347821942686561,0.00953291744686069,0
"471","brain_latent_grey","~","heart_latent_pc3",0.00478715709510706,0.0075894947419621,0.63076097393401,0.528196824268448,-0.0100879792599948,0.0196622934502089,0.338343813718224,5.47884785233599e-05,0.549507358965158
"475","brain_latent_grey","~","brain_latent_grey",0,0.00379737474085506,233.95062329686,0,0.880955469786917,0.895840905242673,NA,NA,0
"478","brain_latent_grey","~","brain_latent_atrophy",0.95231665051595,0.00211088561658506,451.145549068919,0,0.94817939073196,0.95645391029994,0.915012596808741,0.576723571569041,0
"482","brain_latent_grey","~","brain_latent_gMD",0.00213109301314459,0.00789329102563595,0.269987893037668,0.787169567811846,-0.0133394731165951,0.0176016591428843,0.338325811269246,3.6786029545377e-05,0.800479957929539
"486","brain_latent_grey","~","brain_latent_gFA",0.110859738279964,0.00756257907175749,14.6589856751344,0,0.0960373556690832,0.125682120890845,0.349823573264434,0.011534548024734,0
"490","brain_latent_grey","~","brain_latent_pc1",0.0412620264985193,0.00796607102451443,5.17972114126793,2.22217837908545e-07,0.0256488141921829,0.0568752388048556,0.339799639646766,0.00151061440706524,3.53394887599052e-07
"494","brain_latent_grey","~","brain_latent_pc2",0.175032168722252,0.00731210237019813,23.9373247064523,0,0.160700711425394,0.18936362601911,0.367459254953943,0.0291702297142428,0
"498","brain_latent_grey","~","brain_latent_pc3",0.570434825748944,0.00559422592881546,101.968499843861,0,0.559470344407086,0.581399307090803,0.588303759107336,0.250014733867636,0
"502","brain_latent_grey","~","heart_latent_cc1",0.0301486720431897,0.00865003441497364,3.48538174495593,0.000491435388485284,0.0131949161248093,0.04710242796157,0.338992474182567,0.000703448942866336,0.000637757656924139
"506","brain_latent_grey","~","heart_latent_cc2",0.131327226603444,0.00822011329294497,15.9763280533077,0,0.115216100600433,0.147438352606455,0.351902132146304,0.0136131069066034,0
"510","brain_latent_grey","~","heart_latent_cc3",-0.052198465368736,0.00802941010878934,-6.50090911555225,7.9836137700795e-11,-0.067935819999065,-0.0364611107384071,0.340644108946886,0.00235508370718507,1.40589491268229e-10
"514","brain_latent_grey","~","brain_latent_cc1",0.663510794258338,0.0083908437689603,79.075574820356,0,0.647065042671273,0.679956545845402,0.527529314539658,0.189240289299958,0
"518","brain_latent_grey","~","brain_latent_cc2",0.438023657042917,0.00761831720473262,57.4961169601615,0,0.423092029698839,0.452955284386995,0.463181077737573,0.124892052497872,0
"522","brain_latent_grey","~","brain_latent_cc3",-0.0121296301806177,0.00793791330750618,-1.52806281836661,0.126496941930561,-0.027687654375731,0.0034283940144956,0.338450891410881,0.000161866171180081,0.139649529164931
"526","brain_latent_atrophy","~","cardio_latent_agg",-0.0342656849982785,0.00778242142121799,-4.40295932893797,1.06784190387899e-05,-0.0495189506963788,-0.0190124193001782,0.365140010382633,0.00104182920339191,1.54815633453941e-05
"530","brain_latent_atrophy","~","cardio_latent_gvrf",-0.029409486286894,0.00875341874158211,-3.35977143960766,0.000780069788429705,-0.0465658717619928,-0.0122531008117951,0.364711533186454,0.000613352007212797,0.00096771544200386
"534","brain_latent_atrophy","~","cog_latent_g",0.135010000097211,0.0072469771485563,18.6298365966432,0,0.120806185889256,0.149213814305166,0.381642096893904,0.0175439157146633,0
"538","brain_latent_atrophy","~","heart_latent_pc1",-0.0221576319492593,0.00753937631455312,-2.93892107580421,0.00329356931850477,-0.0369345379916777,-0.00738072590684083,0.364571062524522,0.00047288134528134,0.00400329469353611
"542","brain_latent_atrophy","~","heart_latent_pc2",0.0906523257751299,0.00770363930952272,11.7674675738091,0,0.0755534701785784,0.105751181371681,0.371321219880819,0.00722303870157814,0
"546","brain_latent_atrophy","~","heart_latent_pc3",0.011374294475483,0.00743901078414864,1.52900631623224,0.126262878104798,-0.00320589874205335,0.0259544876930194,0.364236755428316,0.000138574249075596,0.139649529164931
