"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"210","cog_latent_g","~","heart_latent_cc3",-0.0311392671522568,0.0097020260140557,-3.20956335379272,0.00132936747239221,-0.0501548887168767,-0.0121236455876369,0.039126914534765,0.000839714594208618,0.00163952530273346
"214","cog_latent_g","~","brain_latent_cc1",0.137912899800993,0.0135364795682981,10.1882397934526,0,0.111381887369667,0.16444391223232,0.0464747883083684,0.00818758836781197,0
"218","cog_latent_g","~","brain_latent_cc2",0.14350365426557,0.0109276011887193,13.1322192114506,0,0.122085949498263,0.164921359032877,0.0517019036232755,0.0134147036827191,0
"222","cog_latent_g","~","brain_latent_cc3",-0.013203034467841,0.00956970585442422,-1.37966983193501,0.167688325606823,-0.0319593132851546,0.00555324434947259,0.0384534270372558,0.000166227096699445,0.181794178920002
"226","heart_latent_pc1","~","cardio_latent_agg",0.0321425109015486,0.00943488103982963,3.40677436905225,0.000657354441295777,0.0136504838650627,0.0506345379380345,0.0669406735696623,0.00428671791497282,0.000832082301697309
"230","heart_latent_pc1","~","cardio_latent_gvrf",0.0645757109921657,0.0105787670589622,6.10427572818689,1.0326788313364e-09,0.0438417085557612,0.0853097134285703,0.0689246469518842,0.00627069129719471,1.7922935486175e-09
"234","heart_latent_pc1","~","cog_latent_g",-0.00183762907060974,0.0090103474257491,-0.203946527673095,0.838395285286778,-0.0194975855132712,0.0158223273720517,0.0660398408141003,0.00338588515941085,0.843066051440514
"238","heart_latent_pc1","~","heart_latent_pc1",0,0.00379737474085506,233.95062329686,0,0.880955469786917,0.895840905242673,NA,NA,0
"241","heart_latent_pc1","~","heart_latent_pc2",-0.252619351161767,0.00877111705307769,-28.80127464188,0,-0.269810424689985,-0.23542827763355,0.122016478055557,0.0593625224008675,0
"245","heart_latent_pc1","~","heart_latent_pc3",-0.331539025586498,0.00783289690091601,-42.3264891368257,0,-0.346891221406908,-0.316186829766087,0.171586892882227,0.108932937227537,0
"249","heart_latent_pc1","~","brain_latent_grey",-0.0366505861676613,0.0108504973243747,-3.37777938393007,0.000730736805887089,-0.0579171701377839,-0.0153840021975387,0.0669253789083999,0.00427142325371044,0.000915382952662555
