"","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper","pvalue_adj"
"1","cog_latent_g","~","cardio_latent_gvrf","c",0.0549550439605134,0.0133619833266546,4.11279093956723,3.90904357809863e-05,0.0287660378782457,0.0811440500427811,0.00246269745420213
"2","cog_latent_g","~","cov_age","",-0.0843811037692834,0.0128585295930832,-6.56226694961088,5.29958299466671e-11,-0.109583358665869,-0.0591788488726979,5.35257882461337e-09
"3","cog_latent_g","~","cov_sex","",0.0708892021294255,0.0145199226434208,4.88220246555836,1.04907459497205e-06,0.0424306766900132,0.0993477275688378,8.07787438128482e-05
"4","cog_latent_g","~","heart_latent_pc1","b1",0.0622275677245434,0.0138643882254727,4.48830245608778,7.17929532223494e-06,0.0350538661349358,0.089401269314151,0.000473833491267506
"5","cog_latent_g","~","heart_latent_pc2","b2",0.0832767104449811,0.016681324882316,4.99221201148498,5.96916789774582e-07,0.05058191446123,0.115971506428732,4.89471767615157e-05
"6","cog_latent_g","~","heart_latent_pc3","b3",-0.0073683634084044,0.0110299828532087,-0.668030359291165,0.50411421350823,-0.0289867325507878,0.014250005733979,1
"7","cog_latent_g","~","brain_latent_grey","b4",0.0428165838504601,0.0200057134567643,2.14021779043242,0.0323371700881567,0.0036061059901738,0.0820270617107464,1
"8","cog_latent_g","~","brain_latent_atrophy","b5",-0.0098292862473459,0.019115379942361,-0.514208259369383,0.607106393833085,-0.0472947424851729,0.0276361699904811,1
"9","cog_latent_g","~","brain_latent_gMD","b6",0.20152076369172,0.0642239361815673,3.13778282168818,0.00170230956933026,0.0756441618304491,0.327397365552991,0.0919247167438342
"10","cog_latent_g","~","brain_latent_gFA","b7",-0.127403037225488,0.0307342016257805,-4.14531793526792,3.39342537112319e-05,-0.187640965505611,-0.0671651089453663,0.00217179223751884
"11","cog_latent_g","~","brain_latent_pc1","b8",0.339760430631187,0.0751600973434135,4.52048949695727,6.16968062283618e-06,0.192449346763572,0.487071514498802,0.000413368601730024
"12","cog_latent_g","~","brain_latent_pc2","b9",-0.037429422275487,0.022932816756964,-1.63213366557428,0.102651331088818,-0.0823769171831931,0.00751807263221915,1
"13","cog_latent_g","~","brain_latent_pc3","b10",0.0264456518751882,0.011264168395378,2.34776780201898,0.0188862909012806,0.00436828750445309,0.0485230162459234,0.695591591069892
"14","cog_latent_g","~","heart_latent_cc1","b11",0.0775761825439007,0.0159698962323099,4.8576510088369,1.18786537650628e-06,0.0462757610917314,0.10887660399607,9.02777686144773e-05
"15","cog_latent_g","~","heart_latent_cc2","b12",-0.0680502529384464,0.0140852491846506,-4.83131338653237,1.35635312847882e-06,-0.0956568340536336,-0.0404436718232591,0.000100370131507432
"16","cog_latent_g","~","heart_latent_cc3","b13",0.0201566503369588,0.0130384679289643,1.54593702624998,0.12211977727658,-0.00539827721739181,0.0457115778913093,1
"17","cog_latent_g","~","brain_latent_cc1","b14",0.0910827819644414,0.011037417590484,8.25218228972048,2.22044604925031e-16,0.0694498410047639,0.112715722924119,2.62012633811537e-14
"18","cog_latent_g","~","brain_latent_cc2","b15",-0.0318519073807552,0.0152731517734878,-2.08548358931691,0.0370254262636862,-0.0617867347872053,-0.00191707997430512,1
"19","cog_latent_g","~","brain_latent_cc3","b16",-0.00704089607637701,0.0115363768737072,-0.610321260605146,0.541649015963446,-0.0296517792609238,0.0155699871081698,1
"20","heart_latent_pc1","~","cardio_latent_gvrf","a1",0.0667450635913379,0.0104313630740641,6.39849875010954,1.56912038917767e-10,0.0462999676565113,0.0871901595261646,1.55342918528589e-08
"21","heart_latent_pc1","~","cov_age","",0.023231634784543,0.00888132448505388,2.6157849342898,0.00890226101942537,0.00582455865882369,0.0406387109102624,0.373894962815866
"22","heart_latent_pc1","~","cov_sex","",0.210610834243602,0.0100110955568754,21.0377408793146,0,0.190989447506338,0.230232220980867,0
"23","heart_latent_pc2","~","cardio_latent_gvrf","a2",-0.553168569804082,0.00749071885811652,-73.847194145419,0,-0.567850108984305,-0.538487030623858,0
"24","heart_latent_pc2","~","cov_age","",-0.0781776960441956,0.00748000399849946,-10.4515580553003,0,-0.0928382344854701,-0.063517157602921,0
"25","heart_latent_pc2","~","cov_sex","",0.602304990048574,0.00700347774352591,86.0008430247887,0,0.588578425904735,0.616031554192412,0
"26","heart_latent_pc3","~","cardio_latent_gvrf","a3",0.114322259334051,0.0104801891756598,10.9084156228367,0,0.0937814659985918,0.134863052669511,0
"27","heart_latent_pc3","~","cov_age","",-0.128378483197109,0.00886123751833747,-14.4876472311506,0,-0.145746189591506,-0.111010776802713,0
"28","heart_latent_pc3","~","cov_sex","",-0.217702199316559,0.0100841763669545,-21.5884958170666,0,-0.237466821809539,-0.197937576823578,0
"29","brain_latent_grey","~","cardio_latent_gvrf","a4",-0.105493280452287,0.00856727560061912,-12.3135154476253,0,-0.122284832075129,-0.0887017288294449,0
"30","brain_latent_grey","~","cov_age","",-0.577748548606966,0.00557441249506712,-103.642948762443,0,-0.588674196332267,-0.566822900881664,0
"31","brain_latent_grey","~","cov_sex","",0.0239356464587684,0.00844239420942232,2.83517280347493,0.0045800904326585,0.00738885786501114,0.0404824350525256,0.21526425033495
"32","brain_latent_atrophy","~","cardio_latent_gvrf","a5",-0.0495506704545173,0.00925341914104493,-5.35484988837562,8.56274744442942e-08,-0.0676870387048189,-0.0314143022042156,7.62084522554218e-06
"33","brain_latent_atrophy","~","cov_age","",-0.507301510542626,0.00641594866327026,-79.0688232040887,0,-0.519876538849293,-0.494726482235958,0
