"","rhs","est.std"
"1","cog_vnr",0.533716928078214
"2","cog_vismem",-0.315259620516327
"3","cog_rt",-0.287676370655436
"4","cog_prosmem",0.340798454841798
"5","cfi",0.990875448481817
"6","tli",0.972626345445452
"7","rmsea",0.0215819855460319
"8","srmr",0.00931648750522816
