"","mean.in.group.Control","mean.in.group.Risk","ci.lower","ci.upper","p.value","diff","percent.diff","pvalue_adj","significant"
"heart_texture_JointEntropy_glcm_MYO_ED",3.0323127016381,2.86094551071429,-0.220115826147088,-0.122618555700531,1.03207451326884e-11,-0.17136719092381,-5.65136936013344,4.35485099501242e-11,TRUE
"heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ED",-0.0616542753071429,-0.0634893581809524,-0.00434282477630841,0.000672659028689375,0.151284772319897,-0.00183508287380952,2.97640814796329,0.184745404315356,FALSE
"heart_texture_InformalMeasureofCorrelation2_glcm_MYO_ED",0.379259635616667,0.367191098692857,-0.0206328868733992,-0.00350418697421977,0.00580228451087782,-0.0120685369238095,-3.18213060142463,0.00875402808472555,TRUE
"heart_texture_InverseDifferenceMoment_glcm_MYO_ED",0.72405260552619,0.741198183959524,0.0114303189297923,0.0228608379368746,5.6698621469935e-09,0.0171455784333334,2.36800175877735,1.76207093071235e-08,TRUE
"heart_texture_InverseDifferenceMomentNormalized_glcm_MYO_ED",0.984395519104762,0.980087582128571,-0.00530103734366618,-0.00331483660871477,7.99242239859878e-17,-0.00430793697619047,-0.437622570662272,4.46028733857287e-16,TRUE
"heart_texture_InverseDifference_glcm_MYO_ED",0.736002258140476,0.750929948035714,0.00980521442072454,0.0200501653697518,1.48645195041163e-08,0.0149276898952382,2.02821251295523,4.35857944781714e-08,TRUE
"heart_texture_InverseDifferenceNormalized_glcm_MYO_ED",0.930381278254762,0.923624680261905,-0.00895027265429326,-0.00456292333142095,2.24090572082522e-09,-0.0067565979928571,-0.726218180736756,7.50341980069863e-09,TRUE
"heart_texture_InverseVariance_glcm_MYO_ED",0.427518500645238,0.417536582847619,-0.0161646770902215,-0.00379915850501672,0.00158603100105132,-0.00998191779761909,-2.33485048776924,0.0025405866961285,TRUE
"heart_texture_MaximumProbability_glcm_MYO_ED",0.330605176847619,0.363843247466667,0.0192330727208199,0.0472430685172754,3.70674232104162e-06,0.0332380706190477,10.0537054307433,8.43771607289738e-06,TRUE
"heart_texture_SumAverage_glcm_MYO_ED",6.14993198353333,5.21192474924048,-1.06106371493373,-0.814950753651985,5.27967909668235e-45,-0.938007234292857,-15.2523188354669,8.83920468121981e-44,TRUE
"heart_texture_SumEntropy_glcm_MYO_ED",2.2200374721381,2.11814982286667,-0.130914782194018,-0.0728605163488389,1.10040396106121e-11,-0.101887649271429,-4.58945628396541,4.6057230305707e-11,TRUE
"heart_texture_SumofSquares_glcm_MYO_ED",0.597962111735714,0.513524864528571,-0.106584695272689,-0.062289799141597,1.98142319329176e-13,-0.0844372472071429,-14.1208356767029,9.2644922280939e-13,TRUE
"heart_texture_Autocorrelation_glcm_MYO_ES",10.9179093397333,7.29944233772619,-4.05845752137676,-3.17847648263752,1.66038697805152e-50,-3.61846700200714,-33.1424899164397,4.10352781718447e-49,TRUE
"heart_texture_JointAverage_glcm_MYO_ES",3.22594720390476,2.62986096115238,-0.667099217614207,-0.525073267890555,6.99422828352739e-53,-0.596086242752381,-18.4778672766518,2.01666915508373e-51,TRUE
"heart_texture_ClusterProminence_glcm_MYO_ES",6.65842212718333,3.78011549827619,-3.84249191201854,-1.91412134579575,8.06929424256205e-09,-2.87830662890714,-43.228058749179,2.46350806581747e-08,TRUE
"heart_texture_ClusterShade_glcm_MYO_ES",0.318122664638095,0.301839957457143,-0.153834226274076,0.121268811912172,0.816226677210722,-0.0162827071809523,-5.11837381956924,0.833900876914104,FALSE
"heart_texture_ClusterTendency_glcm_MYO_ES",1.28362655845476,1.05668114638571,-0.297166666932749,-0.156724157205346,3.99001848196178e-10,-0.226945412069048,-17.6800184270296,1.45832365643533e-09,TRUE
"heart_texture_Contrast_glcm_MYO_ES",0.512077738040476,0.447993550911905,-0.0852178036406938,-0.0429505706164491,4.11476650731447e-09,-0.0640841871285714,-12.5145426891231,1.31016185110197e-08,TRUE
"heart_texture_Correlation_glcm_MYO_ES",0.404649241690476,0.379924092414286,-0.0401297632319086,-0.0093205353204723,0.00168843878372235,-0.0247251492761905,-6.11026704829542,0.0026716455144875,TRUE
"heart_texture_DifferenceAverage_glcm_MYO_ES",0.416280716104762,0.38754772442619,-0.0411095528249608,-0.016356430532182,5.99928896698059e-06,-0.0287329916785714,-6.90231148524795,1.30277446605143e-05,TRUE
"heart_texture_DifferenceEntropy_glcm_MYO_ES",1.10332867435238,1.05186137928333,-0.0693664408131359,-0.0335681493249593,2.30967482912738e-08,-0.0514672950690476,-4.66472922035288,6.65956242398395e-08,TRUE
"heart_texture_DifferenceVariance_glcm_MYO_ES",0.321181728359524,0.285509304938095,-0.0460286606983177,-0.0253161861445394,2.9038753084054e-11,-0.0356724234214286,-11.1066166819732,1.1683033217538e-10,TRUE
"heart_texture_JointEnergy_glcm_MYO_ES",0.254675845740476,0.28468347827619,0.0177576202363817,0.0422576448350468,1.81676021790917e-06,0.0300076325357143,11.7826770923117,4.32522272061863e-06,TRUE
"heart_texture_JointEntropy_glcm_MYO_ES",2.5498940504881,2.38809167312143,-0.216205345906533,-0.107399408826801,7.58325110446779e-09,-0.161802377366667,-6.34545491549716,2.32882090131289e-08,TRUE
"heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ES",-0.139465611190476,-0.125220885788095,0.00719930308898626,0.0212901477157756,7.85460310032663e-05,0.0142447254023809,-10.2137905400394,0.000149872757686379,TRUE
"heart_texture_InformalMeasureofCorrelation2_glcm_MYO_ES",0.510919023830952,0.47134879087619,-0.0552255538439989,-0.0239149120655248,8.48962946762619e-07,-0.0395702329547619,-7.74491281574484,2.09815128271333e-06,TRUE
"heart_texture_InverseDifferenceMoment_glcm_MYO_ES",0.801278164547619,0.812241324895238,0.00548455806739215,0.0164417626278461,9.2948778362821e-05,0.0109631603476191,1.36820904807866,0.000174784115834435,TRUE
"heart_texture_InverseDifferenceMomentNormalized_glcm_MYO_ES",0.986217788380952,0.981395411183333,-0.00569060831611532,-0.00395414607912294,5.69054287037244e-26,-0.00482237719761913,-0.48897690291471,3.99106993205851e-25,TRUE
"heart_texture_InverseDifference_glcm_MYO_ES",0.806165408030952,0.815772227966667,0.0044459817703415,0.0147676581010872,0.000274761959283621,0.00960681993571433,1.19166858811008,0.000485038968939453,TRUE
"heart_texture_InverseDifferenceNormalized_glcm_MYO_ES",0.942034584019048,0.93442834557381,-0.00967483580843486,-0.00553764108204137,1.19815401905513e-12,-0.00760623844523811,-0.807426667159846,5.40732118164881e-12,TRUE
"heart_texture_InverseVariance_glcm_MYO_ES",0.347015595385714,0.339441326264286,-0.0156240253245568,0.000475487081699618,0.0651199075476921,-0.00757426912142861,-2.18268839272473,0.0851315667940862,FALSE
"heart_texture_MaximumProbability_glcm_MYO_ES",0.408593095816667,0.447049803585714,0.0226546704699262,0.054258745068169,2.11012816860307e-06,0.0384567077690476,9.41198178891963,4.95545936427599e-06,TRUE
"heart_texture_SumAverage_glcm_MYO_ES",6.4518943959,5.25972191275714,-1.33419843016334,-1.05014653612237,6.99420420559088e-53,-1.19217248314286,-18.4778672741521,2.01666915508373e-51,TRUE
"heart_texture_SumEntropy_glcm_MYO_ES",2.01434658092857,1.89636413427381,-0.157281837410762,-0.0786830558987611,5.50450432748806e-09,-0.117982446654762,-5.85710759865237,1.7209865939556e-08,TRUE
"heart_texture_SumofSquares_glcm_MYO_ES",0.448926074985714,0.376168673295238,-0.0942570435677293,-0.0512577598132231,6.15120433998006e-11,-0.0727574016904762,-16.2069894676515,2.40035718229297e-10,TRUE
"heart_texture_SmallAreaEmphasis_glszm_MYO_ED",0.582350421307143,0.562684066283333,-0.0256516796463812,-0.0136810304012379,1.90361516879796e-10,-0.0196663550238095,-3.37706547539993,7.10774296838951e-10,TRUE
"heart_texture_LargeAreaEmphasis_glszm_MYO_ED",15695.4484068595,17562.6576886619,553.010432421165,3181.4081311836,0.00541132619050212,1867.20928180238,11.8965016697856,0.00823600672396071,TRUE
"heart_texture_GrayLevelNonUniformity_glszm_MYO_ED",34.6554090328333,35.693981502881,-0.288247866035027,2.36539280613026,0.124819852488599,1.03857247004762,2.99685532224898,0.15535132719804,FALSE
"heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ED",0.237718527307143,0.28023427477381,0.0361321573102526,0.0488993376230807,1.15436080148562e-35,0.0425157474666667,17.8849111797392,1.22268011422661e-34,TRUE
"heart_texture_SizeZoneNonUniformity_glszm_MYO_ED",34.6554090328333,35.693981502881,-0.288247866035027,2.36539280613026,0.124819852488599,1.03857247004762,2.99685532224898,0.15535132719804,FALSE
"heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ED",0.32196098262619,0.301704815292857,-0.0262460132263802,-0.0142663214402865,5.75998211626126e-11,-0.0202561673333334,-6.29149754982937,2.26472024116636e-10,TRUE
"heart_texture_ZonePercentage_glszm_MYO_ED",0.0618631071452381,0.0545376378333333,-0.00982539299615367,-0.00482554562765585,1.27444855841604e-08,-0.00732546931190476,-11.8414183346894,3.77965029610243e-08,TRUE
"heart_texture_GrayLevelVariance_glszm_MYO_ED",2.23131007778333,1.70522642468571,-0.610295465191643,-0.441871841003595,7.23827397251729e-32,-0.526083653097619,-23.5773440157744,6.05913579312334e-31,TRUE
"heart_texture_ZoneVariance_glszm_MYO_ED",15341.4830444138,17146.7862928548,516.77280980066,3093.83368708124,0.00608809404886742,1805.30324844095,11.7674623973091,0.00915861104742664,TRUE
"heart_texture_ZoneEntropy_glszm_MYO_ED",4.42185472522857,4.27914696480714,-0.176727240971157,-0.1086882798717,6.93708608442771e-16,-0.142707760421429,-3.22732810752963,3.75036216439373e-15,TRUE
"heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ED",0.185513471221429,0.254532450811905,0.0591414405123131,0.0788965186686394,9.471687402831e-39,0.0690189795904762,37.2042952654879,1.19897701513885e-37,TRUE
"heart_texture_HighGrayLevelZoneEmphasis_glszm_MYO_ED",16.1567558272095,11.7273504398,-5.00160658272366,-3.85720419209538,2.41852712247024e-45,-4.42940538740952,-27.4151904923263,4.32832957435192e-44,TRUE
"heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ED",0.104875823897619,0.141089667685714,0.0304026114364959,0.0420250761396945,9.14403310472943e-32,0.0362138437880952,34.5302114846293,7.41523934586652e-31,TRUE
"heart_texture_SmallAreaHighGrayLevelEmphasis_glszm_MYO_ED",10.2719826601381,7.02040001901429,-3.67992566978688,-2.82323961246073,8.20506354226557e-44,-3.25158264112381,-31.6548688671569,1.29043272073813e-42,TRUE
"heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ED",2060.15230647786,3447.351005315,1095.77243840621,1678.62495926807,1.22444198054338e-19,1387.19869883714,67.3347642538512,7.38936497560482e-19,TRUE
"heart_texture_LargeAreaHighGrayLevelEmphasis_glszm_MYO_ED",150811.974457721,118709.377974095,-45211.7552284613,-18993.4377387912,1.82643796008057e-06,-32102.5964836262,-21.2865036739015,4.32840776841011e-06,TRUE
"heart_texture_SmallAreaEmphasis_glszm_MYO_ES",0.579996929492857,0.574483881461905,-0.0135117721889012,0.00248567612699637,0.176471112502802,-0.00551304803095243,-0.95053055466569,0.212010433770728,FALSE
"heart_texture_LargeAreaEmphasis_glszm_MYO_ES",38034.188040031,44921.0997747619,4092.12004905055,9681.70342041135,1.5733152838039e-06,6886.91173473095,18.1071611874098,3.76290613960472e-06,TRUE
"heart_texture_GrayLevelNonUniformity_glszm_MYO_ES",18.7049559351952,20.6072680029738,1.0866337469859,2.71799038857125,5.45252566083284e-06,1.90231206777857,10.1700964940483,1.19403410041023e-05,TRUE
"heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ES",0.257424506466667,0.313898174159524,0.0484671737961324,0.0644801615895819,2.14609581683389e-39,0.0564736676928572,21.9379531762528,2.8559582793251e-38,TRUE
"heart_texture_SizeZoneNonUniformity_glszm_MYO_ES",18.7049559351952,20.6072680029738,1.0866337469859,2.71799038857125,5.45252566083284e-06,1.90231206777857,10.1700964940483,1.19403410041023e-05,TRUE
"heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ES",0.324596614904762,0.319237922045238,-0.0130173894917167,0.00230000377266911,0.170012109518114,-0.00535869285952378,-1.65087761654448,0.205200662418375,FALSE
"heart_texture_ZonePercentage_glszm_MYO_ES",0.030629360247619,0.0270802150809524,-0.00475604730961773,-0.0023422430237156,1.12563654483011e-08,-0.00354914516666667,-11.5873956817056,3.37690963449034e-08,TRUE
"heart_texture_GrayLevelVariance_glszm_MYO_ES",1.88642199960238,1.38214267059048,-0.580858677665752,-0.427699980358058,5.20159575477292e-34,-0.504279329011905,-26.7320530145533,4.73618981881956e-33,TRUE
"heart_texture_ZoneVariance_glszm_MYO_ES",36629.5884198381,43235.8390901429,3905.3927440264,9307.10859658312,1.87343524788634e-06,6606.25067030476,18.0352850121759,4.41960406205913e-06,TRUE
"heart_texture_ZoneEntropy_glszm_MYO_ES",4.08976156986429,3.84731827679048,-0.284334827227399,-0.20055175892022,6.60557103101766e-28,-0.242443293073809,-5.92805445824204,4.76151578485856e-27,TRUE
"heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ES",0.211402395495238,0.316118769583333,0.0892195616241651,0.120213186552025,1.83163731984008e-36,0.104716374088095,49.5341473509717,2.06656471521087e-35,TRUE
"heart_texture_HighGrayLevelZoneEmphasis_glszm_MYO_ES",13.3966186313048,9.04732338469762,-4.91760537181181,-3.78098512140248,1.55665744506201e-43,-4.34929524660714,-32.4656196186988,2.37619180584465e-42,TRUE
"heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ES",0.122076139628571,0.182099047285714,0.0510039142809277,0.0690419010333581,1.53467178314108e-35,0.0600229076571429,49.1684188570907,1.59298931090044e-34,TRUE
"heart_texture_SmallAreaHighGrayLevelEmphasis_glszm_MYO_ES",8.23198736720714,5.35616847597857,-3.26106362715059,-2.49057415530656,7.09384132280517e-42,-2.87581889122857,-34.9346854282679,9.95055039604293e-41,TRUE
"heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ES",4586.29945228643,8793.86521715238,3444.54589686301,4970.58563286889,2.94857408556785e-25,4207.56576486595,91.7420636973091,2.04041326721296e-24,TRUE
"heart_texture_LargeAreaHighGrayLevelEmphasis_glszm_MYO_ES",407016.394231881,308697.377862738,-127769.115905042,-68868.9168332439,1.01844187253514e-10,-98319.016369143,-24.1560334577407,3.88655391063041e-10,TRUE
"heart_texture_ShortRunEmphasis_glrlm_MYO_ED",0.782530494507143,0.770717135102381,-0.0171349284227035,-0.00649179038682034,1.48089214141046e-05,-0.0118133594047619,-1.50963566118944,3.00227742731261e-05,TRUE
"heart_texture_LongRunEmphasis_glrlm_MYO_ED",3.08682232762619,3.32369270025476,0.136899337954988,0.336841407302155,3.84583486535622e-06,0.236870372628571,7.67359917377324,8.71610609222653e-06,TRUE
"heart_texture_GrayLevelNonUniformity_glrlm_MYO_ED",598.583786249762,598.980255383333,-18.6594723826752,19.4524106498184,0.96743542464623,0.3964691335716,0.0662345260060504,0.974949486196881,FALSE
"heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ED",0.339351458940476,0.353452618364286,0.00876054022669126,0.0194417786209278,2.74575768951156e-07,0.0141011594238095,4.15532600562148,7.16104643646483e-07,TRUE
"heart_texture_RunLengthNonUniformity_glrlm_MYO_ED",1034.93523548048,976.676238785238,-83.647524049826,-32.8704693406502,7.61290346590638e-06,-58.2589966952381,-5.62924081603918,1.62596580197754e-05,TRUE
"heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ED",0.581324835404762,0.565493502866667,-0.0237461006213697,-0.00791656445482075,9.34703356071023e-05,-0.0158313325380952,-2.72331948919269,0.000175130340000311,TRUE
"heart_texture_RunPercentage_glrlm_MYO_ED",0.710471457116667,0.69765722115,-0.0197849248619674,-0.00584354707136607,0.000326609872220817,-0.0128142359666668,-1.80362431710786,0.000572670688116906,TRUE
"heart_texture_GrayLevelVariance_glrlm_MYO_ED",0.824788662085714,0.704695501371429,-0.148663353727268,-0.0915229677013037,7.26185133466477e-16,-0.120093160714286,-14.560476669332,3.8854647862794e-15,TRUE
"heart_texture_RunVariance_glrlm_MYO_ED",0.923239752847619,1.03431074035476,0.0624677926713375,0.159674182342948,8.29441074771877e-06,0.111070987507143,12.030568134069,1.7499183650675e-05,TRUE
"heart_texture_RunEntropy_glrlm_MYO_ED",2.94390723532381,2.8943009913119,-0.0683060957049549,-0.0309063923188546,2.42266388697708e-07,-0.0496062440119047,-1.68504779691023,6.3682349591858e-07,TRUE
"heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ED",0.151134274157143,0.223287246085714,0.0615588732722991,0.0827470705848437,1.59298954916524e-36,0.0721529719285714,47.7409722784323,1.83724794670391e-35,TRUE
"heart_texture_HighGrayLevelRunEmphasis_glrlm_MYO_ED",10.9826168108095,8.0959113558381,-3.25213043546415,-2.52128047447871,1.69285539809049e-47,-2.88670545497143,-26.2843136995385,3.37919981388064e-46,TRUE
"heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ED",0.12049078832619,0.17448608577381,0.0457773233408355,0.0622132715544026,1.8448536976373e-34,0.053995297447619,44.8128012088725,1.80656428127125e-33,TRUE
"heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ED",8.83924546871667,6.47036046519048,-2.66049012200608,-2.0772798850463,1.05388244571624e-49,-2.36888500352619,-26.7996291302239,2.37810864924663e-48,TRUE
"heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ED",0.437824479157143,0.714839342183333,0.236459527138458,0.317570198913923,3.28327884703046e-36,0.27701486302619,63.2707571672266,3.62557813108257e-35,TRUE
"heart_texture_LongRunHighGrayLevelEmphasis_glrlm_MYO_ED",31.5592123289048,24.0980444123833,-9.00800266203187,-5.91433317101098,3.22247103202301e-20,-7.46116791652143,-23.641806515202,1.99102674478565e-19,TRUE
"heart_texture_ShortRunEmphasis_glrlm_MYO_ES",0.659319360461905,0.652470968771429,-0.0139497282608302,0.000252944879877896,0.058717268869067,-0.00684839169047613,-1.03870629336264,0.0771500317545463,FALSE
"heart_texture_LongRunEmphasis_glrlm_MYO_ES",6.22504132108333,6.65894052737619,0.175168730854951,0.692629681730763,0.00103777418918087,0.433899206292857,6.97022210637063,0.00168841631405916,TRUE
"heart_texture_GrayLevelNonUniformity_glrlm_MYO_ES",541.434283064524,562.084827148571,5.13636577600897,36.1647223920863,0.00914582517476317,20.6505440840476,3.81404442422178,0.0134087097901189,TRUE
"heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ES",0.37973299112381,0.40227396722619,0.0154019274321952,0.0296800247725666,9.00553449004221e-10,0.0225409761023809,5.93600678088873,3.15802189211615e-09,TRUE
"heart_texture_RunLengthNonUniformity_glrlm_MYO_ES",635.488534759286,611.565896387857,-46.3860068126876,-1.4592699301695,0.0368912154645524,-23.9226383714285,-3.76444846176338,0.0501218346233054,FALSE
"heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ES",0.422591754254762,0.414079698211905,-0.0168326342758344,-0.00019147780987988,0.044967348127115,-0.00851205604285715,-2.01425038637304,0.0601496228813729,FALSE
"heart_texture_RunPercentage_glrlm_MYO_ES",0.575284351928571,0.564325956414286,-0.018990369899428,-0.00292642112914335,0.0075528547709694,-0.0109583955142857,-1.90486591153557,0.0111998046460946,TRUE
"heart_texture_GrayLevelVariance_glrlm_MYO_ES",0.620111576333333,0.512873158992857,-0.133637471607575,-0.0808393630733778,7.17635144144267e-15,-0.107238417340476,-17.2934067727888,3.68764989911757e-14,TRUE
"heart_texture_RunVariance_glrlm_MYO_ES",2.3995571112119,2.61794135022143,0.0942823864313986,0.342486091587649,0.000580333833788293,0.218384239009524,9.10102276745678,0.000984291698484066,TRUE
"heart_texture_RunEntropy_glrlm_MYO_ES",3.22375475157381,3.15899929438571,-0.0914733133401053,-0.0380376010360852,2.31532357192338e-06,-0.0647554571880953,-2.00869675822834,5.38857817860195e-06,TRUE
"heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ES",0.137571479666667,0.216407171907143,0.0671665445910452,0.0905048398899072,6.87635887150186e-36,0.0788356922404762,57.3052586419029,7.43506302981138e-35,TRUE
"heart_texture_HighGrayLevelRunEmphasis_glrlm_MYO_ES",11.2283424956238,7.68459536381667,-3.98084561544542,-3.10664864816887,5.1136849288486e-49,-3.54374713180714,-31.5607324339127,1.06160099122897e-47,TRUE
"heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ES",0.0954252767309524,0.147748601933333,0.0443621412949197,0.0602845091098422,2.84281505830645e-34,0.052323325202381,54.8317248792523,2.63468038439472e-33,TRUE
"heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ES",7.46739987140476,5.12010065659286,-2.65723607791941,-2.0373623517044,1.93579704811843e-43,-2.3472992148119,-31.4339563333218,2.87051047992419e-42,TRUE
"heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ES",0.765326547497619,1.32714954294048,0.472428623615441,0.651217367270274,8.62707505910087e-32,0.561822995442857,73.409578862754,7.10706659630691e-31,TRUE
"heart_texture_LongRunHighGrayLevelEmphasis_glrlm_MYO_ES",69.0804750015476,48.1010216904286,-24.6932618035773,-17.2656448186608,1.33745819241329e-26,-20.979453311119,-30.3695846194587,9.50877810770545e-26,TRUE
"heart_texture_Coarseness_ngtdm_MYO_ED",0.00289414216190476,0.00302705908095238,4.38513996648808e-05,0.000221982438430357,0.0034911435913666,0.000132916919047619,4.5926188698395,0.00537863889191034,TRUE
"heart_texture_Contrast_ngtdm_MYO_ED",0.0161928095595238,0.0200193252047619,0.00263942316478642,0.00501360812568977,4.08161467135814e-10,0.00382651564523809,23.6309556483824,1.48136924086355e-09,TRUE
"heart_texture_Busyness_ngtdm_MYO_ED",13.9083847021,21.857695799531,6.67338335094173,9.22523884392018,3.06891563109059e-31,7.94931109743095,57.1548117750202,2.45041109620926e-30,TRUE
"heart_texture_Complexity_ngtdm_MYO_ED",14.0677659479762,9.08874273623333,-5.95334249507538,-4.00470392841033,1.97917036375081e-22,-4.97902321174286,-35.3931337083352,1.30023977061604e-21,TRUE
"heart_texture_Strength_ngtdm_MYO_ED",0.0962636410309524,0.0685478792309524,-0.0378092120978955,-0.0176223115021045,9.23458711440882e-08,-0.0277157618,-28.7915161977806,2.53584693776623e-07,TRUE
"heart_texture_Coarseness_ngtdm_MYO_ES",0.00339916229047619,0.00346981412142857,-4.2422924361709e-05,0.000183726586266471,0.220386423847612,7.06518309523808e-05,2.07850714131343,0.260073795819276,FALSE
"heart_texture_Contrast_ngtdm_MYO_ES",0.0127962302,0.0164272750642857,0.00260709869548921,0.00465499103308222,6.86028365365825e-12,0.00363104486428571,28.3758951467262,2.9425514183873e-11,TRUE
"heart_texture_Busyness_ngtdm_MYO_ES",14.6002100007714,24.6808042751167,8.63143529921422,11.5297532494763,4.89875343342027e-38,10.0805942743452,69.0441731578697,5.91268146963981e-37,TRUE
"heart_texture_Complexity_ngtdm_MYO_ES",6.66284965958333,3.71414985274524,-3.40308133794109,-2.4943182757351,2.5749344122943e-33,-2.9486998068381,-44.2558358283968,2.26506942369617e-32,TRUE
"heart_texture_Strength_ngtdm_MYO_ES",0.0621226523428571,0.0346255671261905,-0.0322186095267594,-0.0227755609065739,5.92079062359301e-28,-0.0274970852166667,-44.2625744066903,4.32801455442926e-27,TRUE
"heart_texture_SmallDependenceEmphasis_gldm_MYO_ED",0.0717913776404762,0.0646322583928571,-0.0093891469896553,-0.00492909150558279,4.93217733219783e-10,-0.00715911924761904,-9.97211570931425,1.76537933476598e-09,TRUE
"heart_texture_LargeDependenceEmphasis_gldm_MYO_ED",97.6415147068571,104.839171378333,3.0227005777132,11.3726127652392,0.000747871118485803,7.1976566714762,7.37151271473539,0.00122443252521808,TRUE
"heart_texture_GrayLevelNonUniformity_gldm_MYO_ED",963.217979204048,982.586647823333,-22.4784357683279,61.2157730068998,0.363890827693692,19.3686686192859,2.01082922427291,0.40268515900432,FALSE
"heart_texture_DependenceNonUniformity_gldm_MYO_ED",155.0981261985,146.969993781214,-12.0410842683508,-4.21518056622059,4.9923883256686e-05,-8.12813241728571,-5.24063869532701,9.70430539708616e-05,TRUE
"heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ED",0.063905934652381,0.0614888680571429,-0.00394274439373717,-0.000891388796739023,0.00193788181342318,-0.0024170665952381,-3.782225560718,0.00304775957929282,TRUE
"heart_texture_GrayLevelVariance_gldm_MYO_ED",0.697246217342857,0.59901949227619,-0.123858135999727,-0.0725953141336067,1.53412199773203e-13,-0.0982267250666667,-14.0878103922887,7.23826651657205e-13,TRUE
"heart_texture_DependenceVariance_gldm_MYO_ED",23.0429128427833,24.6272442555952,0.583096566018637,2.58556625960517,0.0019609603303528,1.5843314128119,6.87556917661167,0.00307473840318157,TRUE
"heart_texture_DependenceEntropy_gldm_MYO_ED",5.4613652733381,5.44305375177381,-0.0408139627057436,0.00419091957717216,0.110588791383642,-0.0183115215642857,-0.335292013037124,0.140675447863016,FALSE
"heart_texture_LowGrayLevelEmphasis_gldm_MYO_ED",0.148430597009524,0.2189856909,0.0599217126878743,0.0811884750930781,6.10808930053352e-35,0.0705550938904762,47.5340632672583,6.21587911171941e-34,TRUE
"heart_texture_HighGrayLevelEmphasis_gldm_MYO_ED",10.6158004601262,7.76661395844048,-3.21520981980951,-2.48316318356192,2.00153942491046e-46,-2.84918650168571,-26.8391113075975,3.84740356121678e-45,TRUE
"heart_texture_SmallDependenceLowGrayLevelEmphasis_gldm_MYO_ED",0.0121120303238095,0.0156352379642857,0.00275946590241087,0.00428694937854151,9.64905440801736e-19,0.00352320764047619,29.0884975209347,5.62680813231574e-18,TRUE
"heart_texture_SmallDependenceHighGrayLevelEmphasis_gldm_MYO_ED",1.0931302629881,0.69382433997619,-0.461828775312552,-0.336783070711258,3.46931837910613e-32,-0.399305923011905,-36.5286678570579,2.95176432582964e-31,TRUE
"heart_texture_LargeDependenceLowGrayLevelEmphasis_gldm_MYO_ED",13.2676927486714,21.6930101026857,7.06873931926487,9.7818953887637,6.55549908051468e-31,8.42531735401429,63.5025057756026,5.155006095132e-30,TRUE
"heart_texture_LargeDependenceHighGrayLevelEmphasis_gldm_MYO_ED",947.928512730952,706.537237010952,-299.578521812053,-183.204029627947,1.5428708792926e-15,-241.39127572,-25.465135026328,8.17091822809039e-15,TRUE
"heart_texture_SmallDependenceEmphasis_gldm_MYO_ES",0.0378783799380952,0.0346493133785714,-0.00441272327704279,-0.00204540984200482,1.12329110038192e-07,-0.0032290665595238,-8.52482752641765,3.03703107029033e-07,TRUE
"heart_texture_LargeDependenceEmphasis_gldm_MYO_ES",180.86586447419,188.626604867024,1.86535865780623,13.6561221278604,0.00993868080685031,7.76074039283333,4.29088176223589,0.0144892565695374,TRUE
"heart_texture_GrayLevelNonUniformity_gldm_MYO_ES",1091.76807475095,1170.70046358024,33.8771206934384,123.987656965133,0.000614023097060117,78.9323888292856,7.22977623679747,0.00103466879017598,TRUE
"heart_texture_DependenceNonUniformity_gldm_MYO_ES",123.450325931476,120.914080746167,-6.13110161339803,1.05861124277896,0.166483710439566,-2.53624518530954,-2.05446617185712,0.201410362979336,FALSE
"heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ES",0.0495140727428571,0.0486110880571429,-0.00165424562270676,-0.000151723748721814,0.0185439043793504,-0.000902984685714286,-1.82369301431491,0.0262958644067837,TRUE
"heart_texture_GrayLevelVariance_gldm_MYO_ES",0.498517409728571,0.410726291083333,-0.111273965035436,-0.0643082722550398,6.0664871012916e-13,-0.0877911186452381,-17.6104418686276,2.78628920846933e-12,TRUE
