"","mean.in.group.Control","mean.in.group.Risk","ci.lower","ci.upper","p.value","diff","percent.diff","pvalue_adj","significant"
"heart_shape_LeastAxis_RV_ED",45.453133973,44.5605314341667,-1.40844236540824,-0.376762712258438,0.000715030611964223,-0.892602538833337,-1.96378656610028,0.00118184996053959,TRUE
"heart_shape_Elongation_RV_ED",0.723053615102381,0.728356067928571,-0.00425695806727293,0.0148618637196539,0.276584379352033,0.00530245282619046,0.733341582897647,0.313422036863985,FALSE
"heart_shape_Flatness_RV_ED",0.455309110933333,0.475844414330952,0.014902944682963,0.0261676621122751,1.81235382415819e-12,0.0205353033976191,4.510189430544,8.03941568152222e-12,TRUE
"heart_shape_Volume_RV_ES",73051.5627914762,64694.1456506905,-11113.5748628604,-5601.259418711,3.92936140683194e-09,-8357.41714078571,-11.4404357982618,1.25885096922579e-08,TRUE
"heart_shape_SurfaceArea_RV_ES",14270.0208033143,12938.1483879905,-1690.57652714736,-973.168303500264,7.40902857016558e-13,-1331.87241532381,-9.33336001174208,3.37305774378591e-12,TRUE
"heart_shape_SurfaceAreatoVolumeRatio_RV_ES",0.205641573390476,0.210259515088095,0.00117192623864567,0.0080639571565924,0.00868723327381244,0.00461794169761903,2.24562651485378,0.0128087331508769,TRUE
"heart_shape_Sphericity_RV_ES",0.579551985366667,0.589435519002381,0.00640597545492634,0.0133610918165024,3.27845449057753e-08,0.00988353363571437,1.70537482145995,9.29791191590022e-08,TRUE
"heart_shape_Max3Ddiameter_RV_ES",102.543791277524,98.4695031949524,-5.33431016275093,-2.81426600239193,3.59869220682688e-10,-4.07428808257143,-3.97321771685309,1.32462500378947e-09,TRUE
"heart_shape_Max2DdiameterSlice_RV_ES",76.2790442287381,72.3773251095952,-5.07520000126116,-2.72823823702458,1.17877845286112e-10,-3.90171911914287,-5.11506031386914,4.43323200749943e-10,TRUE
"heart_shape_Max2DdiameterColumn_RV_ES",80.1520304935714,77.0748645035714,-4.52326101469624,-1.63107096530376,3.27218924012126e-05,-3.07716599,-3.83916161705573,6.4328265743293e-05,TRUE
"heart_shape_Max2DdiameterRow_RV_ES",82.2377405342619,78.111960146119,-5.54975491048023,-2.70180586580549,1.7862964618563e-08,-4.12578038814286,-5.01689414293183,5.20835878485067e-08,TRUE
"heart_shape_MajorAxis_RV_ES",87.1917570899048,83.0376595395,-5.21516781562119,-3.09302728518835,4.30364430237335e-14,-4.15409755040477,-4.76432370335354,2.08746859152501e-13,TRUE
"heart_shape_MinorAxis_RV_ES",51.4425998716429,48.5084589726667,-3.91787237943212,-1.95040941852025,6.87847308867118e-09,-2.93414089897619,-5.70371813690855,2.12495686489306e-08,TRUE
"heart_shape_LeastAxis_RV_ES",34.0199359647857,32.7930646974048,-1.71895751054631,-0.734785024215588,1.18712082681686e-06,-1.22687126738095,-3.60633032540359,2.87904536971006e-06,TRUE
"heart_shape_Elongation_RV_ES",0.591650842247619,0.587080424609524,-0.015946404976514,0.0068055697003234,0.43058070247814,-0.00457041763809529,-0.772485613429157,0.472455358533096,FALSE
"heart_shape_Flatness_RV_ES",0.391547874680952,0.396595431847619,-0.000599845164372532,0.0106949594977059,0.0797407581197829,0.00504755716666666,1.28912899113029,0.102693432913567,FALSE
"heart_shape_Volume_MYO_ED",83780.9700205952,85275.6754866667,-1093.06620036515,4082.47713250802,0.25723657840846,1494.70546607143,1.78406321352451,0.295366779190245,FALSE
"heart_shape_SurfaceArea_MYO_ED",35128.5948159762,33999.7259749762,-1816.63597565188,-441.101706348129,0.00132378224000408,-1128.868841,-3.21353258481778,0.00214032081795053,TRUE
"heart_shape_SurfaceAreatoVolumeRatio_MYO_ED",0.447151072692857,0.42469802055,-0.0297532357998164,-0.0151528684858979,2.36330371409375e-09,-0.0224530521428571,-5.02135710144654,7.86252966419653e-09,TRUE
"heart_shape_Sphericity_MYO_ED",0.255315963871429,0.267097915195238,0.00932766597777332,0.0142362366698458,4.22545209628068e-20,0.0117819513238095,4.61465516889601,2.58001133878785e-19,TRUE
"heart_shape_Max3Ddiameter_MYO_ED",105.790619618571,103.860491185143,-3.0461651185488,-0.81409174830833,0.000719712490292546,-1.93012843342856,-1.82447975102864,0.00118581200781534,TRUE
"heart_shape_Max2DdiameterSlice_MYO_ED",73.3281433305476,73.2530952581429,-0.8691686495527,0.719072504743191,0.852884729022405,-0.0750480724047549,-0.102345523827672,0.864545262427008,FALSE
"heart_shape_Max2DdiameterColumn_MYO_ED",101.964754921667,100.804758015476,-2.24208696619796,-0.0779068461829828,0.0356659428734917,-1.15999690619047,-1.13764497063875,0.0489699056913814,TRUE
"heart_shape_Max2DdiameterRow_MYO_ED",104.353570955024,101.691579947619,-3.80024662567483,-1.5237353891347,5.10382934081062e-06,-2.66199100740477,-2.55093427377974,1.132003174308e-05,TRUE
"heart_shape_MajorAxis_MYO_ED",93.0038866623571,91.2973771462619,-2.69581696491588,-0.7172020672746,0.000742910940452125,-1.70650951609524,-1.83487978549819,0.00122016069017295,TRUE
"heart_shape_MinorAxis_MYO_ED",80.4707056826905,78.8792887508571,-2.38757791934722,-0.795255944319449,9.44743637569962e-05,-1.59141693183334,-1.97763511371276,0.00017637480140245,TRUE
"heart_shape_LeastAxis_MYO_ED",74.9378768441667,72.7040457440952,-2.97366839306556,-1.49399380707729,4.5219408259526e-09,-2.23383110007143,-2.9809105810626,1.42235593252691e-08,TRUE
"heart_shape_Elongation_MYO_ED",0.867697254640476,0.866465205707143,-0.00936016890131291,0.00689607103464611,0.766144564884684,-0.0012320489333334,-0.141990645555734,0.788946486458633,FALSE
"heart_shape_Flatness_MYO_ED",0.807956104414286,0.798453406466667,-0.0168020173297428,-0.0022033785654953,0.0107855485013453,-0.00950269794761904,-1.17614037392636,0.0156798310145608,TRUE
"heart_shape_Volume_MYO_ES",84759.7078825952,87786.4753424286,320.98543670604,5732.54948296064,0.0283909284815834,3026.76745983334,3.57099798411984,0.039716689708738,TRUE
"heart_shape_SurfaceArea_MYO_ES",23718.0472454286,23077.6855208571,-1175.72937537094,-104.994073771922,0.0191196864017238,-640.36172457143,-2.69989227167449,0.026964992506779,TRUE
"heart_shape_SurfaceAreatoVolumeRatio_MYO_ES",0.289943140238095,0.272133884466667,-0.0222688409222203,-0.0133496706206369,1.38375668685087e-14,-0.0178092557714286,-6.14232699445968,6.90547808149616e-14,TRUE
"heart_shape_Sphericity_MYO_ES",0.3886157851,0.409720904283333,0.016927972095409,0.0252822662712577,5.84599683079254e-22,0.0211051191833334,5.43084454943139,3.79259044397666e-21,TRUE
"heart_shape_Max3Ddiameter_MYO_ES",88.0996533396429,86.9960614496667,-2.14640391780641,-0.0607798621459673,0.038087229742948,-1.10359188997619,-1.25266314694975,0.0516116768579373,FALSE
"heart_shape_Max2DdiameterSlice_MYO_ES",63.1895362106905,63.6599227390476,-0.282605951382992,1.22337900809727,0.22048645502983,0.470386528357139,0.74440573007016,0.260073795819276,FALSE
"heart_shape_Max2DdiameterColumn_MYO_ES",86.0550859235476,84.9855522079286,-2.09242236312211,-0.0466450681159807,0.0404501872965621,-1.06953371561904,-1.24284776912457,0.0545289537841967,FALSE
"heart_shape_Max2DdiameterRow_MYO_ES",85.4447806933333,83.9499873819524,-2.55403456111634,-0.435552061645547,0.0057316061597685,-1.49479331138095,-1.74942611971333,0.00869796373368378,TRUE
"heart_shape_MajorAxis_MYO_ES",75.1537355409048,74.1337724527381,-1.97461492112504,-0.0653112552082796,0.036285546925696,-1.01996308816666,-1.35716884972606,0.0496891790354518,TRUE
"heart_shape_MinorAxis_MYO_ES",64.3259210057381,63.125980835381,-1.90516176490336,-0.494718575810928,0.000875733936311438,-1.19994017035715,-1.86540690221926,0.00142926387718754,TRUE
"heart_shape_LeastAxis_MYO_ES",60.5560413425238,58.7204044130952,-2.5156202590637,-1.15565359979344,1.49295682916995e-07,-1.83563692942857,-3.03130272179722,3.97356202225233e-07,TRUE
"heart_shape_Elongation_MYO_ES",0.858963522033333,0.8542127466,-0.0124289291225709,0.00292737825590422,0.224913915147136,-0.00475077543333335,-0.553082326719457,0.264095751043809,FALSE
"heart_shape_Flatness_MYO_ES",0.808339988502381,0.794558223104762,-0.0209061826599252,-0.00665734813531304,0.000157093086776494,-0.0137817653976191,-1.7049466305821,0.00028507451761189,TRUE
"heart_intensity_Energy_MYO_ED",12833580.2621929,8194021.13718095,-5292038.68118538,-3987079.56883843,2.4230204166764e-39,-4639559.12501191,-36.1517131636277,3.14386899063763e-38,TRUE
"heart_intensity_TotalEnergy_MYO_ED",431503114.303095,286562338.816214,-167025900.517373,-122855650.456388,2.24150479228182e-34,-144940775.486881,-33.5897403014042,2.1151654312623e-33,TRUE
"heart_intensity_Entropy_MYO_ED",1.6759149075881,1.58550717134048,-0.115018227071772,-0.065797245423466,1.25535427919505e-12,-0.090407736247619,-5.39453022574576,5.61662819743303e-12,TRUE
"heart_intensity_Minimum_MYO_ED",15.4471329351071,11.0362152015571,-5.2500980571862,-3.5717374099138,1.84750245532328e-23,-4.41091773355,-28.5549282969216,1.26164970304314e-22,TRUE
"heart_intensity_Percentile10_MYO_ED",46.6491045535238,34.8030542018333,-13.4125353741291,-10.2795653292519,2.55090575268285e-44,-11.8460503516905,-25.3939501413123,4.13725026763251e-43,TRUE
"heart_intensity_Percentile90_MYO_ED",90.9763441137857,77.0948388680238,-15.4454380999064,-12.3175723916174,3.84294131703603e-58,-13.8815052457619,-15.2583678548349,1.534220418109e-56,TRUE
"heart_intensity_Maximum_MYO_ED",177.689377802857,143.089956081976,-40.0090615972223,-29.1897818445396,3.01844057728787e-33,-34.5994217208809,-19.4718570961897,2.61095109935401e-32,TRUE
"heart_intensity_Mean_MYO_ED",67.5668851624762,54.1361037097381,-15.0058348461537,-11.8557280593225,2.00334132868995e-54,-13.4307814527381,-19.8777573073577,6.49833843493801e-53,TRUE
"heart_intensity_Median_MYO_ED",65.5238435624762,51.9510286783333,-15.2622447519115,-11.8833850163742,3.0597592582582e-49,-13.5728148841429,-20.7143142804212,6.61672939598336e-48,TRUE
"heart_intensity_InterquartileRange_MYO_ED",23.1894954251405,21.5790199465905,-2.30802592949054,-0.912925027609454,6.71611501650457e-06,-1.61047547855,-6.94484916133203,1.45235987231911e-05,TRUE
"heart_intensity_Range_MYO_ED",162.242245095476,132.053742277429,-35.3195943514881,-25.0574112846072,9.90523984568886e-29,-30.1885028180476,-18.6070544082291,7.34402782844646e-28,TRUE
"heart_intensity_MeanAbsoluteDeviation_MYO_ED",14.5084459518,13.3878182762905,-1.43758555598781,-0.803669795031243,8.08014071058073e-12,-1.12062767550952,-7.7239676753284,3.43737133507492e-11,TRUE
"heart_intensity_RobustMeanAbsoluteDeviation_MYO_ED",9.8349846675,9.22112258495952,-0.881938173825289,-0.345785991255664,7.971628428431e-06,-0.613862082540477,-6.24161707713691,1.68868373647171e-05,TRUE
"heart_intensity_RootMeanSquared_MYO_ED",70.3125152840476,56.9411939695,-14.9102377173125,-11.8324049117827,3.77574821014023e-56,-13.3713213145476,-19.0169861802416,1.39972380075913e-54,TRUE
"heart_intensity_Skewness_MYO_ED",0.760517176854762,0.700524660861905,-0.146069823486199,0.0260847915004845,0.171678341291447,-0.059992515992857,-7.88838409159482,0.206730995661859,FALSE
"heart_intensity_Kurtosis_MYO_ED",5.67625952628571,4.9200474163381,-1.2208008039179,-0.29162341597734,0.00145367362404016,-0.75621210994762,-13.3223667178314,0.00233577898104286,TRUE
"heart_intensity_Variance_MYO_ED",373.501473462619,304.406400601905,-84.8642476645924,-53.3258980568362,4.69829174337168e-17,-69.0950728607143,-18.4992771836092,2.65044936392381e-16,TRUE
"heart_intensity_Uniformity_MYO_ED",0.381301146380952,0.399749393380952,0.0102533678944428,0.0266431261055572,1.12362057047377e-05,0.018448247,4.83823538824839,2.31412331776145e-05,TRUE
"heart_intensity_Energy_MYO_ES",14572522.7390619,8506145.35801667,-6896105.04910842,-5236649.71298205,5.49286579898373e-41,-6066377.38104524,-41.628875725026,7.50209828861199e-40,TRUE
"heart_intensity_TotalEnergy_MYO_ES",489808830.88,297099434.979167,-220701149.173213,-164717642.628454,4.25401314957361e-37,-192709395.900833,-39.3437977740433,5.01780187415615e-36,TRUE
"heart_intensity_Entropy_MYO_ES",1.44609570480238,1.33821661220714,-0.137969020497609,-0.0777891646928672,4.10237009070201e-12,-0.107879092595238,-7.46002441173011,1.77427506422862e-11,TRUE
"heart_intensity_Minimum_MYO_ES",19.1992970774071,13.599355782181,-6.68385284313682,-4.51602974731556,8.94547692549903e-23,-5.59994129522619,-29.1674287482949,5.95218272350512e-22,TRUE
"heart_intensity_Percentile10_MYO_ES",53.7167451838333,39.2183306275,-16.1700824452525,-12.8267466674141,7.37539191505243e-56,-14.4984145563333,-26.9904933865889,2.55188560260814e-54,TRUE
"heart_intensity_Percentile90_MYO_ES",91.4873307964762,73.4289264030952,-20.0718872094478,-16.044921577314,5.16714148987552e-59,-18.0584043933809,-19.7386941297412,2.23950328182559e-57,TRUE
"heart_intensity_Maximum_MYO_ES",147.025053973643,111.908572303,-39.2805052649863,-30.9524580762994,1.22501262501847e-52,-35.1164816706429,-23.8846922490763,3.34621869676097e-51,TRUE
"heart_intensity_Mean_MYO_ES",71.9428674388571,54.8692256340714,-18.8643275093058,-15.2829561002656,1.95009957819682e-65,-17.0736418047857,-23.7322230995259,1.01210168108415e-63,TRUE
"heart_intensity_Median_MYO_ES",71.2893478205952,53.3786524486667,-19.7574043371633,-16.0639864066939,2.27838749022316e-67,-17.9106953719286,-25.1239433652867,1.47810388428227e-65,TRUE
"heart_intensity_InterquartileRange_MYO_ES",21.2021823006071,18.7207939278952,-3.20786405238065,-1.75491269304316,3.78120447161409e-11,-2.4813883727119,-11.7034573966513,1.4980497105097e-10,TRUE
"heart_intensity_Range_MYO_ES",127.825757116857,98.3092168969286,-33.3219133255184,-25.7111671143388,1.09517087829872e-45,-29.5165402199286,-23.0912305044631,2.02997744941798e-44,TRUE
"heart_intensity_MeanAbsoluteDeviation_MYO_ES",12.3396978449119,10.9440153175524,-1.74319588882352,-1.04816916589553,1.09008150763078e-14,-1.39568252735952,-11.3105081250836,5.49274080058618e-14,TRUE
"heart_intensity_RobustMeanAbsoluteDeviation_MYO_ES",8.91450656891429,7.90935785723095,-1.29257940791638,-0.717718015450288,1.33813348265322e-11,-1.00514871168333,-11.2754273488157,5.55593021997618e-11,TRUE
"heart_intensity_RootMeanSquared_MYO_ES",73.6857014758095,56.6294666347381,-18.8381226356462,-15.2743470464966,7.88904433541215e-66,-17.0562348410714,-23.1472789149885,4.54934890008768e-64,TRUE
"heart_intensity_Skewness_MYO_ES",0.246611739371429,0.432851355602381,0.112172915484421,0.260306316977484,9.65084422041431e-07,0.186239616230952,75.5193636384243,2.36263591999765e-06,TRUE
"heart_intensity_Kurtosis_MYO_ES",4.24260276872381,3.77885798851429,-0.720567500512125,-0.206922059906923,0.000415669167644845,-0.463744780209524,-10.930666986507,0.000716718598032142,TRUE
"heart_intensity_Variance_MYO_ES",253.810786421119,192.839219615619,-75.3603656993945,-46.5827679116055,5.32931855906924e-16,-60.9715668055,-24.0224490319087,2.91149087595467e-15,TRUE
"heart_intensity_Uniformity_MYO_ES",0.434092220364286,0.467569535533333,0.0225888583325925,0.0443657720055027,2.41625012861073e-09,0.0334773151690476,7.71202836598954,7.98747653980234e-09,TRUE
"heart_texture_Autocorrelation_glcm_MYO_ED",9.84226314443809,7.12598549145952,-3.07975078052668,-2.35280452543046,2.58378332078601e-43,-2.71627765297857,-27.5981002856396,3.72495428746649e-42,TRUE
"heart_texture_JointAverage_glcm_MYO_ED",3.07496600244286,2.60596237343095,-0.530531869664243,-0.407475388359566,5.2796604258873e-45,-0.469003629011905,-15.2523191683847,8.83920468121981e-44,TRUE
"heart_texture_ClusterProminence_glcm_MYO_ED",12.8078852668119,8.82015222697857,-5.86990118214435,-2.10556489752232,3.54206125687277e-05,-3.98773303983333,-31.1349840880168,6.91101425683071e-05,TRUE
"heart_texture_ClusterShade_glcm_MYO_ED",1.06667631844286,0.804333161133333,-0.465504781114156,-0.0591815335048914,0.0114397278665723,-0.262343157309524,-24.5944484539128,0.016492274340975,TRUE
"heart_texture_ClusterTendency_glcm_MYO_ED",1.52339774533571,1.31437457579524,-0.266596786497732,-0.15144955258322,2.34364975268497e-12,-0.209023169540476,-13.7208532821094,1.02214640474244e-11,TRUE
"heart_texture_Contrast_glcm_MYO_ED",0.868450698964286,0.739724885621429,-0.162304561037403,-0.0951470656483108,1.49522699551879e-13,-0.128725813342857,-14.8224664331983,7.11947532728672e-13,TRUE
"heart_texture_Correlation_glcm_MYO_ED",0.267473280952381,0.270354716792857,-0.00556561786420578,0.0113284895451582,0.50332821396863,0.00288143584047623,1.07727988014968,0.547646421487881,FALSE
"heart_texture_DifferenceAverage_glcm_MYO_ED",0.602883125792857,0.553740993469048,-0.0634743462890046,-0.0348099183586146,3.21501871894086e-11,-0.0491421323238096,-8.15118722375623,1.28353439625408e-10,TRUE
"heart_texture_DifferenceEntropy_glcm_MYO_ED",1.36608019585714,1.29472151205714,-0.0896125339257246,-0.0531048336742754,4.8679076522413e-14,-0.0713586838,-5.22360868830444,2.33930006621596e-13,TRUE
"heart_texture_DifferenceVariance_glcm_MYO_ED",0.485825451016667,0.418547571230952,-0.0850130385185884,-0.0495427210528403,2.51546988422672e-13,-0.0672778797857143,-13.8481587666774,1.16565077670863e-12,TRUE
"heart_texture_JointEnergy_glcm_MYO_ED",0.190019050830952,0.210192586647619,0.0112597963349011,0.0290872752984322,1.01043853294239e-05,0.0201735358166667,10.6165859309621,2.0976703943884e-05,TRUE
