"","lhs","rhs","est.std","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"97","cardio_latent_gvrf","brain_latent_pc2",0.0185713375575942,0.0790474721703869,-0.00215427909038425,0.0392969542055726,0.318722835420766,0.000295091231442446,0.0883211979557395
"100","cardio_latent_gvrf","brain_latent_pc3",-0.0660814055480069,4.15591117075564e-10,-0.0868105991142923,-0.0453522119817215,0.322127077127253,0.00369933293793012,6.75757913944007e-10
"103","cardio_latent_gvrf","heart_latent_cc1",0.510879717003017,0,0.478261420360417,0.543498013645617,0.391343704529561,0.0729159603402384,0
"106","cardio_latent_gvrf","heart_latent_cc2",-0.403382637623799,0,-0.425165474019743,-0.381599801227855,0.413598133032793,0.0951703888434701,0
"109","cardio_latent_gvrf","heart_latent_cc3",-0.469921479158552,0,-0.484115470876188,-0.455727487440916,0.526467133921811,0.208039389732487,0
"112","cardio_latent_gvrf","brain_latent_cc1",0.20022842061107,0,0.170732228722527,0.229724612499613,0.334618067786801,0.0161903235974779,0
"115","cardio_latent_gvrf","brain_latent_cc2",-0.338889121675243,0,-0.36334072417595,-0.314437519174537,0.377891764340122,0.0594640201507984,0
"118","cardio_latent_gvrf","brain_latent_cc3",-0.298275439995042,0,-0.315764705211554,-0.280786174778529,0.402085882977948,0.0836581387886247,0
"121","cog_latent_g","cardio_latent_agg",-0.0428297968809317,0.000553137750562316,-0.0671362102246453,-0.0185233835372181,0.0438989135951916,0.00159832649774394,0.000697004416856984
"124","cog_latent_g","cardio_latent_gvrf",-0.038577797488478,0.00597323756100687,-0.0660802724189877,-0.0110753225579682,0.0433149299333796,0.00101434283593194,0.00725646468552743
"130","cog_latent_g","heart_latent_pc1",0.0959347922690088,4.11175955505882e-08,0.0616604005025204,0.130209184035497,0.0463090699928337,0.00400848289538602,6.11414060231795e-08
"133","cog_latent_g","heart_latent_pc2",-0.0686615238643547,1.18819409866688e-08,-0.0922651724723061,-0.0450578752564032,0.0466265805086477,0.00432599341119999,1.83504880102994e-08
"136","cog_latent_g","heart_latent_pc3",-0.0322039108318255,0.00578970230071163,-0.0550774120452923,-0.00933040961835872,0.0433224651735435,0.00102187807609588,0.00706061256184345
"139","cog_latent_g","brain_latent_grey",0.196761459330569,0,0.169737875284363,0.223785043376775,0.067963766321052,0.0256631792236044,0
"142","cog_latent_g","brain_latent_atrophy",0.20307005453533,0,0.17547395219261,0.230666156878051,0.0684785013207732,0.0261779142233255,0
"145","cog_latent_g","brain_latent_wmh",-0.0674675556916167,4.75022041701578e-08,-0.0916843911704582,-0.0432507202127752,0.0462721637436629,0.00397157664621528,7.01139544946979e-08
"148","cog_latent_g","brain_latent_gMD",-0.0358327572396566,0.00428089571714207,-0.0604175111183487,-0.0112480033609645,0.043395540792134,0.00109495369468637,0.00532337795043451
"151","cog_latent_g","brain_latent_gFA",0.066232053166288,3.41982071550007e-08,0.0427087470087283,0.0897553593238476,0.0463561868892551,0.00405559979180747,5.12332691460684e-08
"154","cog_latent_g","brain_latent_pc1",-0.0508254809291911,4.98720299766386e-05,-0.075384298642181,-0.0262666632162012,0.0445019970917716,0.00220140999432394,6.6275122892543e-05
"157","cog_latent_g","brain_latent_pc2",0.0866572216403979,3.24096305348576e-12,0.0622782325142681,0.111036210766528,0.0487257602135837,0.006425173116136,5.61205723547317e-12
"160","cog_latent_g","brain_latent_pc3",0.113086469308517,0,0.088723156723119,0.137449781893914,0.0531345298353135,0.0108339427378659,0
"163","cog_latent_g","heart_latent_cc1",0.104772660381905,1.64485784326374e-06,0.0619268315946505,0.147618489169159,0.0453673516379086,0.00306676454046095,2.32488741097348e-06
"166","cog_latent_g","heart_latent_cc2",0.121120382350842,6.66133814775094e-16,0.0917147288411427,0.150526035860542,0.0508808712792503,0.00858028418180268,1.2509555207044e-15
"169","cog_latent_g","heart_latent_cc3",0.0552861450989529,3.43223773136003e-06,0.0319485248732697,0.078623765324636,0.045180156329394,0.00287956923194632,4.77191236772059e-06
"172","cog_latent_g","brain_latent_cc1",0.102640582582052,1.57171609060924e-08,0.0670572746873016,0.138223890476802,0.0465550205344265,0.00425443343697884,2.37240164620263e-08
"175","cog_latent_g","brain_latent_cc2",0.174596570144557,0,0.1436291810976,0.205563959191515,0.05808434025558,0.0157837531581323,0
"178","cog_latent_g","brain_latent_cc3",0.0520520467517717,1.26819370633857e-05,0.0286825321164709,0.0754215613870725,0.0448482901718747,0.00254770307442709,1.71532145577614e-05
"181","heart_latent_pc1","cardio_latent_agg",0.176262193800978,0,0.1606175506197,0.191906836982257,0.591530531603045,0.0270701972855872,0
"184","heart_latent_pc1","cardio_latent_gvrf",0.303950875103208,0,0.287428976927427,0.320472773278989,0.627428166452474,0.0629678321350154,0
"187","heart_latent_pc1","cog_latent_g",0.0436289517218908,4.35540483678665e-08,0.0280127529965827,0.0592451504471989,0.566283301242968,0.00182296692550998,6.45245161005429e-08
"193","heart_latent_pc1","heart_latent_pc2",0.19572985646874,0,0.180711656509945,0.210748056427535,0.599614263935081,0.0351539296176233,0
"196","heart_latent_pc1","heart_latent_pc3",-0.00636266899833841,0.419396321872992,-0.021806731775722,0.00908139377904522,0.564500240414639,3.99060971805199e-05,0.432367342137105
"199","heart_latent_pc1","brain_latent_grey",0.109911862593541,0,0.091345915457281,0.128477809729801,0.572468252140208,0.00800791782275012,0
"202","heart_latent_pc1","brain_latent_atrophy",0.135786583132537,0,0.116939525183489,0.154633641081585,0.576164958809555,0.0117046244920964,0
"205","heart_latent_pc1","brain_latent_wmh",0.0648585493777432,6.43929354282591e-15,0.0485510457004405,0.0811660530550459,0.568130677370758,0.00367034305329939,1.18152175097723e-14
"208","heart_latent_pc1","brain_latent_gMD",0.050799020247782,1.74062297908506e-09,0.0342610136729916,0.0673370268225724,0.566660980727679,0.00220064641022111,2.76289361759533e-09
"211","heart_latent_pc1","brain_latent_gFA",-0.0298205267672264,0.000241738177823914,-0.0457424632301992,-0.0138985903042536,0.565282484212953,0.000822149895495117,0.000315997618070475
"214","heart_latent_pc1","brain_latent_pc1",0.0394527650602436,3.05837788538987e-06,0.0228835941153142,0.0560219360051731,0.565786803439949,0.00132646912249057,4.27745158795786e-06
"217","heart_latent_pc1","brain_latent_pc2",0.0645039072593517,1.64313007644523e-14,0.0480328649764706,0.0809749495422327,0.568020312059086,0.00355997774162797,2.96059473233375e-14
"220","heart_latent_pc1","brain_latent_pc3",0.0240301720965858,0.00465559837343066,0.00738735068779658,0.040672993505375,0.564949526451088,0.000489192133630301,0.00574765231287736
"223","heart_latent_pc1","heart_latent_cc1",0.837317870561401,0,0.818306457316816,0.856329283805987,0.760329469986687,0.195869135669229,0
"226","heart_latent_pc1","heart_latent_cc2",-0.104567439113271,0,-0.124389272438384,-0.0847456057881586,0.570855607731583,0.0063952734141246,0
"229","heart_latent_pc1","heart_latent_cc3",-0.176819797034301,0,-0.19179923995978,-0.161840354108822,0.593915178401165,0.0294548440837074,0
"232","heart_latent_pc1","brain_latent_cc1",0.24739903949545,0,0.224319560570639,0.27047851842026,0.589177582316208,0.0247172479987501,0
"235","heart_latent_pc1","brain_latent_cc2",-0.0925995449512749,0,-0.113739960426602,-0.0714591294759477,0.568900065706321,0.004439731388863,0
"238","heart_latent_pc1","brain_latent_cc3",-0.117187959468424,0,-0.132640051001335,-0.101735867935513,0.577373679528726,0.0129133452112683,0
"241","heart_latent_pc2","cardio_latent_agg",0.369044232583151,0,0.348729745976399,0.389358719189903,0.201053634545445,0.118666976002802,0
"244","heart_latent_pc2","cardio_latent_gvrf",0.540493919315778,0,0.520123583100925,0.560864255530631,0.281496853096432,0.199110194553789,0
"247","heart_latent_pc2","cog_latent_g",-0.0657875749844999,1.19521994523808e-08,-0.0884072381671791,-0.0431679118018207,0.0865315854662299,0.00414492692358681,1.83879991575089e-08
"250","heart_latent_pc2","heart_latent_pc1",0.412371946657168,0,0.38179115177364,0.442952741540696,0.156450429011787,0.0740637704691435,0
"256","heart_latent_pc2","heart_latent_pc3",0.0215062439696239,0.0599317916146882,-0.000899312898743419,0.0439118008379912,0.0828423920890579,0.000455733546414816,0.0684934761310722
"259","heart_latent_pc2","brain_latent_grey",-0.12550541513463,0,-0.152475214241058,-0.0985356160282024,0.0928279603382148,0.0104413017955718,0
"262","heart_latent_pc2","brain_latent_atrophy",-0.115822214553928,2.22044604925031e-16,-0.143450004237825,-0.0881944248700311,0.0909024711931304,0.0085158126504874,4.1895208476421e-16
"265","heart_latent_pc2","brain_latent_wmh",0.0683927248607106,1.54953292419435e-08,0.0446926562339948,0.0920927934874264,0.0864679035413324,0.00408124499868934,2.35670406721574e-08
"268","heart_latent_pc2","brain_latent_gMD",-0.0175691468761574,0.152880427620148,-0.0416590805358144,0.00652078678349963,0.082649889334614,0.000263230791970992,0.164395514151578
"271","heart_latent_pc2","brain_latent_gFA",0.00338115969396059,0.774618741394413,-0.0197625923390728,0.026524911726994,0.0823972279742325,1.05694315895022e-05,0.78244317312567
"274","heart_latent_pc2","brain_latent_pc1",-0.0156800340262349,0.202235583121245,-0.0397798661660737,0.00841979811360397,0.0825961817211771,0.000209523178534066,0.21401279061055
"277","heart_latent_pc2","brain_latent_pc2",-0.0265427054679611,0.0304611468766185,-0.0505823281997332,-0.00250308273618906,0.0829894316986156,0.000602773155972569,0.0358441634963441
"280","heart_latent_pc2","brain_latent_pc3",-0.0851805322260676,3.41282557769773e-12,-0.109169142903548,-0.0611919215485874,0.088533408408346,0.00614674986570296,5.85892803038237e-12
"283","heart_latent_pc2","heart_latent_cc1",-0.0362708590439563,0.0911647284622406,-0.0783534891918232,0.00581177110391066,0.0827541895686106,0.000367531025967538,0.100807850601155
"286","heart_latent_pc2","heart_latent_cc2",-0.493936780530038,0,-0.51788397955321,-0.469989581506865,0.225082115528987,0.142695456986344,0
"289","heart_latent_pc2","heart_latent_cc3",-0.511956155446934,0,-0.528003708610146,-0.495908602283721,0.329309033484857,0.246922374942214,0
"292","heart_latent_pc2","brain_latent_cc1",0.0314039413782818,0.078653244821627,-0.00359673779684166,0.0664046205534052,0.0827849227126348,0.00039826416999178,0.0883211979557395
"295","heart_latent_pc2","brain_latent_cc2",-0.27893650257393,0,-0.308287022846315,-0.249585982301546,0.122672242731969,0.0402855841893262,0
"298","heart_latent_pc2","brain_latent_cc3",-0.262371607912187,0,-0.283450138491725,-0.241293077332648,0.147116845576686,0.0647301870340433,0
"301","heart_latent_pc3","cardio_latent_agg",0.230463025042796,0,0.20718029934201,0.253745750743583,0.0609476527523334,0.0462781026452708,0
"304","heart_latent_pc3","cardio_latent_gvrf",0.300180929602233,0,0.274376118322248,0.325985740882218,0.0760850613615484,0.0614155112544857,0
"307","heart_latent_pc3","cog_latent_g",-0.0331330418641821,0.00578827859499764,-0.056665792542729,-0.0096002911856352,0.0157209120351165,0.00105136192805388,0.00706061256184345
"310","heart_latent_pc3","heart_latent_pc1",-0.0143943500540675,0.419377868985738,-0.049332270736855,0.02054357062872,0.0147597948949908,9.02447879281842e-05,0.432367342137105
"313","heart_latent_pc3","heart_latent_pc2",0.0230933432547416,0.059923360017822,-0.000964886487324235,0.0471515729968074,0.0151589167590893,0.000489366652026701,0.0684934761310722
"319","heart_latent_pc3","brain_latent_grey",-0.00300265673482031,0.835397584613836,-0.031325807472288,0.0253204940026473,0.0146755297247027,5.97961764003951e-06,0.839595562425966
"322","heart_latent_pc3","brain_latent_atrophy",0.0223248352833137,0.130428947639988,-0.00660634060870658,0.051256011175334,0.0149859374455215,0.000316387338458846,0.143371385299077
