"","lhs","op","rhs","est.std","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"184","heart_latent_pc1","~","heart_latent_pc2",-0.252877353685279,0,-0.270097816547819,-0.23565689082274,0.118749236294269,0.05609528063958,0
"187","heart_latent_pc1","~","heart_latent_pc3",-0.332192176305848,0,-0.347563706388942,-0.316820646222753,0.168635245398207,0.105981289743517,0
"190","heart_latent_pc1","~","brain_latent_grey",-0.037151936318406,0.000630857321942901,-0.0584558270260927,-0.0158480456107194,0.0635672906512965,0.000913334996607063,0.000801525899724561
"193","heart_latent_pc1","~","brain_latent_atrophy",-0.0328898280066731,0.00302261906691226,-0.0546279630506413,-0.0111516929627048,0.0633418345641388,0.000687878909449324,0.00368091214372456
"196","heart_latent_pc1","~","brain_latent_gMD",0.063866005453295,8.51452242045525e-12,0.0455377221271142,0.0821942887794757,0.0662754966383915,0.00362154098370204,1.55239524938603e-11
"199","heart_latent_pc1","~","brain_latent_gFA",-0.0491003861510791,7.36411802648718e-08,-0.0669811080874482,-0.0312196642147101,0.0649108119453967,0.00225685629070727,1.21400429543718e-07
"202","heart_latent_pc1","~","brain_latent_pc1",-0.0675353080608914,9.06164032699053e-13,-0.0860635337115639,-0.049007082410219,0.066613258431351,0.00395930277666157,1.68621245259978e-12
"205","heart_latent_pc1","~","brain_latent_pc2",0.00671303700463418,0.459386554528104,-0.0110705407579143,0.0244966147671826,0.0626968288878385,4.28732331489989e-05,0.480691711545163
"208","heart_latent_pc1","~","brain_latent_pc3",-0.0419892353472404,3.1172706642435e-05,-0.0617498136475155,-0.0222286570469652,0.0640084466675969,0.00135449101290741,4.36176244105389e-05
"211","heart_latent_pc1","~","heart_latent_cc1",0.542485815648718,0,0.527661667813788,0.557309963483648,0.280455502407484,0.217801546752795,0
"214","heart_latent_pc1","~","heart_latent_cc2",-0.158892790661601,0,-0.177923616464217,-0.139861964858985,0.0825940672157006,0.0199401115610112,0
"217","heart_latent_pc1","~","heart_latent_cc3",-6.32290231604732e-05,0.99473651391047,-0.0188489555319405,0.0187224974856195,0.0626539413283159,-1.43263735319366e-08,0.994738965990707
