"","mediator","lhs","op","rhs","label","est.std","pvalue","ci.lower","ci.upper","independent","dependent","pvalue_adj","significant"
"650","brain_latent_pc3","pm",":=","(a*b)/(c+a*b)","pm",-0.0395557159736185,0.0852824817202205,-0.0846083815249911,0.00549694957775407,"cardio_sbp","cog_rt",0.116294293254846,FALSE
"651","heart_latent_cc1","heart_latent_cc1","~","cardio_sbp","a",0.193233174085663,0,0.170184011027856,0.21628233714347,"cardio_sbp","cog_rt",0,TRUE
"661","heart_latent_cc1","cog_rt","~","cardio_sbp","c",-0.0401356445236794,0.00533980236645948,-0.0683734211299428,-0.011897867917416,"cardio_sbp","cog_rt",0.0109762604199445,TRUE
"662","heart_latent_cc1","cog_rt","~","heart_latent_cc1","b",0.00477863331254163,0.663478805209535,-0.0167465834988678,0.026303850123951,"cardio_sbp","cog_rt",0.717919506498644,FALSE
"672","heart_latent_cc1","de",":=","c","de",-0.0401356445236794,0.00533980236645948,-0.0683734211299428,-0.011897867917416,"cardio_sbp","cog_rt",0.0109762604199445,TRUE
"673","heart_latent_cc1","ie",":=","a*b","ie",0.000923390482773906,0.663590462763611,-0.00323746652124353,0.00508424748679135,"cardio_sbp","cog_rt",0.717919506498644,FALSE
"674","heart_latent_cc1","te",":=","c+a*b","te",-0.0392122540409055,0.00592986981753252,-0.0671427844374565,-0.0112817236443545,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"675","heart_latent_cc1","pm",":=","(a*b)/(c+a*b)","pm",-0.0235485183231406,0.667478558395347,-0.130981141402612,0.083884104756331,"cardio_sbp","cog_rt",0.720080956189681,FALSE
"676","heart_latent_cc2","heart_latent_cc2","~","cardio_sbp","a",-0.0139764005786094,0.223818496671955,-0.0364956447159802,0.00854284355876146,"cardio_sbp","cog_rt",0.278518532854115,FALSE
"686","heart_latent_cc2","cog_rt","~","cardio_sbp","c",-0.0400895519351866,0.00485226570988506,-0.0679855299465648,-0.0121935739238084,"cardio_sbp","cog_rt",0.0103180362796407,TRUE
"687","heart_latent_cc2","cog_rt","~","heart_latent_cc2","b",-0.0627709193273533,2.91073818381449e-08,-0.0849513577180495,-0.040590480936657,"cardio_sbp","cog_rt",2.64829823371495e-07,TRUE
"697","heart_latent_cc2","de",":=","c","de",-0.0400895519351866,0.00485226570988506,-0.0679855299465648,-0.0121935739238084,"cardio_sbp","cog_rt",0.0103180362796407,TRUE
"698","heart_latent_cc2","ie",":=","a*b","ie",0.000877311513206664,0.234770613862427,-0.000569884008019947,0.00232450703443328,"cardio_sbp","cog_rt",0.290164573188967,FALSE
"699","heart_latent_cc2","te",":=","c+a*b","te",-0.03921224042198,0.00592988715065323,-0.0671427708353613,-0.0112817100085987,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"700","heart_latent_cc2","pm",":=","(a*b)/(c+a*b)","pm",-0.0223734095212498,0.283911133237799,-0.0632955026922694,0.0185486836497697,"cardio_sbp","cog_rt",0.34106207564281,FALSE
"701","heart_latent_cc3","heart_latent_cc3","~","cardio_sbp","a",0.00368101379784717,0.767172698945693,-0.0206866331372867,0.028048660732981,"cardio_sbp","cog_rt",0.788483051694185,FALSE
"711","heart_latent_cc3","cog_rt","~","cardio_sbp","c",-0.0391668539041261,0.00598513720322824,-0.0670958997959323,-0.0112378080123198,"cardio_sbp","cog_rt",0.0111961908446048,TRUE
"712","heart_latent_cc3","cog_rt","~","heart_latent_cc3","b",-0.0123283511125758,0.239592936350122,-0.0328751405969808,0.00821843837182911,"cardio_sbp","cog_rt",0.29419044175734,FALSE
"722","heart_latent_cc3","de",":=","c","de",-0.0391668539041261,0.00598513720322824,-0.0670958997959323,-0.0112378080123198,"cardio_sbp","cog_rt",0.0111961908446048,TRUE
"723","heart_latent_cc3","ie",":=","a*b","ie",-4.53808305500962e-05,0.774024073227035,-0.000355168598526424,0.000264406937426231,"cardio_sbp","cog_rt",0.789385440243454,FALSE
"724","heart_latent_cc3","te",":=","c+a*b","te",-0.0392122347346762,0.00592989438468772,-0.0671427651526517,-0.0112817043167006,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"725","heart_latent_cc3","pm",":=","(a*b)/(c+a*b)","pm",0.00115731303908484,0.77497761081641,-0.00677738117922842,0.0090920072573981,"cardio_sbp","cog_rt",0.789385440243454,FALSE
"726","brain_latent_cc1","brain_latent_cc1","~","cardio_sbp","a",0.0347748841262497,0.00577021016894963,0.010085152816795,0.0594646154357044,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"736","brain_latent_cc1","cog_rt","~","cardio_sbp","c",-0.0397146139040017,0.00533207861514673,-0.0676514654163637,-0.0117777623916397,"cardio_sbp","cog_rt",0.0109762604199445,TRUE
"737","brain_latent_cc1","cog_rt","~","brain_latent_cc1","b",0.0144471101725445,0.162470480967526,-0.00582465183533421,0.0347188721804232,"cardio_sbp","cog_rt",0.208247389277737,FALSE
"747","brain_latent_cc1","de",":=","c","de",-0.0397146139040017,0.00533207861514673,-0.0676514654163637,-0.0117777623916397,"cardio_sbp","cog_rt",0.0109762604199445,TRUE
"748","brain_latent_cc1","ie",":=","a*b","ie",0.000502396582209398,0.212652863660456,-0.000287682983267773,0.00129247614768657,"cardio_sbp","cog_rt",0.26581607957557,FALSE
"749","brain_latent_cc1","te",":=","c+a*b","te",-0.0392122173217923,0.0059299164893809,-0.0671427477292318,-0.0112816869143527,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"750","brain_latent_cc1","pm",":=","(a*b)/(c+a*b)","pm",-0.0128122461957842,0.257352757758103,-0.0349824596597136,0.00935796726814507,"cardio_sbp","cog_rt",0.311178171145418,FALSE
"751","brain_latent_cc2","brain_latent_cc2","~","cardio_sbp","a",-0.0324019477478246,0.00386586603806705,-0.0543849012004559,-0.0104189942951932,"cardio_sbp","cog_rt",0.00858222260450884,TRUE
"761","brain_latent_cc2","cog_rt","~","cardio_sbp","c",-0.0423250672899117,0.00290367680065517,-0.0701835037360612,-0.0144666308437621,"cardio_sbp","cog_rt",0.0065509781478196,TRUE
"762","brain_latent_cc2","cog_rt","~","brain_latent_cc2","b",-0.0960696410202678,0,-0.118716779709708,-0.0734225023308273,"cardio_sbp","cog_rt",0,TRUE
"772","brain_latent_cc2","de",":=","c","de",-0.0423250672899117,0.00290367680065517,-0.0701835037360612,-0.0144666308437621,"cardio_sbp","cog_rt",0.0065509781478196,TRUE
"773","brain_latent_cc2","ie",":=","a*b","ie",0.00311284348849098,0.0063628828995963,0.000876769584703185,0.00534891739227878,"cardio_sbp","cog_rt",0.0116933775141588,TRUE
"774","brain_latent_cc2","te",":=","c+a*b","te",-0.0392122238014207,0.0059299082571509,-0.0671427542090295,-0.0112816933938119,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"775","brain_latent_cc2","pm",":=","(a*b)/(c+a*b)","pm",-0.0793845180588355,0.0613361497595322,-0.162540818305002,0.00377178218733092,"cardio_sbp","cog_rt",0.0866197534772019,FALSE
"776","brain_latent_cc3","brain_latent_cc3","~","cardio_sbp","a",0.0164926063430286,0.220026232322908,-0.00986370158394576,0.042848914270003,"cardio_sbp","cog_rt",0.274414739189244,FALSE
"786","brain_latent_cc3","cog_rt","~","cardio_sbp","c",-0.0390546592133563,0.00613448115564363,-0.0669859054407443,-0.0111234129859684,"cardio_sbp","cog_rt",0.0113487901379407,TRUE
"787","brain_latent_cc3","cog_rt","~","brain_latent_cc3","b",-0.00955583355364922,0.324153518384694,-0.0285516545448995,0.00943998743760109,"cardio_sbp","cog_rt",0.379546841146635,FALSE
"797","brain_latent_cc3","de",":=","c","de",-0.0390546592133563,0.00613448115564363,-0.0669859054407443,-0.0111234129859684,"cardio_sbp","cog_rt",0.0113487901379407,TRUE
"798","brain_latent_cc3","ie",":=","a*b","ie",-0.000157600601079841,0.442234183987249,-0.000559580144674379,0.000244378942514697,"cardio_sbp","cog_rt",0.508157292159262,FALSE
"799","brain_latent_cc3","te",":=","c+a*b","te",-0.0392122598144362,0.00592986242882287,-0.0671427901810806,-0.0112817294477917,"cardio_sbp","cog_rt",0.0111943245211973,TRUE
"800","brain_latent_cc3","pm",":=","(a*b)/(c+a*b)","pm",0.00401916650113135,0.458603305992055,-0.00660949947898568,0.0146478324812484,"cardio_sbp","cog_rt",0.525877757904113,FALSE
"801","heart_latent_pc1","heart_latent_pc1","~","cardio_bmi","a",-0.0971400955561844,0,-0.117806205391222,-0.0764739857211469,"cardio_bmi","cog_vismem",0,TRUE
"811","heart_latent_pc1","cog_vismem","~","cardio_bmi","c",-0.0393035759295781,0.000396405778893438,-0.0610493348156414,-0.0175578170435148,"cardio_bmi","cog_vismem",0.00128658015956642,TRUE
"812","heart_latent_pc1","cog_vismem","~","heart_latent_pc1","b",0.0031398060978187,0.742340093969101,-0.0155789584362347,0.0218585706318721,"cardio_bmi","cog_vismem",0.769894754136596,FALSE
"822","heart_latent_pc1","de",":=","c","de",-0.0393035759295781,0.000396405778893438,-0.0610493348156414,-0.0175578170435148,"cardio_bmi","cog_vismem",0.00128658015956642,TRUE
"823","heart_latent_pc1","ie",":=","a*b","ie",-0.000305001064369999,0.742499077235072,-0.00212450762016928,0.00151450549142928,"cardio_bmi","cog_vismem",0.769894754136596,FALSE
"824","heart_latent_pc1","te",":=","c+a*b","te",-0.0396085769939481,0.000340284447922556,-0.061278016298944,-0.0179391376889522,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"825","heart_latent_pc1","pm",":=","(a*b)/(c+a*b)","pm",0.0077003792490854,0.743537996787775,-0.0384297240703655,0.0538304825685363,"cardio_bmi","cog_vismem",0.769894754136596,FALSE
"826","heart_latent_pc2","heart_latent_pc2","~","cardio_bmi","a",-0.323463960234428,0,-0.340153481248959,-0.306774439219898,"cardio_bmi","cog_vismem",0,TRUE
"836","heart_latent_pc2","cog_vismem","~","cardio_bmi","c",-0.0461691584345416,7.3169614428048e-05,-0.068987085010511,-0.0233512318585722,"cardio_bmi","cog_vismem",0.000327493032319086,TRUE
"837","heart_latent_pc2","cog_vismem","~","heart_latent_pc2","b",-0.0202822738080091,0.0730787371036881,-0.0424614118773746,0.00189686426135633,"cardio_bmi","cog_vismem",0.102940860640982,FALSE
"847","heart_latent_pc2","de",":=","c","de",-0.0461691584345416,7.3169614428048e-05,-0.068987085010511,-0.0233512318585722,"cardio_bmi","cog_vismem",0.000327493032319086,TRUE
"848","heart_latent_pc2","ie",":=","a*b","ie",0.00656058460849766,0.0734140313906329,-0.000621944651060555,0.0137431138680559,"cardio_bmi","cog_vismem",0.103151360561522,FALSE
"849","heart_latent_pc2","te",":=","c+a*b","te",-0.039608573826044,0.000340284839000615,-0.0612780132132605,-0.0179391344388274,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"850","heart_latent_pc2","pm",":=","(a*b)/(c+a*b)","pm",-0.165635466636869,0.109507678910804,-0.368483217008337,0.0372122837345994,"cardio_bmi","cog_vismem",0.147159229529046,FALSE
"851","heart_latent_pc3","heart_latent_pc3","~","cardio_bmi","a",0.191094260917157,0,0.170417979274722,0.211770542559593,"cardio_bmi","cog_vismem",0,TRUE
"861","heart_latent_pc3","cog_vismem","~","cardio_bmi","c",-0.0393264277935438,0.000446809058551878,-0.061281258021845,-0.0173715975652426,"cardio_bmi","cog_vismem",0.00141702301426453,TRUE
"862","heart_latent_pc3","cog_vismem","~","heart_latent_pc3","b",-0.00147642725054287,0.875418629931622,-0.0199338419191478,0.0169809874180621,"cardio_bmi","cog_vismem",0.875541815126796,FALSE
"872","heart_latent_pc3","de",":=","c","de",-0.0393264277935438,0.000446809058551878,-0.061281258021845,-0.0173715975652426,"cardio_bmi","cog_vismem",0.00141702301426453,TRUE
"873","heart_latent_pc3","ie",":=","a*b","ie",-0.000282136774240441,0.875423365735427,-0.00380937797634822,0.00324510442786734,"cardio_bmi","cog_vismem",0.875541815126796,FALSE
"874","heart_latent_pc3","te",":=","c+a*b","te",-0.0396085645677842,0.000340285931280881,-0.0612780039601551,-0.0179391251754133,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"875","heart_latent_pc3","pm",":=","(a*b)/(c+a*b)","pm",0.00712312544822484,0.875541815126796,-0.0820148125846131,0.0962610634810627,"cardio_bmi","cog_vismem",0.875541815126796,FALSE
"876","brain_latent_grey","brain_latent_grey","~","cardio_bmi","a",0.0353383450158638,8.8702810562058e-05,0.0176676112842166,0.053009078747511,"cardio_bmi","cog_vismem",0.000393840478895537,TRUE
"886","brain_latent_grey","cog_vismem","~","cardio_bmi","c",-0.0370048060637021,0.000806398203795577,-0.0586511738713623,-0.0153584382560419,"cardio_bmi","cog_vismem",0.00244563389675708,TRUE
"887","brain_latent_grey","cog_vismem","~","brain_latent_grey","b",-0.0736808704634302,4.27988755546949e-11,-0.095581199725718,-0.0517805412011424,"cardio_bmi","cog_vismem",5.27852798507903e-10,TRUE
"897","brain_latent_grey","de",":=","c","de",-0.0370048060637021,0.000806398203795577,-0.0586511738713623,-0.0153584382560419,"cardio_bmi","cog_vismem",0.00244563389675708,TRUE
"898","brain_latent_grey","ie",":=","a*b","ie",-0.00260376002150586,0.000755028408111036,-0.004118635543662,-0.00108888449934973,"cardio_bmi","cog_vismem",0.00231514235636257,TRUE
"899","brain_latent_grey","te",":=","c+a*b","te",-0.039608566085208,0.0003402857523922,-0.0612780054773638,-0.0179391266930521,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"900","brain_latent_grey","pm",":=","(a*b)/(c+a*b)","pm",0.0657372957128649,0.011801137762024,0.0145693417095542,0.116905249716176,"cardio_bmi","cog_vismem",0.0209924085189849,TRUE
"901","brain_latent_atrophy","brain_latent_atrophy","~","cardio_bmi","a",0.050950257053513,8.94028029385652e-09,0.0335822731282722,0.0683182409787538,"cardio_bmi","cog_vismem",8.55492338463856e-08,TRUE
"911","brain_latent_atrophy","cog_vismem","~","cardio_bmi","c",-0.0363031609233061,0.0010268393898909,-0.057975843503972,-0.0146304783426402,"cardio_bmi","cog_vismem",0.00304757145128048,TRUE
"912","brain_latent_atrophy","cog_vismem","~","brain_latent_atrophy","b",-0.0648750667701566,1.16560099350238e-08,-0.0871642638837593,-0.0425858696565539,"cardio_bmi","cog_vismem",1.09645517185393e-07,TRUE
"922","brain_latent_atrophy","de",":=","c","de",-0.0363031609233061,0.0010268393898909,-0.057975843503972,-0.0146304783426402,"cardio_bmi","cog_vismem",0.00304757145128048,TRUE
"923","brain_latent_atrophy","ie",":=","a*b","ie",-0.0033054013283033,5.1501423277811e-05,-0.00490553389752439,-0.00170526875908221,"cardio_bmi","cog_vismem",0.000248550347123349,TRUE
"924","brain_latent_atrophy","te",":=","c+a*b","te",-0.0396085622516094,0.000340286199695505,-0.0612780016227746,-0.0179391228804442,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"925","brain_latent_atrophy","pm",":=","(a*b)/(c+a*b)","pm",0.0834516867162729,0.00632031858145754,0.0235537469737201,0.143349626458826,"cardio_bmi","cog_vismem",0.0116537435638171,TRUE
"926","brain_latent_gMD","brain_latent_gMD","~","cardio_bmi","a",-0.0442396403404108,2.24689205949868e-05,-0.0646953161224285,-0.0237839645583931,"cardio_bmi","cog_vismem",0.00015208568970297,TRUE
"936","brain_latent_gMD","cog_vismem","~","cardio_bmi","c",-0.0388580835823711,0.000444147313584331,-0.0605416417072554,-0.0171745254574868,"cardio_bmi","cog_vismem",0.00141702301426453,TRUE
"937","brain_latent_gMD","cog_vismem","~","brain_latent_gMD","b",0.0169640601968902,0.0797444213275653,-0.00201179799210446,0.0359399183858848,"cardio_bmi","cog_vismem",0.110369460939648,FALSE
"947","brain_latent_gMD","de",":=","c","de",-0.0388580835823711,0.000444147313584331,-0.0605416417072554,-0.0171745254574868,"cardio_bmi","cog_vismem",0.00141702301426453,TRUE
"948","brain_latent_gMD","ie",":=","a*b","ie",-0.0007504839218235,0.105414741834005,-0.0016589361325995,0.000157968288952502,"cardio_bmi","cog_vismem",0.142695565165543,FALSE
"949","brain_latent_gMD","te",":=","c+a*b","te",-0.0396085675041946,0.000340285584620181,-0.0612780068938832,-0.017939128114506,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"950","brain_latent_gMD","pm",":=","(a*b)/(c+a*b)","pm",0.0189475148714738,0.139283784005251,-0.00617075759182883,0.0440657873347764,"cardio_bmi","cog_vismem",0.182748227240932,FALSE
"951","brain_latent_gFA","brain_latent_gFA","~","cardio_bmi","a",0.0212669678208514,0.0482469322911574,0.00016390704930393,0.0423700285923988,"cardio_bmi","cog_vismem",0.0695507725236165,FALSE
"961","brain_latent_gFA","cog_vismem","~","cardio_bmi","c",-0.0393020315944517,0.000378657309256791,-0.0609731376278966,-0.0176309255610068,"cardio_bmi","cog_vismem",0.00124351956590248,TRUE
"962","brain_latent_gFA","cog_vismem","~","brain_latent_gFA","b",-0.0144145758033522,0.124841443468951,-0.0328226320701971,0.00399348046349274,"cardio_bmi","cog_vismem",0.166155877998244,FALSE
"972","brain_latent_gFA","de",":=","c","de",-0.0393020315944517,0.000378657309256791,-0.0609731376278966,-0.0176309255610068,"cardio_bmi","cog_vismem",0.00124351956590248,TRUE
"973","brain_latent_gFA","ie",":=","a*b","ie",-0.000306554319761113,0.225568508207449,-0.000802353096133695,0.000189244456611469,"cardio_bmi","cog_vismem",0.280068282002537,FALSE
"974","brain_latent_gFA","te",":=","c+a*b","te",-0.0396085859142128,0.000340283403975628,-0.0612780252534801,-0.0179391465749455,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"975","brain_latent_gFA","pm",":=","(a*b)/(c+a*b)","pm",0.00773959263340205,0.249822887277774,-0.00544218586564529,0.0209213711324494,"cardio_bmi","cog_vismem",0.30406075096308,FALSE
"976","brain_latent_pc1","brain_latent_pc1","~","cardio_bmi","a",0.0490298574897004,1.99093809860607e-06,0.0288174378389852,0.0692422771404156,"cardio_bmi","cog_vismem",1.53468145100884e-05,TRUE
"986","brain_latent_pc1","cog_vismem","~","cardio_bmi","c",-0.0385626596717838,0.000491793146210728,-0.0602491353991991,-0.0168761839443686,"cardio_bmi","cog_vismem",0.00152483349802768,TRUE
"987","brain_latent_pc1","cog_vismem","~","brain_latent_pc1","b",-0.0213321935896515,0.029414035384894,-0.040529803065216,-0.00213458411408702,"cardio_bmi","cog_vismem",0.044240622326873,TRUE
"997","brain_latent_pc1","de",":=","c","de",-0.0385626596717838,0.000491793146210728,-0.0602491353991991,-0.0168761839443686,"cardio_bmi","cog_vismem",0.00152483349802768,TRUE
"998","brain_latent_pc1","ie",":=","a*b","ie",-0.00104591441164331,0.0477254643782852,-0.00208134707411316,-1.04817491734664e-05,"cardio_bmi","cog_vismem",0.0689782102342403,FALSE
"999","brain_latent_pc1","te",":=","c+a*b","te",-0.0396085740834272,0.000340284805266489,-0.0612780134548641,-0.0179391347119902,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1000","brain_latent_pc1","pm",":=","(a*b)/(c+a*b)","pm",0.0264062626804064,0.0821601650263613,-0.00336747920643362,0.0561800045672463,"cardio_bmi","cog_vismem",0.113148614366329,FALSE
"1001","brain_latent_pc2","brain_latent_pc2","~","cardio_bmi","a",-0.00339550371048685,0.755253729054738,-0.0247450362267347,0.017954028805761,"cardio_bmi","cog_vismem",0.779118623838996,FALSE
"1011","brain_latent_pc2","cog_vismem","~","cardio_bmi","c",-0.0396440520215403,0.000335895753734716,-0.0613124045167036,-0.0179756995263771,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1012","brain_latent_pc2","cog_vismem","~","brain_latent_pc2","b",-0.0104433913130031,0.26076515630888,-0.028644488108276,0.00775770548226973,"cardio_bmi","cog_vismem",0.314618829894409,FALSE
"1022","brain_latent_pc2","de",":=","c","de",-0.0396440520215403,0.000335895753734716,-0.0613124045167036,-0.0179756995263771,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1023","brain_latent_pc2","ie",":=","a*b","ie",3.54605739533683e-05,NA,3.54605739533683e-05,3.54605739533683e-05,"cardio_bmi","cog_vismem",NA,FALSE
"1024","brain_latent_pc2","te",":=","c+a*b","te",-0.039608591447587,0.000340282765795896,-0.0612780308517234,-0.0179391520434505,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1025","brain_latent_pc2","pm",":=","(a*b)/(c+a*b)","pm",-0.000895274804212423,0.764870226250632,-0.00676206249675117,0.00497151288832632,"cardio_bmi","cog_vismem",0.787575093820225,FALSE
"1026","brain_latent_pc3","brain_latent_pc3","~","cardio_bmi","a",0.031449235535317,0.00127476095835588,0.0123160931628878,0.0505823779077462,"cardio_bmi","cog_vismem",0.0037041483344896,TRUE
"1036","brain_latent_pc3","cog_vismem","~","cardio_bmi","c",-0.0385488735780709,0.000489265889239254,-0.0602190265725188,-0.016878720583623,"cardio_bmi","cog_vismem",0.00152483349802768,TRUE
"1037","brain_latent_pc3","cog_vismem","~","brain_latent_pc3","b",-0.0336949822647639,0.00113106702792454,-0.0539795972068649,-0.013410367322663,"cardio_bmi","cog_vismem",0.00333905425796871,TRUE
"1047","brain_latent_pc3","de",":=","c","de",-0.0385488735780709,0.000489265889239254,-0.0602190265725188,-0.016878720583623,"cardio_bmi","cog_vismem",0.00152483349802768,TRUE
"1048","brain_latent_pc3","ie",":=","a*b","ie",-0.00105968143360289,0.0220374237537078,-0.00196675104025754,-0.000152611826948242,"cardio_bmi","cog_vismem",0.0346480741736765,TRUE
"1049","brain_latent_pc3","te",":=","c+a*b","te",-0.0396085550116738,0.00034028706354583,-0.0612779944318364,-0.0179391155915112,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1050","brain_latent_pc3","pm",":=","(a*b)/(c+a*b)","pm",0.0267538523758458,0.0515102989223661,-0.000175319313739607,0.0536830240654313,"cardio_bmi","cog_vismem",0.0734915575884658,FALSE
"1051","heart_latent_cc1","heart_latent_cc1","~","cardio_bmi","a",-0.329332005582822,0,-0.345834905884568,-0.312829105281077,"cardio_bmi","cog_vismem",0,TRUE
"1061","heart_latent_cc1","cog_vismem","~","cardio_bmi","c",-0.0329941085992846,0.00473094665092821,-0.0558867596484923,-0.0101014575500768,"cardio_bmi","cog_vismem",0.0102014406070558,TRUE
"1062","heart_latent_cc1","cog_vismem","~","heart_latent_cc1","b",0.020084425859914,0.0787750601543178,-0.00230941762386688,0.0424782693436949,"cardio_bmi","cog_vismem",0.109849644185041,FALSE
"1072","heart_latent_cc1","de",":=","c","de",-0.0329941085992846,0.00473094665092821,-0.0558867596484923,-0.0101014575500768,"cardio_bmi","cog_vismem",0.0102014406070558,TRUE
"1073","heart_latent_cc1","ie",":=","a*b","ie",-0.00661444424942498,0.0790923062178168,-0.0139972694370239,0.000768380938173972,"cardio_bmi","cog_vismem",0.110015613912001,FALSE
"1074","heart_latent_cc1","te",":=","c+a*b","te",-0.0396085528487096,0.000340287302734499,-0.0612779921958204,-0.0179391135015987,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1075","heart_latent_cc1","pm",":=","(a*b)/(c+a*b)","pm",0.166995352612093,0.114852776815138,-0.0405864585870331,0.37457716381122,"cardio_bmi","cog_vismem",0.153969302252178,FALSE
"1076","heart_latent_cc2","heart_latent_cc2","~","cardio_bmi","a",-0.208349189018801,0,-0.224827172259212,-0.19187120577839,"cardio_bmi","cog_vismem",0,TRUE
"1086","heart_latent_cc2","cog_vismem","~","cardio_bmi","c",-0.0453671302095509,6.1414593946818e-05,-0.0675560729747098,-0.0231781874443919,"cardio_bmi","cog_vismem",0.000279386062626918,TRUE
"1087","heart_latent_cc2","cog_vismem","~","heart_latent_cc2","b",-0.0276391259640856,0.0191615650409001,-0.050765970572521,-0.00451228135565018,"cardio_bmi","cog_vismem",0.0328230512274677,TRUE
"1097","heart_latent_cc2","de",":=","c","de",-0.0453671302095509,6.1414593946818e-05,-0.0675560729747098,-0.0231781874443919,"cardio_bmi","cog_vismem",0.000279386062626918,TRUE
"1098","heart_latent_cc2","ie",":=","a*b","ie",0.00575858947980573,0.0197116311127346,0.000918266018888905,0.0105989129407226,"cardio_bmi","cog_vismem",0.0336614008232852,TRUE
"1099","heart_latent_cc2","te",":=","c+a*b","te",-0.0396085407297451,0.000340288740750205,-0.0612779801217678,-0.0179391013377225,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1100","heart_latent_cc2","pm",":=","(a*b)/(c+a*b)","pm",-0.145387569794541,0.050991348333806,-0.291401776174536,0.000626636585454449,"cardio_bmi","cog_vismem",0.0729386554774803,FALSE
"1101","heart_latent_cc3","heart_latent_cc3","~","cardio_bmi","a",-0.38644760611438,0,-0.403358674440124,-0.369536537788636,"cardio_bmi","cog_vismem",0,TRUE
"1111","heart_latent_cc3","cog_vismem","~","cardio_bmi","c",-0.0384096392765886,0.00117062602245199,-0.0616021377535159,-0.0152171407996613,"cardio_bmi","cog_vismem",0.00341946022347819,TRUE
"1112","heart_latent_cc3","cog_vismem","~","heart_latent_cc3","b",0.00310242540552579,0.776132092311217,-0.0182809428714678,0.0244857936825194,"cardio_bmi","cog_vismem",0.789385440243454,FALSE
"1122","heart_latent_cc3","de",":=","c","de",-0.0384096392765886,0.00117062602245199,-0.0616021377535159,-0.0152171407996613,"cardio_bmi","cog_vismem",0.00341946022347819,TRUE
"1123","heart_latent_cc3","ie",":=","a*b","ie",-0.00119892487111387,0.776136831951622,-0.00946265610157539,0.00706480635934764,"cardio_bmi","cog_vismem",0.789385440243454,FALSE
"1124","heart_latent_cc3","te",":=","c+a*b","te",-0.0396085641477025,0.000340285978750687,-0.0612780035306005,-0.0179391247648044,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1125","heart_latent_cc3","pm",":=","(a*b)/(c+a*b)","pm",0.0302693343450426,0.776821868940771,-0.179023538299425,0.23956220698951,"cardio_bmi","cog_vismem",0.789385440243454,FALSE
"1126","brain_latent_cc1","brain_latent_cc1","~","cardio_bmi","a",-0.309671109298899,0,-0.327273915150784,-0.292068303447014,"cardio_bmi","cog_vismem",0,TRUE
"1136","brain_latent_cc1","cog_vismem","~","cardio_bmi","c",-0.0360855598145712,0.00177990793872662,-0.0587202316144344,-0.013450888014708,"cardio_bmi","cog_vismem",0.00477683041650523,TRUE
"1137","brain_latent_cc1","cog_vismem","~","brain_latent_cc1","b",0.0113765855685905,0.2905337420432,-0.00971965098917493,0.0324728221263558,"cardio_bmi","cog_vismem",0.347235298710134,FALSE
"1147","brain_latent_cc1","de",":=","c","de",-0.0360855598145712,0.00177990793872662,-0.0587202316144344,-0.013450888014708,"cardio_bmi","cog_vismem",0.00477683041650523,TRUE
"1148","brain_latent_cc1","ie",":=","a*b","ie",-0.00352299987305925,0.290771484394145,-0.0100591151541593,0.00301311540804078,"cardio_bmi","cog_vismem",0.347235298710134,FALSE
"1149","brain_latent_cc1","te",":=","c+a*b","te",-0.0396085596876304,0.000340286508909493,-0.0612779990914056,-0.0179391202838553,"cardio_bmi","cog_vismem",0.00114460758252342,TRUE
"1150","brain_latent_cc1","pm",":=","(a*b)/(c+a*b)","pm",0.0889454173755142,0.310940288393905,-0.0831045638747754,0.260995398625804,"cardio_bmi","cog_vismem",0.367957057694279,FALSE
"1151","brain_latent_cc2","brain_latent_cc2","~","cardio_bmi","a",-0.156762699036545,0,-0.172988974820741,-0.140536423252348,"cardio_bmi","cog_vismem",0,TRUE
"1161","brain_latent_cc2","cog_vismem","~","cardio_bmi","c",-0.0486133852497946,1.42782736993752e-05,-0.0705697524222735,-0.0266570180773156,"cardio_bmi","cog_vismem",0.000101595409014785,TRUE
"1162","brain_latent_cc2","cog_vismem","~","brain_latent_cc2","b",-0.0574423412529483,1.93400567405355e-06,-0.0810936382830621,-0.0337910442228345,"cardio_bmi","cog_vismem",1.51179316774609e-05,TRUE
