"","mediator","lhs","op","rhs","label","est.std","pvalue","ci.lower","ci.upper","pvalue_adj","significant"
"51","brain_latent_grey","te",":=","c+a*b","te",-0.0717810682927862,6.48106752665356e-05,-0.107000921113624,-0.0365612154719486,6.48120860180512e-05,TRUE
"52","brain_latent_grey","pm",":=","(a*b)/(c+a*b)","pm",0.435009336195621,0.000110760305345625,0.214454864893497,0.655563807497746,0.00074045469567352,TRUE
"53","brain_latent_atrophy","brain_latent_atrophy","~","cardio_latent_gvrf","a",-0.116580752248445,1.11022302462516e-15,-0.145124563275117,-0.0880369412217725,2.22044604925031e-15,TRUE
"57","brain_latent_atrophy","cog_latent_g","~","cardio_latent_gvrf","c",-0.0482029069115209,0.00671441672985074,-0.0830560620477265,-0.0133497517753153,0.00895255563980098,TRUE
"58","brain_latent_atrophy","cog_latent_g","~","brain_latent_atrophy","b",0.202247435780896,0,0.180759721362428,0.223735150199364,0,TRUE
"62","brain_latent_atrophy","de",":=","c","de",-0.0482029069115209,0.00671441672985074,-0.0830560620477265,-0.0133497517753153,0.00895255563980098,TRUE
"63","brain_latent_atrophy","ie",":=","a*b","ie",-0.0235781582036558,2.15605311382205e-13,-0.0298751431130124,-0.0172811732942992,8.62421245528822e-13,TRUE
"64","brain_latent_atrophy","te",":=","c+a*b","te",-0.0717810651151767,6.48107268286235e-05,-0.10700091803895,-0.0365612121914038,6.48120860180512e-05,TRUE
"65","brain_latent_atrophy","pm",":=","(a*b)/(c+a*b)","pm",0.328473228501463,0.000178234080618234,0.156703808161756,0.50024264884117,0.00074045469567352,TRUE
"66","brain_latent_gMD","brain_latent_gMD","~","cardio_latent_gvrf","a",0.138660638381844,6.66133814775094e-16,0.104970526722106,0.172350750041583,1.52259157662879e-15,TRUE
"70","brain_latent_gMD","cog_latent_g","~","cardio_latent_gvrf","c",-0.0667652873115304,0.000209569538119014,-0.102063576787319,-0.0314669978357417,0.000372568067767137,TRUE
"71","brain_latent_gMD","cog_latent_g","~","brain_latent_gMD","b",-0.0361727792474513,0.000145682836466543,-0.0548382495977109,-0.0175073088971916,0.000211902307587699,TRUE
"75","brain_latent_gMD","de",":=","c","de",-0.0667652873115304,0.000209569538119014,-0.102063576787319,-0.0314669978357417,0.000372568067767137,TRUE
"76","brain_latent_gMD","ie",":=","a*b","ie",-0.00501574066249713,0.000592220883479877,-0.00787752674361282,-0.00215395458138143,0.00105283712618645,TRUE
"77","brain_latent_gMD","te",":=","c+a*b","te",-0.0717810279740276,6.48112897287945e-05,-0.107000880818648,-0.0365611751294069,6.48120860180512e-05,TRUE
"78","brain_latent_gMD","pm",":=","(a*b)/(c+a*b)","pm",0.0698755758180555,0.00874953303565706,0.0176368733050803,0.122114278331031,0.0155547253967237,TRUE
"79","brain_latent_gFA","brain_latent_gFA","~","cardio_latent_gvrf","a",-0.0873073715677642,8.29261790125102e-07,-0.122028777227767,-0.0525859659077615,1.20619896745469e-06,TRUE
