"","Mode1","Mode2","Mode3","Mode4","Mode5","Mode6","Mode7","Mode8","Mode9","Mode10"
"heart_cmr_Ecc_AHA_4",0.0537542631198375,-0.0309713127614424,0.0297087898093122,-0.0486953505126725,0.0224716151449863,-0.0666638633165933,-0.009832115605963,-0.122415704109324,0.0438429342159624,0.0285809073734905
"heart_cmr_Ecc_AHA_5",-0.270601265170537,-0.0476486404422863,-0.0552825227294659,0.114482219075129,-0.00702859115222037,-0.0308802493229876,-0.121035590353916,-0.105382609920927,-0.0258139804531756,-0.0452826551952952
"heart_cmr_Ecc_AHA_6",-0.0981288385594018,-0.0189219285305716,0.0131674721802272,0.0883271280028675,-0.00131766265842476,-0.0817715573832423,-0.051091831772641,-0.12210289758286,0.00941042667818422,0.0467742395050159
"heart_cmr_Ecc_AHA_7",-0.296789016624517,-0.0849649739557896,0.074701787536759,-0.0817349515506234,-0.0446878878664236,-0.0463899990610891,0.0844874591895643,-0.0675265275113295,0.0585470214385657,0.0107011071484579
"heart_cmr_Ecc_AHA_8",-0.23598147872168,-0.0327366390157925,0.0323648353221147,0.089231191154361,-0.0164432177943386,0.0589175486768403,0.0447791086900382,-0.0824548164922187,-0.0173086020339738,-0.0445983310547602
"heart_cmr_Ecc_AHA_9",-0.10224545957795,-0.272344236472659,0.0411888606219716,-0.10543643826165,0.0641054436872,-0.118757988822038,0.0172455082439739,-0.0184416420717795,-0.0198048248604714,0.0214251541735406
"heart_cmr_Ecc_AHA_10",-0.0132231020103938,-0.0856254469693718,-0.047428854829672,-0.000629087923409699,0.0483617410953336,-0.0223608961936162,-0.00480006311791278,-0.133821994426506,0.0515989117280113,-0.0162140646273105
"heart_cmr_Ecc_AHA_11",-0.206216615788242,-0.0892232389298623,-0.0145178947828541,0.165518415445168,0.036505918883483,0.00803444564323069,-0.0369135771285196,0.0213138714110274,-0.00103642735826002,-0.0326893108553488
"heart_cmr_Ecc_AHA_12",-0.251054900599545,-0.0624269981563285,-0.027791686164487,0.0870319084215327,0.00914455978746923,-0.0138988341147254,-0.0156169062599204,-0.0788526533564965,-0.0470832886100798,-0.076898405169506
"heart_cmr_Ecc_AHA_13",-0.24417561062716,-0.102575520972277,0.0566983267366395,0.102150884907302,0.00119900126315318,-0.0536431381926943,-0.0457609179622218,-0.083670408335403,0.00693510320749957,0.0259982336500026
"heart_cmr_Ecc_AHA_14",-0.191832498066318,-0.0143173366426062,0.0669186898129662,0.0634280393489663,0.0582215519801317,-0.0893713321387642,-0.0257469629596364,-0.111480242564647,-0.1008397821123,0.044510906363318
"heart_cmr_Ecc_AHA_15",0.075299612354336,0.0113533518085195,0.00924197121227065,0.0562734960002252,0.0666638007513908,-0.0556168284420934,-0.107251853629228,-0.120728365406233,0.00426573522646987,0.044876637823438
"heart_cmr_Ecc_AHA_16",-0.0915855489744233,-0.0737092080930098,0.00758858316810771,0.125659405466112,0.162240488332656,-0.0475690281918025,-0.097121528490404,-0.0659722213814017,0.00505242755836035,-0.0237321749997702
"heart_cmr_Ecc_Global",-0.351804749855238,-0.0553123848804155,0.0148341456628619,0.0708653642954908,0.0431494560492953,-0.0675235831375618,-0.0759547174240739,-0.138158452534136,0.00265990343451198,-0.00626060126646374
"heart_cmr_Err_AHA_1",0.105664690898834,0.0943384603634128,0.0401042237485875,-0.0163201648525465,-0.0105634321584142,0.126400645973708,0.0468650760277163,0.0223677213460738,0.0257328569694939,-0.00574868492138389
"heart_cmr_Err_AHA_2",0.287069431812968,0.0325950812638352,0.0893209954954258,0.0177820541548047,-0.10138204427995,0.0276418603365562,0.00812087550137437,0.0872058940508604,0.028198931930252,-0.0167618173377751
"heart_cmr_Err_AHA_3",0.373659657252842,-0.138257440939801,0.090133992523283,-0.0817822453623711,-0.0442198876062292,-0.0826262360456813,0.0702840581524423,0.00381354473228895,0.0404192975781931,0.0696941659543217
"heart_cmr_Err_AHA_4",0.364706801369614,-0.173998120577376,0.0488744072987925,-0.112165206183318,0.106115119876085,-0.0561307496657535,0.0243101679861229,0.0640863492751731,0.0696851268991523,-0.00593096820850724
"heart_cmr_Err_AHA_5",0.236033397302894,0.0809662337392475,0.0054568541954521,-0.0748564980993706,0.093490554658814,0.0911591399419607,0.0726627995428067,0.118529353370232,0.0601909803482793,-0.018380877022591
"heart_cmr_Err_AHA_6",0.0212797157783166,0.0929151086282098,0.0225141251708516,-0.0403276386982313,0.0634384582587561,0.151934116153119,0.0696394744803162,0.00992836458908338,-0.0342339099067164,0.0343768256727954
"heart_cmr_Err_AHA_7",0.19455109987797,0.213734746129953,-0.0498383996298811,-0.0945568900194239,0.0487566431950874,0.111010052584671,-0.00341930087636221,0.00864393300587833,-0.0432626591186178,-0.00965108244046262
"heart_cmr_Err_AHA_8",0.122090550835108,0.316989671963275,-0.0885766453440178,-0.143363346212123,0.0371123705469908,0.0547547043856492,-0.0111378826871137,0.0159342187861521,-0.0289211930172675,-0.0170090420406663
"heart_cmr_Err_AHA_9",0.190112573143252,0.271846540196972,-0.0642976880326461,-0.126956900398984,-0.0354816469631152,0.0664684249381244,-0.0082813400870531,0.0549604503195187,0.0458288896085161,-0.0242834661423447
"heart_cmr_Err_AHA_10",0.213055569394659,0.167911643631823,-0.00841184914774807,-0.0996602141029088,-0.0390841093015892,0.00157729183767853,-0.0355544857460118,0.0780730422178699,0.0543033113289085,0.0364460229088429
"heart_cmr_Err_AHA_11",0.264709062206578,0.0690964698235424,0.060765506084593,-0.0702506156616558,0.0627607557674548,0.0484315531475446,0.017254479999309,0.0419851200156985,0.0845637243448618,0.00842941273045482
"heart_cmr_Err_AHA_12",0.26785267938629,0.0858937510578005,-0.0194120664979188,-0.0435396718774982,0.0797734103349734,0.0847526904953708,-0.0023036928516039,0.0511178264715729,0.0190631436708585,-0.0489304257813045
"heart_cmr_Err_AHA_13",0.0499764667469585,0.220570744334002,-0.139104421327901,-0.099528891725546,0.144267561424534,0.067685734805888,0.0470892358977751,0.0767081646411222,0.0257195732515128,0.0117664289329009
"heart_cmr_Err_AHA_14",0.0373351210850628,0.243623579160382,-0.121595595062832,-0.202633351239863,0.0300517124195206,0.098051190371365,0.0119541020689133,0.0218156921734061,0.0802561123767183,-0.0141551441651031
"heart_cmr_Err_AHA_15",0.117760787973293,0.190994366268529,-0.0255599788691887,-0.16051482908859,-0.0106091813152459,0.0273997570146069,0.00949705802196816,0.0454176461160394,0.0757462654625464,0.039688871129521
"heart_cmr_Err_AHA_16",0.0788864876990091,0.10170543294387,-0.0266320805340268,-0.1153748798625,0.0638725797649548,0.0322658193845124,0.0668532085106384,0.0992527165269687,0.0235873189268146,-0.0204368903168932
"heart_cmr_Err_Global",0.310816220879076,0.200226484871502,-0.0339698664894121,-0.160225659369491,0.0645492146059864,0.0736005081921811,0.0443784724859194,0.0924990846419108,0.0511849189001297,0.0112709471523184
"heart_cmr_Ell_1",-0.0160887060025641,0.135740201377444,0.0369663217557554,-0.0694246490120377,0.0694985138231113,-0.0180599469949603,0.0327729988427215,-0.01602544740208,0.00686940526602618,0.0861628285126838
"heart_cmr_Ell_2",0.0246056103062357,-0.125547322505686,0.229152945960234,-0.0979156591815012,-0.0894742785022248,-0.0115142395828824,0.0425116054371767,-0.000851626426362267,0.0329293599890666,0.0349088069541191
"heart_cmr_Ell_3",-0.174770119566507,-0.111971831840355,0.00772262046899151,-0.12482055049459,0.0704873875952709,-0.0337900858798939,-0.067436962341935,-0.0602085438871606,-0.0745753729320149,-0.0601580419468318
"heart_cmr_Ell_4",-0.321202856714988,-0.0111365164461221,0.000317217084566759,-0.0969817726709534,0.0376383143010725,-0.0871929601300969,-0.0241627053919398,0.00414891605950048,0.0527015485248568,-0.0938019870939388
"heart_cmr_Ell_5",-0.00721496532971136,-0.0271149171330988,-0.0607394742855007,0.0155820418081134,0.0321849637036397,-0.0916636590517051,0.0166458230390647,0.0434139721096912,0.0295603536309103,0.0450811396617345
"heart_cmr_Ell_6",-0.159729216788824,-0.0138428141199734,-0.0456850517781068,0.0703388889028866,0.0431437319159937,-0.119636321088279,-0.0711261347467111,-0.0509244210042513,-0.0965956432985618,-0.0443000399218434
"heart_cmr_Ell_Global",-0.226968268804924,-0.0504192555460496,0.087632434814284,-0.0969802704093197,0.0316236405136853,-0.116491678997575,-0.0121667055944398,-0.0603974173640439,-0.0355789679448941,-0.0227763975812965
"heart_shape_Volume_LV_ED",-0.735435366416814,-0.255121864156427,-0.0532959638501289,-0.0120639327910348,0.0222661654148767,0.15119610126728,0.0492520861862038,-0.0640666304430726,0.0323243348545839,0.0670002189016541
"heart_shape_SurfaceArea_LV_ED",-0.771190171879143,-0.191655999744248,-0.0796593722426382,-0.0100023383315256,0.00132620966443533,0.119279177139148,0.0380494063497421,-0.0653673906946457,0.0207328430134915,0.0561677653479937
"heart_shape_SurfaceAreatoVolumeRatio_LV_ED",0.499777493920794,0.348536120381187,-0.0214406936971511,-0.0297933516311868,-0.0535268452114016,-0.191757795241286,-0.0869128603922148,0.0151066618824989,-0.0258794533897225,-0.0595959548728567
"heart_shape_Sphericity_LV_ED",0.331333246033356,-0.193313224349565,0.125486807056673,0.0255702722207219,0.0644654551850378,0.100960959568312,0.0460290792925076,0.0326648232356825,0.0171822241173223,0.0228278630613494
"heart_shape_Max3Ddiameter_LV_ED",-0.645455047428681,-0.172525861252152,-0.0498802652220834,-0.0307326450673617,-0.000482429493774982,0.0426362397443472,-0.0190124923702716,-0.0258764272033626,0.0132163730117531,0.0056594530330776
"heart_shape_Max2DdiameterSlice_LV_ED",-0.484539940747572,-0.134963144264829,-0.0735857943233841,-0.00761045241156119,0.0264920961336178,0.0575592297940035,-0.048316505314894,-0.073988777075035,0.00113890836267842,0.0790813558974331
"heart_shape_Max2DdiameterColumn_LV_ED",-0.706293226779462,-0.222983224741622,-0.0465254648117454,-0.0206587663313022,0.0102230564166996,0.0952297440663769,0.0433731905506632,-0.0254442244401785,0.0324056368875075,-0.0055279008911327
"heart_shape_Max2DdiameterRow_LV_ED",-0.640595892389794,-0.187787589712687,-0.0543246407058252,-0.0351705854234882,0.00914716394547247,0.056393248510354,-0.0146913140282506,-0.0261452024743065,0.00023151273866745,0.00957267762261422
"heart_shape_MajorAxis_LV_ED",-0.715393558679718,-0.162500951522036,-0.0586023385024332,-0.0425620700060427,-0.00722612762273421,0.0843360589573855,0.00456492535971021,-0.0255893854447209,0.020193049575898,0.0190911555122294
"heart_shape_MinorAxis_LV_ED",-0.607689537626537,-0.248302646207912,-0.0772073465420969,0.0374286755524713,0.00741425292688761,0.120568423775401,0.0706772563160688,-0.0811056935382182,0.0229094559034804,0.0890766054320467
"heart_shape_LeastAxis_LV_ED",-0.645327694141153,-0.19627748695724,-0.0495527291356934,0.0225292199152173,0.0313649300798671,0.162389088302077,0.045605818762614,-0.0333526330379847,0.0186371410702037,0.0434084827757966
"heart_shape_Elongation_LV_ED",0.190647904000494,-0.0465707814032657,-0.00803956348769985,0.0778451780721167,0.00557186089563849,0.0248755995888177,0.0447411105698865,-0.0440549658259875,0.00679435934393976,0.0701518705079851
"heart_shape_Flatness_LV_ED",0.171642029449241,0.00383626314659093,0.0175508720423629,0.068553856073371,0.0257120931405825,0.0640575527099002,0.0262008873202111,0.00133927365488675,0.00470649301789875,0.0321758081395463
"heart_shape_Volume_LV_ES",-0.679046005969715,-0.227004248920827,0.00790806001939624,0.0210577170845736,0.0285771390768932,0.0892818843378816,0.0515917741272422,-0.139059009298181,0.024679151024429,0.031745577090336
"heart_shape_SurfaceArea_LV_ES",-0.732454811019917,-0.166897731865677,-0.0108071164217557,0.0187972285959112,0.0168223785422494,0.0659339269590643,0.0419914368195344,-0.126974297637583,0.00574148643962248,0.014971962702747
"heart_shape_SurfaceAreatoVolumeRatio_LV_ES",0.476582170429878,0.350173762141349,-0.0618970643087505,-0.082169486181234,-0.0527285437685849,-0.1205825343861,-0.0838940805293596,0.0975952666828618,-0.0220614517173566,-0.0466165813343522
"heart_shape_Sphericity_LV_ES",0.360148229005262,-0.243843053434533,0.0927091004901421,0.0494294176935856,0.0383314153742857,0.0796298657379453,0.037662395772146,-0.00275837974091565,0.0490425175230526,0.0517026135115571
"heart_shape_Max3Ddiameter_LV_ES",-0.628142740836558,-0.142543899553033,-0.0169390701784549,-0.0125056976886518,0.0298783836697582,-0.00881885378859655,0.0160210648105903,-0.114839757468211,-0.0339072006416296,-0.030220805133641
"heart_shape_Max2DdiameterSlice_LV_ES",-0.541751821269904,-0.0100464961173017,-0.0253824490991109,-0.0150470460242997,0.00587105054286242,0.005582793317847,-0.0514493239856915,-0.0546114178427495,-0.00791843098722748,-0.0154780468055546
"heart_shape_Max2DdiameterColumn_LV_ES",-0.660005444578461,-0.175353670274119,-0.0214712386537394,0.00712722624654364,0.0590376355027758,0.0231359458112033,0.0616027584737601,-0.0965846123806664,-0.0160105310345863,-0.0088378097174875
"heart_shape_Max2DdiameterRow_LV_ES",-0.629005351025503,-0.174207313438703,-0.00978463774304503,-0.024560598954095,0.0325474500407732,0.010200396083492,0.0119052701385644,-0.10680786070161,-0.0552956681717015,-0.0195392510398693
"heart_shape_MajorAxis_LV_ES",-0.691123330511227,-0.106421158688331,0.0214123261400703,-0.017347305908073,0.0320170373198686,0.028401913521003,0.0212731132098319,-0.0866029496784375,0.00196904304775652,-0.00138119420925658
"heart_shape_MinorAxis_LV_ES",-0.643891879150677,-0.12221664561124,-0.0258005989493035,0.0449673210184722,0.00281491946821304,0.063528992187121,0.0291016327909321,-0.104506643058184,-0.000703086988443571,0.0286690888385661
"heart_shape_LeastAxis_LV_ES",-0.622073005530259,-0.21969152347218,-0.0158116618306194,0.0566029658604098,-0.00318866012347584,0.0762375787192515,0.0441607899944503,-0.116884220892292,0.00686310681180822,0.0171532439202684
"heart_shape_Elongation_LV_ES",0.108660843753247,-0.00271577021044101,-0.0481872215518617,0.0632420216892025,-0.0467013235028004,0.0300867850428115,-0.00255305772170924,-0.0135661490124266,-0.0033031833937735,0.0406206506764826
"heart_shape_Flatness_LV_ES",0.152582366834067,-0.100801314325603,-0.034852299681051,0.0743845219411435,-0.0553125986851857,0.0371404371676227,0.0118970201992814,-0.0237568845388169,0.00653834000417787,0.0238549025795327
"heart_shape_Volume_RV_ED",-0.776932727090899,-0.291290482061758,0.00310257800867381,0.0792904647897716,0.0208802001726695,0.106984363747272,0.0582432507203354,-0.0331630126110162,0.0155856301382444,0.0354098795886049
"heart_shape_SurfaceArea_RV_ED",-0.748603872969851,-0.336805555226152,0.0608104910634106,0.0280116417453299,0.0070017240186146,0.10175691353751,0.0872188468632923,-0.0420586422270008,0.0157303222240179,0.0659728888191745
"heart_shape_SurfaceAreatoVolumeRatio_RV_ED",0.689057269436669,0.15825699541368,0.101528870993004,-0.174292004505709,-0.0497916356844159,-0.105036094738201,-0.0330523075814569,-0.0220932176137268,-0.0119017970706097,0.0260304138986546
"heart_shape_Sphericity_RV_ED",-0.0497928505286137,0.200056907204132,-0.221902333900048,0.201112706194166,0.0611916515738833,0.0168082368652281,-0.0869077908775389,0.0632635260064507,-0.00120191475735057,-0.122791812127754
"heart_shape_Max3Ddiameter_RV_ED",-0.639793897590757,-0.314828886461822,0.00450617051942087,-0.0142842892079087,-0.0512609377060452,0.0395187522869044,0.0479198488191082,-0.037340135225708,0.00641328626531943,0.0428903060612993
"heart_shape_Max2DdiameterSlice_RV_ED",-0.438205027219309,-0.348422000441844,0.124873205884295,-0.0423186757440306,-0.00588937606388405,0.0265224023897321,0.0671536380998157,-0.00578920238712875,0.0493006048660533,0.130343019869309
"heart_shape_Max2DdiameterColumn_RV_ED",-0.6225473724555,-0.274494329618885,-0.0406281958139459,0.0287586693584139,-0.0322818178986734,0.0767478821289799,0.119314868584244,-0.0526822093313307,-0.0264010238126227,0.0249568182672658
"heart_shape_Max2DdiameterRow_RV_ED",-0.58468339376197,-0.277459011469042,-0.00625684330921611,-0.00100509893978822,-0.0414041009823271,0.0911333030027113,0.0300940837963219,-0.0478307741025442,0.0846653738244701,0.0905886670371154
"heart_shape_MajorAxis_RV_ED",-0.609605544276982,-0.410202222539374,0.0546965601934027,-0.0524732972514234,-0.0465266380818975,0.0938137254267661,0.0788568273920913,-0.00582997883054905,0.0370118340488466,0.105700227137466
"heart_shape_MinorAxis_RV_ED",-0.550228604101507,-0.357910419209607,0.0747303655024545,0.00247696683380362,0.0624856516383274,0.0783572585537161,0.0866834357545833,-0.0483478008368304,-0.00835309346831964,0.0224572901518068
"heart_shape_LeastAxis_RV_ED",-0.69017398360599,-0.0531744480658624,0.00599043101668841,0.145256987379193,-0.0271949927114049,0.143477027727573,0.0592729754691023,-0.0209986856253774,-0.0237254444478209,0.0476871755839283
"heart_shape_Elongation_RV_ED",-0.0806783647925408,-0.0347601725585769,0.0327668518779249,0.0428210318794404,0.104764170122369,0.00728224867000332,0.0254725064397552,-0.0485097571351585,-0.0382813143668352,-0.0681931526193103
"heart_shape_Flatness_RV_ED",-0.0821767354366494,0.342668278354333,-0.0446528651428423,0.17969353158629,0.0191275071716357,0.0490285377350271,-0.0239502991195291,-0.0135474430557073,-0.0617951871228035,-0.0540123371236682
"heart_shape_Volume_RV_ES",-0.744748301617288,-0.284001841912484,0.0449921162112902,0.0917624813987277,0.0288097940725945,0.0489630139157976,0.070583410388715,-0.0499692418930069,0.0412633542372783,0.0181906694233679
"heart_shape_SurfaceArea_RV_ES",-0.748544036415592,-0.310709124618958,0.0713090954636799,0.0616415792072278,0.020139034234698,0.0526695473666035,0.0816826913534023,-0.0486816342661351,0.0161944948572119,0.0456188431917673
"heart_shape_SurfaceAreatoVolumeRatio_RV_ES",0.663565735199421,0.20513691926931,0.00251728913313244,-0.161372165359287,-0.065238774776497,-0.0453506307001231,-0.0828336136812489,0.00884775355877858,-0.068393510792292,0.0165439360749421
"heart_shape_Sphericity_RV_ES",-0.0755479801792299,0.1043927263363,-0.118958100164065,0.179505702261944,0.0691555989970891,-0.00173477466802479,-0.00964068328028763,0.0252847435644792,0.117480590199532,-0.120854178507303
"heart_shape_Max3Ddiameter_RV_ES",-0.641573588341291,-0.191741487954872,-0.0183305370995975,-0.00153907678413095,-0.0298331082464328,0.0266230612744505,0.000730985770312778,-0.0192923810602817,0.0446089534139108,0.0433230830404253
"heart_shape_Max2DdiameterSlice_RV_ES",-0.484887986779803,-0.18708960801717,0.0396548957510086,-0.00745716068122268,-0.0395168999308668,0.028900032873429,0.0245231190803423,-0.00607260567651455,0.069895742863804,0.0918416605347183
"heart_shape_Max2DdiameterColumn_RV_ES",-0.585662432408234,-0.241327371620799,-0.0331209476379725,0.0679200487485029,-0.03526427775211,0.0357200143261285,0.0856805390513932,-0.0236024876432893,0.0376239523785823,-0.0215026800480466
"heart_shape_Max2DdiameterRow_RV_ES",-0.481242045457852,-0.247180818819086,0.0603181323552459,0.023642274760686,0.0131379714335489,0.0568590892217803,0.0197555421613783,-0.00810783786630891,0.0537873430254317,0.086538519868168
