,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
heart_shape_MajorAxis_LV_ES,0.081058053,-0.037764538,0.026508969,0.00751363,-0.012009487,0.048637247,-0.115808761,-0.0193147,0.000702075,0.001202612
heart_shape_Max3Ddiameter_MYO_ED,0.074452467,-0.037738218,0.031214034,0.023371146,0.011210809,-0.013119786,-0.129315719,-0.039363684,0.022591226,-0.036805317
heart_texture_ClusterShade_glcm_MYO_ED,-0.025963152,-0.037629569,0.018892047,0.08964418,-0.150767055,-0.035595866,0.01826079,0.010130093,0.080212265,-0.001267516
heart_shape_MajorAxis_LV_ED,0.081339738,-0.037415122,0.020790967,0.036354745,0.014948721,0.011357254,-0.162954394,-0.045553341,0.024788683,0.009711536
heart_texture_ClusterProminence_glcm_MYO_ES,-0.013101093,-0.036027224,0.027356055,0.092166828,-0.120522469,0.003243879,0.027035899,0.009006757,0.106399502,-0.066708265
heart_texture_DependenceNonUniformity_gldm_MYO_ES,0.082587809,-0.035780315,0.069612906,0.035334874,0.019589544,0.025093295,0.008164191,0.068697467,-0.069180498,-0.012375163
heart_shape_Max2DdiameterRow_MYO_ES,0.073349487,-0.035249549,0.031176364,0.003848687,-0.004211532,0.021568175,-0.094813475,-0.006239854,0.011754383,-0.039217438
heart_intensity_RobustMeanAbsoluteDeviation_MYO_ED,-0.067500434,-0.034663843,0.077450516,0.061303835,0.022442778,-0.03374734,0.003768799,0.04737799,0.132307193,0.004498901
heart_shape_Max2DdiameterSlice_MYO_ED,0.059131798,-0.033419199,0.048941045,-0.014267607,0.017443653,-0.075803837,0.015122712,0.009880182,-0.019242978,-0.084452563
heart_texture_ClusterShade_glcm_MYO_ES,-0.012814603,-0.03308418,0.026026937,0.09847956,-0.144949021,0.002331165,0.024913664,0.009495668,0.086766343,-0.062569739
heart_shape_Max3Ddiameter_MYO_ES,0.070941611,-0.031890873,0.033262422,0.006377493,-0.007229131,0.011743475,-0.090234621,-0.011684615,0.012239627,-0.040431028
heart_cmr_Ecc_AHA_9,0.011402193,-0.031197369,0.019056697,-0.088357201,-0.033447512,-0.025473303,0.022572171,0.078271099,0.007342081,0.058835017
heart_cmr_Ecc_AHA_13,0.02666548,-0.031136877,0.032587483,-0.130323479,-0.053378574,0.062170543,0.04797333,-0.007841278,0.073495144,0.020686676
heart_intensity_InterquartileRange_MYO_ED,-0.063396364,-0.030823085,0.073230449,0.05278475,0.048360008,-0.033297979,-0.001523102,0.060292177,0.13590016,0.014848426
heart_cmr_Ecc_Global,0.040752577,-0.030578438,0.043761036,-0.156713806,-0.074887289,0.073606442,0.027097854,0.029917305,0.094667611,0.034149388
heart_shape_Max2DdiameterSlice_LV_ES,0.062135343,-0.030360186,0.049910535,-0.044847747,-0.005100711,-0.022384706,0.003852095,-0.004535208,0.022053006,-0.057888487
heart_cmr_LASV,0.040960106,-0.030315345,0.039045378,0.054161748,0.073014524,-0.099360466,0.019361489,-0.085610133,-0.003603106,-0.008827435
heart_intensity_Kurtosis_MYO_ED,0.004980347,-0.028890536,-0.067480929,0.000163582,-0.09211362,-0.069587444,-0.033509212,0.036869669,-0.069401252,0.161817056
heart_shape_Volume_MYO_ED,0.102885879,-0.026560618,0.032003383,0.03994805,0.005629233,-0.001926725,0.001407058,0.042730321,0.001759309,-0.017008701
heart_cmr_LVM,0.102885879,-0.026560615,0.032003384,0.039948051,0.005629229,-0.001926721,0.001407056,0.042730322,0.00175931,-0.017008698
heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ES,-0.065225788,-0.02546615,0.105148654,-0.056257994,-0.020606782,0.011050886,-0.035108987,0.081751035,-0.10503184,-0.017093339
heart_texture_ShortRunEmphasis_glrlm_MYO_ES,-0.066152362,-0.025403077,0.104824403,-0.054912438,-0.020540493,0.014867817,-0.035133908,0.083778363,-0.100461176,-0.006512352
heart_texture_RunPercentage_glrlm_MYO_ES,-0.068624398,-0.024859998,0.107798865,-0.052170565,-0.001324989,0.025475667,-0.02825337,0.06562809,-0.104671354,0.010153152
heart_cmr_Ell_2,-0.009403102,-0.023578977,-0.009200485,-0.025393996,-0.045495883,0.029928186,0.011278921,0.033226955,-0.015950833,-0.047059337
heart_cmr_Ecc_AHA_14,0.021924813,-0.023468736,0.023979536,-0.132831668,-0.052764541,0.026707739,0.047256024,0.037880408,0.056683975,0.060215442
heart_texture_Correlation_glcm_MYO_ED,0.032615675,-0.022917833,0.011799527,0.081913302,0.04208721,0.035500787,0.039722019,0.059577997,0.163029128,0.046739239
heart_shape_Volume_MYO_ES,0.102534122,-0.022496059,0.026837479,0.047758211,0.005797402,0.007212559,0.010627842,0.048164671,0.001636219,-0.022342789
heart_cmr_LAV.min,0.036181908,-0.022455949,0.05035649,0.011955265,0.016478641,-0.04986424,0.050576527,-0.030730795,-0.015727048,-0.025162631
heart_texture_ShortRunEmphasis_glrlm_MYO_ED,-0.089492982,-0.02190817,0.062435768,-0.039682306,0.049450468,-0.08028618,-0.048487375,0.01075623,0.018412643,-0.034788684
heart_shape_Max2DdiameterSlice_MYO_ES,0.058878749,-0.021825307,0.041937215,-0.015966915,-0.002136904,-0.039021308,-0.000210006,0.027215765,-0.000916585,-0.08149109
heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ED,-0.088010752,-0.020505448,0.064261146,-0.041050509,0.045718964,-0.084475002,-0.049252725,0.015307865,0.012285019,-0.045987297
heart_shape_Elongation_RV_ES,0.0251814,-0.020297198,0.016391271,-0.037335037,-0.005920557,-0.068623025,0.004525681,0.016585121,-0.041739745,0.167080404
heart_cmr_Ecc_AHA_7,0.028174348,-0.02002858,0.028418911,-0.094819678,-0.061267319,0.071841437,-0.017665469,0.017444135,0.070210484,-0.015327992
heart_shape_SurfaceAreatoVolumeRatio_MYO_ES,-0.077052928,-0.019418706,0.026164441,-0.133491102,-0.033822231,-0.036023638,-0.05306671,-0.057600956,-0.01110643,-0.009926381
heart_intensity_Kurtosis_MYO_ES,-0.002757539,-0.019187789,-0.07571614,-0.010051734,-0.107575831,-0.075403595,-0.036651355,0.017628467,0.009843407,0.020461974
heart_texture_SmallAreaEmphasis_glszm_MYO_ES,0.007482876,-0.019050571,-0.022393051,0.012930393,-0.028939638,0.000399482,-0.012218994,-0.02140786,-0.020535706,0.013574884
heart_cmr_Ecc_AHA_16,0.013468996,-0.018902626,0.02616637,-0.127377718,-0.041760611,0.033868414,0.085051177,0.0208709,0.054282507,0.047093513
heart_cmr_DAo.distensibility,-0.003881516,-0.01884612,0.01457466,-0.011075145,-0.005203397,-0.015705715,-0.005092185,-0.066627481,-0.018526607,-0.009156632
heart_texture_GrayLevelNonUniformity_glrlm_MYO_ED,0.102163293,-0.018791209,0.015554479,-0.000428909,0.003931665,-0.020136198,-0.013036724,0.031022881,-0.062336477,-0.038234258
heart_texture_RunPercentage_glrlm_MYO_ED,-0.087630123,-0.018402765,0.064535605,-0.040310143,0.061746441,-0.077086608,-0.051573243,0.025459236,0.025186323,-0.035895918
heart_cmr_AAo.distensibility,-0.002629254,-0.017773915,0.016755954,-0.011093432,-0.007092709,-0.012291223,-0.008243654,-0.070800043,-0.019748501,-0.017567676
heart_cmr_Ecc_AHA_11,0.02445018,-0.017734395,0.024339654,-0.084958213,-0.029317186,0.052124198,0.020554279,-0.028673322,0.049037242,0.030716995
heart_texture_InverseVariance_glcm_MYO_ES,-0.050117951,-0.017123012,0.114840032,-0.005867554,0.041242522,0.078713375,-0.014946109,0.089249751,-0.110879753,0.077860503
heart_cmr_LVCO,0.051726343,-0.017007144,0.021951556,0.069414883,0.057297489,-0.0963387,-0.028910747,0.019208373,0.040321561,-0.017916503
heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ES,0.006333466,-0.016939422,-0.024855236,0.014897041,-0.026536733,0.001749124,-0.012485055,-0.023096049,-0.021487981,0.017797165
heart_cmr_Ecc_AHA_12,0.030193086,-0.016748127,0.025104437,-0.069046471,-0.035366807,0.03832674,0.015852683,0.003090908,0.041914985,0.03047318
heart_shape_Sphericity_LV_ED,-0.030827355,-0.016372934,-0.031432781,0.001824667,0.012259125,0.023835865,0.147808618,-0.093419862,0.06529796,0.141273787
heart_shape_Flatness_LV_ES,-0.020470427,-0.015118961,0.041446557,-0.106098637,-0.002301281,-0.098882729,0.179235553,0.004943277,0.033024875,-0.025237212
heart_cmr_Ell_Global,0.026041565,-0.015091947,-0.000802309,-0.087479402,-0.070573534,0.095341702,0.001965719,0.086061743,0.038359928,-0.002902465
heart_shape_Sphericity_LV_ES,-0.033558051,-0.014629773,-0.02664029,-0.036283949,-0.000932386,0.004273557,0.128212194,-0.083510847,0.082199661,0.121270967
heart_cmr_Ecc_AHA_3,0.016446721,-0.014149061,0.019536299,-0.045528537,-0.02570611,0.000338712,-0.019119199,0.056973719,0.0238623,0.056166804
heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ED,-0.078729955,-0.013291017,0.065555118,-0.038256088,0.06912791,-0.06647787,-0.054964046,0.04848864,0.032392592,-0.037042905
heart_texture_GrayLevelNonUniformity_glszm_MYO_ED,0.036642828,-0.013126955,0.057699381,0.001267377,-0.106241278,-0.084406017,-0.006546461,-0.057267772,-0.153637884,-0.116892756
heart_texture_SizeZoneNonUniformity_glszm_MYO_ED,0.036642828,-0.013126955,0.057699381,0.001267377,-0.106241278,-0.084406017,-0.006546461,-0.057267772,-0.153637884,-0.116892756
heart_cmr_DAo.min.area,0.06562947,-0.012822735,0.018566765,0.019682612,0.014276445,-0.013330686,0.020091641,0.058953997,0.032597488,0.01341487
heart_cmr_Ecc_AHA_15,-0.008325667,-0.012730708,0.021192205,-0.120807427,-0.042975268,0.014070754,0.104671849,0.038392636,0.047942531,0.007558067
heart_cmr_Err_AHA_6,-0.000186177,-0.012386897,-0.001366457,0.054971513,0.055067829,-0.102068317,-0.032223112,0.006088029,-0.004677555,0.030810087
heart_shape_Flatness_MYO_ED,-0.01149214,-0.012306522,0.004523793,-0.045129849,0.014552334,-0.068015089,0.252206497,0.043106384,-0.042974416,-0.005394385
heart_cmr_Ecc_AHA_8,0.028085198,-0.012182679,0.029798311,-0.083354006,-0.062092825,0.073265776,-0.007805339,-0.03209197,0.066264974,-0.012099471
heart_cmr_AAo.min.area,0.050620955,-0.01151584,0.010021875,0.024883144,0.014396856,-0.016678346,-0.001947534,0.048703757,0.025607594,0.024598935
heart_shape_Elongation_MYO_ED,-0.01434114,-0.011266375,0.014426467,-0.05839349,0.019411778,-0.085218191,0.268686478,0.044118732,-0.030142562,-0.023984479
heart_texture_InverseVariance_glcm_MYO_ED,-0.054694185,-0.010916287,0.059966577,-0.026328849,0.142440624,-0.022846084,-0.053676673,0.082477398,0.099004404,0.029752413
heart_cmr_Ecc_AHA_5,0.027641131,-0.01086069,0.020969997,-0.066935971,-0.036561033,0.067299755,0.044015825,-0.004517893,0.045139622,0.021480602
heart_texture_GrayLevelNonUniformity_gldm_MYO_ED,0.103289451,-0.01077043,-0.012957815,0.01224721,-0.043078723,0.008041157,0.013857252,-0.002320133,-0.074350346,-0.028415258
heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ES,-0.050142524,-0.010701969,0.092882315,-0.023441305,0.0220186,0.045345325,-0.014036927,0.045891348,-0.118621779,0.017394031
heart_shape_Elongation_LV_ED,-0.024416092,-0.010543906,0.035936884,-0.068088697,0.014123819,-0.110679913,0.231403118,0.027624022,-0.032973058,-0.049349059
heart_cmr_Ell_3,0.023424395,-0.010099902,-0.013327071,-0.045957034,-0.022996048,0.029687994,-0.026058959,0.032208004,0.024217048,0.055197884
heart_cmr_Ecc_AHA_10,0.007062163,-0.009787724,0.025459617,-0.056212888,-0.040869227,0.022454332,0.002227253,-0.011366041,0.032058624,-0.003795262
heart_shape_Elongation_LV_ES,-0.017274016,-0.009010472,0.041965687,-0.095787924,-0.001851758,-0.10118143,0.177963108,0.021018754,0.027708102,-0.046828365
heart_shape_Elongation_RV_ED,0.014021474,-0.008749102,0.003069301,-0.012886567,0.019891647,-0.079228564,0.030459979,0.026095504,-0.050453052,0.143660608
heart_shape_Flatness_LV_ED,-0.022242217,-0.008703089,0.032222389,-0.06546753,0.015768015,-0.107488053,0.244563782,0.026066663,-0.02187225,-0.029026822
heart_cmr_Ecc_AHA_1,0.014113499,-0.008629778,0.016035939,-0.080927154,-0.039941366,0.030665736,-0.013341372,0.070299995,0.025790663,0.010171305
heart_shape_Flatness_RV_ES,0.021132744,-0.008110511,0.022155771,-0.027208511,-0.002829399,-0.016040674,-0.003286743,-0.044413268,0.005369513,0.165504174
heart_cmr_Ell_4,0.035919199,-0.007634042,-0.00726453,-0.035710011,-0.037180932,0.048646739,-0.029083618,0.074929181,0.027177249,0.027235618
heart_shape_SurfaceAreatoVolumeRatio_MYO_ED,-0.092525448,-0.007289754,0.005940589,-0.072132487,0.013231669,-0.077424541,-0.044123209,-0.080746242,-0.017293675,-0.015721003
heart_cmr_Ecc_AHA_2,0.048070281,-0.006341894,0.020717454,-0.026101111,-0.018651919,0.035109083,-0.048928192,-0.011557688,0.099741151,-0.024501107
heart_shape_Flatness_MYO_ES,-0.01494835,-0.004583128,0.004483851,-0.051863333,0.005334992,-0.061851703,0.20725298,0.021944317,0.011585799,0.002931495
heart_cmr_Ell_6,0.021295496,-0.002424047,0.013487002,-0.07495425,-0.016869902,0.070977582,0.026611633,-0.005458839,0.051645409,0.009547993
heart_shape_Elongation_MYO_ES,-0.019579573,-0.00228346,0.015852398,-0.066102819,0.004634385,-0.079752777,0.240236502,0.042749488,0.019950371,-0.036853839
heart_texture_GrayLevelNonUniformity_glrlm_MYO_ES,0.094696036,-0.001973742,0.018307697,-0.01472024,-0.014837391,-0.036034056,-0.025980173,0.122911635,-0.038644215,-0.040617099
heart_cmr_WT_AHA_4,0.07709596,-0.001760811,-0.001592435,0.041385246,-0.013310144,0.027101354,0.06721459,0.121834868,-0.02675513,-0.008024026
heart_cmr_Err_AHA_4,-0.036787865,-0.001663012,-0.011433544,0.035022864,0.044397538,-0.083853037,0.026473831,0.000507077,-0.057769112,-0.013714866
heart_intensity_Skewness_MYO_ED,-0.009629397,-0.001571307,-0.024894321,0.020469865,-0.148034706,-0.099274442,-0.021482697,-0.019743367,-0.113112271,0.168375395
heart_cmr_WT_AHA_3,0.054428099,-0.001349766,-0.011517546,0.033811108,-0.007528068,0.010770268,0.07348448,0.120681062,-0.066020341,0.003458633
heart_cmr_Ecc_AHA_4,-0.001905235,-0.000801071,0.01115673,-0.063178218,-0.041758516,0.054431511,0.024144927,0.015532784,0.018465364,0.002616505
heart_cmr_WT_AHA_2,0.051412444,-0.000721736,0.003739186,0.053384176,-0.010220694,0.036969061,0.052769355,0.045818233,-0.056376521,-0.011905769
heart_cmr_Ell_5,0.003967762,-0.000195768,0.010334794,-0.058147368,-0.026290864,0.071576761,0.016550003,-0.016759514,0.050906516,-0.026353834
heart_cmr_Ecc_AHA_6,0.010686156,0.000668659,0.018131564,-0.064505473,-0.060773627,0.077773986,0.031825063,0.027886854,0.010251811,0.01251632
heart_cmr_Err_AHA_5,-0.023158468,0.001186419,-0.01181473,0.072458115,0.058702572,-0.105735281,0.000617439,-0.002131497,-0.029058002,0.027227376
heart_cmr_Err_AHA_1,-0.01197004,0.001326923,-0.013016355,0.058591428,0.042629492,-0.065552724,0.024878422,-0.004246417,-0.033040771,0.024755952
heart_texture_GrayLevelNonUniformity_glszm_MYO_ES,0.033930807,0.002227318,0.028639805,-0.049282734,-0.09209357,-0.080471009,-0.040198684,0.124438067,0.01539435,-0.121186739
heart_texture_SizeZoneNonUniformity_glszm_MYO_ES,0.033930807,0.002227318,0.028639805,-0.049282734,-0.09209357,-0.080471009,-0.040198684,0.124438067,0.01539435,-0.121186739
heart_cmr_Err_AHA_3,-0.0447229,0.003838121,-0.021552702,-0.003892448,0.01923021,-0.044027612,0.053368503,0.040794458,-0.07156509,-0.006556096
heart_cmr_WT_AHA_5,0.080629913,0.004411732,0.006713707,0.051127056,-0.026202235,0.042212724,0.046943689,0.1105554,-0.020389393,-0.027824668
heart_cmr_Err_AHA_16,-0.007339438,0.004877106,-0.033782676,0.122519749,0.064153255,-0.074728581,0.007796603,0.048852582,-0.078154274,9.50E-05
heart_cmr_LAEF,-0.012566435,0.005500171,-0.03317728,0.027904686,0.037478963,-0.016804847,-0.048702636,-0.02017142,0.017369515,0.023702005
heart_cmr_WT_AHA_8,0.080882602,0.006077518,0.002699862,0.043918193,-0.014923078,0.032569259,0.049987763,0.131815886,0.000841295,-0.007925196
heart_cmr_WT_AHA_13,0.07413408,0.006775304,0.017667751,0.044674356,-0.010316477,0.019688614,0.021406077,0.10274657,0.000789056,0.005508838
heart_texture_GrayLevelNonUniformity_gldm_MYO_ES,0.096248669,0.006891099,-0.043826495,0.009268597,-0.041259361,-0.053022902,-0.006738,0.06440352,0.030448443,-0.06211143
heart_texture_ZoneVariance_glszm_MYO_ED,0.097206528,0.007124952,-0.022866634,0.025423122,-0.003498488,0.050791251,0.017916975,0.030522868,-0.002434587,0.017243621
heart_texture_LargeAreaEmphasis_glszm_MYO_ED,0.096921563,0.007496941,-0.022729713,0.025694486,-0.002096268,0.05172868,0.017881567,0.031544767,-0.000754861,0.018302663
heart_cmr_WT_AHA_16,0.072172962,0.007760942,0.025778168,0.057685539,-0.011957638,0.030683148,0.012675079,0.074796479,0.010182369,-0.013463877
heart_texture_DependenceVariance_gldm_MYO_ED,0.069595711,0.008466442,-0.059971897,0.038224405,-0.107820891,0.055780754,0.063296915,-0.059391271,-0.058723998,0.00124611
heart_cmr_Err_AHA_11,-0.031044694,0.008491144,-0.034333166,0.107972117,0.061402001,-0.084255466,0.012846902,0.016211648,-0.070250127,-0.009763789
heart_cmr_WT_AHA_15,0.077495246,0.00859845,0.027689464,0.051537655,-0.005533602,0.049333731,0.028713535,0.054581791,0.017820911,-0.033240134
heart_texture_DependenceVariance_gldm_MYO_ES,0.048980283,0.009042085,-0.1007224,0.020157992,-0.051606867,-0.062332158,0.013163982,-0.038423833,0.122261936,-0.061520174
heart_cmr_WT_Global,0.092934408,0.009184894,0.010177358,0.06316961,-0.01811069,0.0480509,0.057977755,0.119459416,-0.018808524,-0.026505893
heart_cmr_WT_AHA_7,0.083690888,0.009591247,0.006569066,0.049278915,-0.018134066,0.042438398,0.040622032,0.127402864,0.006050644,-0.018672859
heart_cmr_WT_AHA_12,0.083410587,0.009822072,0.013523716,0.058168294,-0.014913055,0.04835523,0.033787827,0.107420935,-0.007361904,-0.03556001
heart_cmr_Ell_1,0.001879282,0.009922403,0.002546822,-0.00221136,-0.038096842,0.015291337,-0.012365059,0.106669869,-0.019356786,-0.001050074
heart_cmr_WT_AHA_14,0.080067831,0.010134832,0.018985837,0.040551467,-0.007282032,0.037866292,0.03071871,0.077046841,0.009135737,-0.013310414
heart_cmr_WT_AHA_10,0.090503685,0.010161297,0.015581336,0.053906473,-0.011775227,0.057063845,0.032254625,0.076626208,0.01520031,-0.032140936
heart_cmr_WT_AHA_1,0.073852166,0.011446972,0.004024678,0.068512847,-0.014841648,0.050728604,0.045704096,0.085491063,-0.024094476,-0.036318396
heart_cmr_WT_AHA_6,0.079447234,0.01182532,0.004736031,0.058100313,-0.023998285,0.047132282,0.041609844,0.125552017,-0.018928371,-0.031689708
heart_cmr_WT_AHA_9,0.087172229,0.012981687,0.011965068,0.05300066,-0.015732346,0.052907753,0.036647788,0.094392514,0.019865573,-0.028306808
heart_cmr_RAEF,-0.028687273,0.013566434,-0.012529189,0.043034817,0.019537077,-0.052409885,-0.034069455,-0.000488968,0.001742295,0.026346184
heart_cmr_WT_AHA_11,0.084926811,0.013784704,0.018900925,0.063549174,-0.017059416,0.053239811,0.027071246,0.080031045,-6.93E-05,-0.048438511
heart_cmr_Err_AHA_12,-0.026094758,0.01525083,-0.034297023,0.114624272,0.054577301,-0.061083283,0.004322767,0.02246567,-0.081413823,0.004396343
heart_cmr_Err_AHA_15,-0.01446232,0.015481377,-0.033649792,0.128138368,0.055265838,-0.085762736,0.010288855,0.057364621,-0.070487982,-0.009207707
heart_texture_LargeDependenceEmphasis_gldm_MYO_ED,0.083917041,0.015512227,-0.064586363,0.041359462,-0.078262917,0.07319745,0.055556748,-0.033712258,-0.035069475,0.023442686
heart_cmr_Err_AHA_13,0.002364628,0.016200848,-0.019929189,0.105044052,0.056087111,-0.065048554,0.026568772,0.051424094,-0.055376084,0.011956924
heart_cmr_Err_AHA_2,-0.040179994,0.016426329,-0.025184827,0.017761521,0.020728503,-0.005930844,0.059963684,-0.006670096,-0.053910196,0.00526439
heart_texture_RunVariance_glrlm_MYO_ED,0.085031848,0.018134325,-0.056670842,0.034049564,-0.085466244,0.049260864,0.051946945,-0.019004387,-0.057731851,-0.009937855
heart_texture_RunVariance_glrlm_MYO_ES,0.07124456,0.01911526,-0.095058137,0.047595783,-0.007550695,-0.053442723,0.034311975,-0.042252728,0.071032807,-0.08315175
heart_texture_LongRunEmphasis_glrlm_MYO_ED,0.087183888,0.019807274,-0.057436878,0.03593387,-0.078467031,0.056354162,0.051289591,-0.01284765,-0.049874019,-0.003229987
heart_intensity_Skewness_MYO_ES,0.000294573,0.020697156,-0.002381109,0.049637336,-0.172419566,-0.062298531,-0.034445778,0.009144786,-0.048766286,0.050795192
heart_shape_Sphericity_RV_ES,0.008590043,0.021536441,0.006890703,0.00161178,0.002143456,0.029350487,0.015896331,-0.067603417,0.082260128,0.192154007
heart_texture_LongRunEmphasis_glrlm_MYO_ES,0.070050191,0.021801093,-0.098373473,0.047525499,-0.005283444,-0.050150032,0.033554011,-0.04987543,0.075837117,-0.072504605
heart_texture_LargeDependenceEmphasis_gldm_MYO_ES,0.066975988,0.021915983,-0.109569636,0.048746984,-0.01187874,-0.032906563,0.026590929,-0.060565169,0.109720284,-0.024507729
heart_shape_Flatness_RV_ED,0.010310564,0.022714773,0.011563607,0.016876838,0.016162984,-0.007802832,0.017745754,-0.04151705,0.012680303,0.109529903
heart_texture_ZoneVariance_glszm_MYO_ES,0.08929719,0.023062996,-0.039748614,0.055362325,0.01209121,0.003350277,0.017992896,0.03790003,0.019515305,0.006902903
heart_cmr_Err_AHA_14,0.000525157,0.023433869,-0.016948554,0.114837485,0.055015351,-0.069797328,0.028218395,0.066176753,-0.050774777,0.005037445
heart_cmr_Err_AHA_10,-0.02749775,0.023698671,-0.032518923,0.108991653,0.053851839,-0.068320994,0.023022017,0.034511071,-0.057521961,-0.039633627
heart_texture_LargeAreaEmphasis_glszm_MYO_ES,0.088402784,0.023723795,-0.038926867,0.057021971,0.014848728,0.005909144,0.018798241,0.036428994,0.018512571,0.01029901
heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ED,-0.038169716,0.023917692,0.012349852,-0.084919218,-0.006507899,-0.025869812,-0.042224935,-0.079077494,-0.131608048,-0.03664021
heart_cmr_RVEF,-0.040282442,0.024130959,-0.029881071,0.103216832,0.070794905,-0.05719144,-0.001145747,-0.029793406,-0.032981054,-0.115488234
heart_texture_Coarseness_ngtdm_MYO_ES,-0.071502202,0.025001782,-0.060682785,-0.026351839,-0.023287589,-0.043862536,0.009755722,-0.11541312,0.068156238,-0.053965403
heart_texture_MaximumProbability_glcm_MYO_ED,0.052128376,0.026272073,-0.063298367,-0.012199629,-0.126675181,0.015926433,0.041610091,-0.096311558,-0.119220774,-0.040268756
heart_cmr_Err_Global,-0.033970759,0.02642455,-0.043268817,0.148877091,0.082361332,-0.109086904,0.040271882,0.056978135,-0.095810842,-0.002889731
heart_cmr_LVEF,-0.036319174,0.028325,-0.036547152,0.131696899,0.091277294,-0.099672261,-0.011326172,-0.019924631,-0.037188705,-0.020748068
heart_cmr_Err_AHA_7,-0.015474111,0.028680969,-0.026851524,0.117518056,0.049926134,-0.03715802,-0.000343487,0.017634018,-0.056327389,0.003212341
heart_texture_Contrast_ngtdm_MYO_ES,-0.020572535,0.029722245,0.122331638,0.047160334,0.00839079,0.071599915,0.025784518,0.012134962,-0.039366509,0.011091786
heart_texture_JointEnergy_glcm_MYO_ED,0.060607567,0.029819007,-0.072646626,-0.017070379,-0.118895646,0.021910742,0.037403759,-0.083559424,-0.126736601,-0.033349165
heart_cmr_Err_AHA_8,-0.011296825,0.03033939,-0.025546455,0.108159299,0.056196518,-0.048309154,0.028715383,0.045488646,-0.047007758,-0.032287291
heart_cmr_Err_AHA_9,-0.022987993,0.030719469,-0.021810516,0.107037802,0.060608774,-0.04728253,0.047603475,0.019418826,-0.042662114,-0.030897806
heart_shape_SurfaceAreatoVolumeRatio_RV_ED,-0.075283739,0.032121535,-0.032137128,-0.012052212,-0.035575166,0.045742769,-0.021623365,0.063941609,-0.036641442,-0.130425245
heart_intensity_Uniformity_MYO_ED,0.067129363,0.033144561,-0.075948267,-0.030293995,-0.099759869,0.021633632,0.020610571,-0.072283554,-0.136529455,-0.038128062
heart_texture_Contrast_ngtdm_MYO_ED,-0.036504583,0.033936299,0.103747267,0.041159805,-0.008297391,0.026468715,0.017898913,-0.047411962,0.083732795,-0.118035915
heart_texture_InverseDifference_glcm_MYO_ED,0.083159674,0.034533474,-0.070831343,-0.002688399,-0.057864422,0.038846295,0.038159312,-0.042643887,-0.06717071,-0.003657551
heart_texture_MaximumProbability_glcm_MYO_ES,0.028278756,0.034913524,-0.107602894,-0.029003799,-0.080860939,-0.103267649,-0.015620864,-0.010207592,0.095892694,-0.098155597
heart_shape_Sphericity_RV_ED,0.007781755,0.035090426,0.000704839,0.027445886,0.007276042,0.051392617,0.030535851,-0.077072601,0.090599299,0.159646249
heart_texture_Coarseness_ngtdm_MYO_ED,-0.083447971,0.035314786,-0.047734765,-0.031825673,-0.031785023,-0.004574376,0.014501202,-0.038846359,0.028581457,-0.010074
heart_texture_InverseDifference_glcm_MYO_ES,0.058363693,0.035747198,-0.112472538,-0.003984522,-0.001183016,-0.073705046,0.008372215,-0.075917152,0.107968156,-0.048131699
heart_texture_InverseDifferenceMoment_glcm_MYO_ED,0.084664884,0.035999755,-0.070803261,-0.005451745,-0.047543425,0.039764627,0.035486104,-0.03660262,-0.061400115,-0.000602276
heart_shape_SurfaceAreatoVolumeRatio_RV_ES,-0.072413201,0.038162565,-0.037811334,0.039575722,0.002034962,0.019960608,-0.011967772,0.035603836,-0.037906729,-0.156700991
heart_texture_InverseDifferenceMoment_glcm_MYO_ES,0.059192427,0.038354121,-0.111034416,-0.005201544,0.005028015,-0.072183498,0.007259017,-0.072958625,0.106707285,-0.042897894
heart_texture_JointEnergy_glcm_MYO_ES,0.031550854,0.041603993,-0.115302303,-0.032668056,-0.075712795,-0.106291696,-0.015945779,-0.00736757,0.096447018,-0.094550374
heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ES,-0.047861756,0.041864805,-0.002014485,-0.084878511,-0.06579984,-0.039410192,-0.064612208,0.168548456,-0.027794962,0.000205748
heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ED,0.072571164,0.042146228,-0.070669605,-0.046320293,-0.046182436,0.015542396,-0.002702588,-0.03470003,-0.120293222,-0.030288659
heart_shape_Sphericity_MYO_ED,0.047990765,0.043770053,-0.044689579,0.086346439,-0.036144051,0.13999663,0.08175339,0.112974726,0.030968061,0.035952454
heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ED,0.065121091,0.052776624,0.029237756,0.048874047,-0.068435465,0.00047976,0.024685776,-0.023159183,-0.028443734,0.032563217
heart_shape_Sphericity_MYO_ES,0.008627013,0.054517103,-0.066703573,0.162291389,0.040396902,0.04805956,0.072178594,0.05389464,0.014133423,0.025545889
heart_intensity_Uniformity_MYO_ES,0.026048138,0.054807166,-0.111611925,-0.046778271,-0.079082434,-0.10547893,-0.032430573,0.03948529,0.075135404,-0.079174662
