"","Mode1","Mode2","Mode3","Mode4","Mode5","Mode6","Mode7","Mode8","Mode9","Mode10"
"heart_shape_SurfaceArea_MYO_ES",-0.842443621860798,-0.156906871293268,0.12527949222722,0.0478519551332151,-0.0776626649611133,0.073034350599078,0.007662716082269,0.0489702300329366,-0.0753855098757008,-0.0611930691138365
"heart_shape_SurfaceAreatoVolumeRatio_MYO_ES",0.660709160065653,-0.278565542736597,-0.00881477576235367,-0.0674584282547617,0.108218029024188,-0.0650278956854544,-0.0930927458143276,0.0942311779651723,0.124578666661939,-0.157811374545199
"heart_shape_Sphericity_MYO_ES",-0.0552919022719285,0.429847991188718,-0.0840108147596783,0.0551616526150202,-0.0730077666306882,-0.00667052380865463,0.111352030925222,-0.123828947665852,-0.0867237686481616,0.181169634148871
"heart_shape_Max3Ddiameter_MYO_ES",-0.635162083607685,-0.122787522192664,0.062539205012343,0.0196649300279616,-0.0966770243495969,0.0428509866598417,0.0289773629502401,0.0813948491052119,0.0594864907249994,0.0113137853106155
"heart_shape_Max2DdiameterSlice_MYO_ES",-0.549770929019344,-0.0440333412289681,0.0956781198225247,0.0179717780073046,-0.0749426181395945,0.0138981762853419,-0.0347871282993909,0.100626042744125,-0.0522424388344338,-0.0337098410004309
"heart_shape_Max2DdiameterColumn_MYO_ES",-0.796701459095819,-0.155840038573776,0.0681965716942447,0.0297800579813793,-0.120426549816595,0.0830571631275478,0.0496112462844975,0.021297826758279,0.0307283736165478,0.0104617325343065
"heart_shape_Max2DdiameterRow_MYO_ES",-0.663404488785401,-0.133635152515848,0.0643002343176786,0.0486049927341124,-0.0736786450660957,0.0395659057075015,0.0621007811600818,0.0914427620084856,0.0335719718474339,-0.00138100645529834
"heart_shape_MajorAxis_MYO_ES",-0.796302684213965,-0.149208739260194,0.0809689279102239,0.0318017578430181,-0.10040614898549,0.0950555809538772,0.0451753957366906,0.0363299634351368,0.0556171298354425,-0.0209800822979845
"heart_shape_MinorAxis_MYO_ES",-0.773813681562371,-0.169798591311696,0.114551385680765,0.053986698162922,-0.0548827117710658,0.0915235841146652,-0.0706781859576561,0.078025024196712,-0.131942814917163,-0.0370413018667904
"heart_shape_LeastAxis_MYO_ES",-0.771755463250653,-0.260292823963576,0.127215290473829,0.0407958314859151,-0.0802735093557763,0.0874538911963205,0.00660692028762685,0.016052246005053,-0.101061104101283,-0.0413873159455599
"heart_shape_Elongation_MYO_ES",0.149306481199625,-0.00435637574344116,0.0328478642144409,0.0250894836534318,0.0775957566798504,-0.025768652967659,-0.145491569216991,0.0682699684107565,-0.255705192673947,-0.0212624161843486
"heart_shape_Flatness_MYO_ES",0.139623227243549,-0.131834248957876,0.0520635778564274,0.0142191823266731,0.0415897322841811,-0.0310815895096922,-0.0387460742084081,-0.0103846316486234,-0.209709560869853,-0.0276671944181063
"heart_intensity_Energy_MYO_ED",-0.415061283338178,-0.412664427370209,-0.528359434777746,0.0597897568318882,-0.0581596184915458,0.0477014712546056,0.0250900419590366,-0.00725233835873804,-0.0193484358110833,0.00531365008662004
"heart_intensity_TotalEnergy_MYO_ED",-0.457555432448763,-0.369097287276098,-0.501796767262677,0.062168522996927,-0.0676202822902479,0.0442007338637174,0.0268476890390612,-0.0125251646083982,0.00383298230505691,-0.0137602823967508
"heart_intensity_Entropy_MYO_ED",0.459280729538061,-0.23201605349857,-0.0571125796319191,0.305293307802285,-0.053215587061552,-0.0531196256611879,-0.12136081352089,0.0688284541992366,-0.000783697141244476,0.0695899533720663
"heart_intensity_Minimum_MYO_ED",0.0457401757897997,-0.20564283301908,-0.528371156255216,-0.170417214320575,-0.213568049013245,0.00657861685760052,-0.00796706680410303,-0.0289129308041911,0.0460077360382405,-0.0788546354461695
"heart_intensity_Percentile10_MYO_ED",-0.136932376183181,-0.375249520618222,-0.676852009027597,-0.0411049293544126,-0.0285356130990838,0.0149307797921134,0.0712095818021706,-0.0453596041121407,0.0575577977220425,-0.0750668277353121
"heart_intensity_Percentile90_MYO_ED",0.150122196297934,-0.417665706766644,-0.54687134124486,0.108046226598608,-0.0407522333405721,-0.0199579645832071,-0.0374088880121027,0.0139023195456471,0.0292640399073023,-0.0569754491570971
"heart_intensity_Maximum_MYO_ED",0.157354411010404,-0.289227760352441,-0.378975666001589,0.130050909850745,-0.0615129839150098,0.076274995564936,-0.0596226592428469,-0.0144528446507339,0.00974849731242946,-0.0133346283595336
"heart_intensity_Mean_MYO_ED",-0.0132475062199595,-0.398347223123354,-0.668267355809834,0.0489070260077157,-0.0360523429241623,-0.0135386688261674,0.0285998128964291,-0.0178333309449117,0.0605552336766418,-0.0612284748282252
"heart_intensity_Median_MYO_ED",-0.0563410423746159,-0.371520349255146,-0.681234619751294,0.0493940326771939,-0.0264725315209128,-0.025560938102298,0.044436301434251,-0.0172018133617686,0.0705207609872508,-0.0529442372779604
"heart_intensity_InterquartileRange_MYO_ED",0.382298490573987,-0.0682901734393398,0.0189307208484076,0.246334849295411,-0.0967956824340424,-0.0325747789777827,-0.1884216025788,0.151912700079603,-0.0464743201105261,0.113318991046852
"heart_intensity_Range_MYO_ED",0.160386671098835,-0.276664874692486,-0.323887869717939,0.16362050381329,-0.0335046683348228,0.0800711073836425,-0.0621685941771527,-0.011044712036518,0.00349542767449339,-0.00240588693845576
"heart_intensity_MeanAbsoluteDeviation_MYO_ED",0.453302683932921,-0.17867701226235,-0.0115141360229621,0.275875122560682,-0.0515414841148301,-0.0447237283242207,-0.174646079466011,0.0978784696934554,-0.0154530331026882,0.0571025577057061
"heart_intensity_RobustMeanAbsoluteDeviation_MYO_ED",0.408790178552189,-0.0866065242681799,0.0469635624621223,0.252618280437784,-0.0804473551481699,-0.035080314500246,-0.190187253684305,0.143998604921057,-0.0441696055207598,0.0995090034645615
"heart_intensity_RootMeanSquared_MYO_ED",0.0202876268598137,-0.401294748228677,-0.649993271443492,0.0675479640084594,-0.0350996866419201,-0.0149378257868426,0.015705242349248,-0.0148179114544488,0.0604683563279333,-0.0571448455941015
"heart_intensity_Skewness_MYO_ED",0.16253441604278,-0.0139826319069574,0.062506115222129,0.0182638424621105,-0.0357165890392127,0.125078204237585,-0.0951766786270614,-0.0806829902029688,-0.00117348535763837,-0.0570648737790208
"heart_intensity_Kurtosis_MYO_ED",-0.044337118533967,-0.0521407363283913,-0.205102724851242,-0.0163747479333312,0.0072306904911461,0.1397046038562,0.0122906265559478,-0.0618582979748195,0.0221475703902854,-0.0358303901109011
"heart_intensity_Variance_MYO_ED",0.302514470879548,-0.172568592198241,-0.0673008265793868,0.188799414394963,0.0163531256527113,-0.0238717443670808,-0.111377005063208,0.0477498497467078,-0.0223995559829713,0.0125889638372137
"heart_intensity_Uniformity_MYO_ED",-0.390960342027402,0.130954170278509,-0.0146092561847892,-0.256592686791792,0.0890748968369945,0.0383583763718086,0.0986234783003805,-0.0949796222672034,0.034679060931721,-0.119522278193755
"heart_intensity_Energy_MYO_ES",-0.407030666298198,-0.526224747941904,-0.434819087139113,0.030888337494901,-0.0403403423512403,0.106625080336828,0.0666042518169664,-0.00507908381744841,-0.0294654554422041,0.00800574434308274
"heart_intensity_TotalEnergy_MYO_ES",-0.443899869643182,-0.493504555285712,-0.413850032984772,0.0314292220149962,-0.0503614439904809,0.105296207089599,0.0694749433622619,-0.00824602711375079,-0.0106748403540936,-0.00670821413293012
"heart_intensity_Entropy_MYO_ES",0.107764361656568,-0.377189695469612,0.0498150354092784,0.216474973357148,0.100352783015095,0.0105709964017401,-0.0682116891600928,0.144883013650092,-0.0118789725811299,0.0835629751058449
"heart_intensity_Minimum_MYO_ES",0.0153558600856199,-0.211563461589924,-0.473015468042792,-0.141598632776428,-0.187111574038195,0.0843863864884346,-0.0263168414302812,-0.0637368043480758,0.0304719542981829,-0.113330898861305
"heart_intensity_Percentile10_MYO_ES",-0.042835445980381,-0.48772456335206,-0.627568691102592,-0.0389554774329073,-0.0362426583609135,0.0341509488941023,0.085866721420715,-0.039488637226737,0.0578989313595097,-0.0817489527451213
"heart_intensity_Percentile90_MYO_ES",-0.00686653795410996,-0.58425772790686,-0.487498962628273,0.0655416962112816,0.0172176955929054,0.0521360658452474,0.0396165403059247,0.0307132183621445,0.0286092298417514,-0.0420632914611672
"heart_intensity_Maximum_MYO_ES",0.0200062186461347,-0.428935465129137,-0.400531406873077,0.0904287418353715,0.054768621247433,0.0120209171471998,-0.0394820591086431,0.00447998982755084,0.0249167161663045,-0.036383306724025
"heart_intensity_Mean_MYO_ES",-0.0173461439394251,-0.575624601005932,-0.56404053479433,0.0179711214232051,-0.0228474676291413,0.0610554042711222,0.0626368794968293,0.00508525015496223,0.0489287732167521,-0.0591915427807846
"heart_intensity_Median_MYO_ES",-0.0107602925320147,-0.585755886940583,-0.547764965351876,0.0164204750753713,-0.0349896522476551,0.0789093569330412,0.0653382489183618,0.0139268886408962,0.0474921570885596,-0.0530111824045282
"heart_intensity_InterquartileRange_MYO_ES",0.0624280531022606,-0.385037826024097,0.0701382189444927,0.183530500509149,0.039970233682239,0.0579213088108703,-0.0911500972746848,0.159461832048822,-0.028573017042828,0.0647240734577523
"heart_intensity_Range_MYO_ES",0.0181471188899536,-0.419697991579346,-0.320219630928003,0.13693806124815,0.109312926584908,-0.00865566179812392,-0.0368509381858945,0.0215453943365978,0.0196483670460325,-0.0107766537296374
"heart_intensity_MeanAbsoluteDeviation_MYO_ES",0.0793866664831805,-0.401002396066966,0.0321231370615896,0.204455541785446,0.0863285496394512,0.0336526730183308,-0.0699829766605913,0.137652440994281,-0.0210541163548883,0.049303850361212
"heart_intensity_RobustMeanAbsoluteDeviation_MYO_ES",0.059724304601048,-0.389420405626199,0.0706231469073475,0.194298848707158,0.0546144090527647,0.0554165879109655,-0.0826781173735264,0.14762155513753,-0.0351435243948169,0.0644298725508953
"heart_intensity_RootMeanSquared_MYO_ES",-0.0129308885201032,-0.58180154725845,-0.550370993161998,0.0274464654186463,-0.0158829918528503,0.0607086765900935,0.0586945258168471,0.0106924357339935,0.0474952267978117,-0.0566127795956424
"heart_intensity_Skewness_MYO_ES",-0.0129868479520056,0.301637437708143,0.0699223671668886,-0.00542774937770808,0.0360615206626234,-0.120333368029719,-0.120909931280621,-0.0710592340184762,0.0138670956441455,-0.0710974935569225
"heart_intensity_Kurtosis_MYO_ES",0.00838513201166079,0.0339205990050943,-0.187902003290434,-0.050515473731952,0.0181274284209025,-0.0612669559314663,0.0206436174009684,-0.0567897074221842,0.0482342325080329,-0.0887057130002708
"heart_intensity_Variance_MYO_ES",0.0630400062446454,-0.298829513919464,-0.0209181302074244,0.146329087995451,0.102126140841154,0.0273152963692674,-0.0337534454331284,0.0930661453620313,-0.0282425370169514,0.0120646725406957
"heart_intensity_Uniformity_MYO_ES",-0.0811331288607346,0.313020927771769,-0.0923427228583854,-0.173409773774693,-0.0687404607397222,-0.0475924521893615,0.084129673221467,-0.150340334279299,0.0415479058193069,-0.110517597299593
"heart_texture_Autocorrelation_glcm_MYO_ED",-0.00964986501742022,-0.37619979418018,-0.593380219186644,0.119353016982974,0.00930305297850061,-0.0467801525990142,0.0591262414982809,-0.0135216082311204,0.0703187235620601,-0.0437784447083331
"heart_texture_JointAverage_glcm_MYO_ED",-0.0192319353135506,-0.394151381923407,-0.619980792801295,0.101562948987404,-0.000971563925233274,-0.0388832529319799,0.0616132055140669,-0.0106401796876288,0.0640667325604461,-0.0392177779788418
"heart_texture_ClusterProminence_glcm_MYO_ED",0.0611899643352211,-0.026336800915803,0.00638235518736255,0.020302749617061,0.0701892259736588,0.0133714386950446,-0.0475076099402338,0.00968304034140096,-0.0759898980323268,0.00162012613239515
"heart_texture_ClusterShade_glcm_MYO_ED",0.115793722939186,-0.0383452473519539,0.0367133955381322,0.0274074180904216,0.0565303740811931,0.041601385193508,-0.0747884429892881,-0.016424670398227,-0.0730157486867881,-0.0152543826054869
"heart_texture_ClusterTendency_glcm_MYO_ED",0.228123013612794,-0.127434405393707,-0.0311399656365906,0.186002583765842,0.0370087062554957,-0.0455654300208968,-0.0931630277893657,0.0651011509740558,-0.0447373275260351,0.0212990501402613
"heart_texture_Contrast_glcm_MYO_ED",0.449684400749732,-0.231898028063808,-0.0343070083297396,0.231753571759152,0.00791648514577555,-0.0276988883749541,-0.122875907918501,0.0630514172710595,0.0182365882451029,-0.00576698735006899
"heart_texture_Correlation_glcm_MYO_ED",-0.350412279389562,0.0961764432258963,-0.0850319655470744,0.0939552304562944,-0.0139560369240955,-0.111295598796605,0.056165511039143,0.01913681880484,-0.0645040336836988,0.062882128075201
"heart_texture_DifferenceAverage_glcm_MYO_ED",0.542278473329805,-0.231658865818006,0.0175350315466669,0.263979153642825,-0.0229532691075097,-0.0229800556978112,-0.136122473104838,0.0891195384605322,0.0295439952571882,0.0265785389405406
